"GeneID","Chr","Start","End","Strand","Length"
"ENSSSCG00000056031","12;12;12;12;12","19128654;19130890;19149450;19151640;19152526","19128841;19131023;19149559;19151766;19152684","+;+;+;+;+",718
"ENSSSCG00000017371","12;12;12;12;12;12;12;12;12","19165425;19165425;19166097;19166097;19167117;19167117;19167278;19167302;19167986","19165775;19165775;19166277;19166277;19167263;19167276;19167297;19167313;19169009","+;+;+;+;+;+;+;+;+",1748
"ENSSSCG00000025414","12;12;12;12;12;12;12","19192366;19207087;19207626;19207626;19207903;19208133;19208133","19192505;19207207;19207813;19207813;19207983;19208370;19208228","+;+;+;+;+;+;+",768
"ENSSSCG00000037238","12;12;12;12;12;12;12;12;12;12;12;12;12","18603797;18606802;18607044;18611436;18615496;18616867;18618773;18620444;18621443;18622295;18624914;18629793;18630339","18605854;18606926;18607152;18611552;18615541;18616900;18618846;18620507;18621493;18622480;18625068;18629855;18630543","-;-;-;-;-;-;-;-;-;-;-;-;-",3287
"ENSSSCG00000017883","12;12;12;12;12;12;12","50506907;50507911;50509502;50509701;50509701;50510454;50510454","50508947;50508947;50509615;50509903;50509903;50510645;50510903","-;-;-;-;-;-;-",2808
"ENSSSCG00000024179","12;12;12;12;12;12;12;12","19169961;19170323;19171935;19172216;19172952;19173427;19173766;19174601","19170255;19170551;19172117;19172387;19173132;19173640;19174040;19174747","-;-;-;-;-;-;-;-",1696
"ENSSSCG00000034396","12","41202560","41203723","-",1164
"ENSSSCG00000017352","12;12;12;12;12;12","18640278;18642534;18644022;18646180;18647837;18653034","18640507;18642621;18644157;18646247;18648359;18654212","+;+;+;+;+;+",2224
"ENSSSCG00000017351","12;12;12;12;12;12;12;12","18651511;18653900;18659029;18659790;18663031;18666387;18670909;18671597","18652741;18654080;18659163;18661662;18663135;18666544;18671043;18671987","-;-;-;-;-;-;-;-",4209
"ENSSSCG00000017730","12","42493392","42494413","-",1022
"ENSSSCG00000029838","12;12","18740653;18742370","18742278;18742420","-;-",1677
"ENSSSCG00000017802","12","46642545","46643219","-",675
"ENSSSCG00000063547","12","47108417","47108680","-",264
"ENSSSCG00000063008","12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12","18860739;18860739;18863413;18863413;18863624;18863624;18863828;18863828;18864297;18864297;18864417;18864417;18864556;18864556;18865053;18865265;18865452;18865646;18865889;18865889;18869216;18869216;18869652;18869652;18869802;18869802;18869987;18869987;18870135;18870135;18870423;18870423;18870922;18870922;18871153;18871153;18872372;18872372;18873258;18873258;18873655;18873655;18873852;18873852;18874047;18874047;18874320;18874320;18875353;18875353;18875663;18875663;18875961;18875961;18877125;18877125","18860943;18860943;18863534;18863534;18863721;18863721;18863993;18863993;18864343;18864343;18864462;18864462;18864781;18864684;18865100;18865308;18865505;18865698;18866100;18866100;18869398;18869398;18869697;18869697;18869906;18869906;18870042;18870042;18870286;18870286;18870548;18870548;18870989;18870989;18871300;18871300;18872464;18872464;18873337;18873337;18873735;18873735;18873945;18873945;18874199;18874199;18874445;18874445;18875466;18875466;18875764;18875764;18876077;18876077;18877381;18877381","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",3422
"ENSSSCG00000017811","12","48803991","48804308","+",318
"ENSSSCG00000038664","12","49103075","49104016","-",942
"ENSSSCG00000052929","12","49160636","49161574","-",939
"ENSSSCG00000062387","12","49207191","49208117","-",927
"ENSSSCG00000058254","12;12;12;12;12;12;12;12","18881355;18885484;18885943;18889427;18889925;18890202;18890442;18891632","18881671;18885711;18886035;18889585;18890104;18890318;18890568;18893662","+;+;+;+;+;+;+;+",3252
"ENSSSCG00000047284","12","49342797","49343726","-",930
"ENSSSCG00000054106","12","49379227","49380174","-",948
"ENSSSCG00000055634","12","49404369","49405316","-",948
"ENSSSCG00000017355","12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12","18893770;18893770;18893775;18893775;18893775;18893775;18894338;18894338;18894338;18894338;18894338;18894338;18894669;18894669;18894669;18894669;18894669;18894669;18895142;18895142;18895142;18895142;18895478;18895478;18895478;18895478;18895478;18895603;18895831;18895831;18895831;18895831;18896199;18896199;18896199;18896277;18896385;18896385;18896385;18896385;18896614;18896614;18896614;18896614;18896614;18896614;18897058;18897058;18897058;18897058;18897058;18897058;18897236;18897236;18897236;18897236;18897236;18897236;18897486;18897486;18897486;18897486;18897486;18897486;18899342;18899342;18900428;18900428","18894232;18894232;18894232;18894232;18894232;18894232;18894553;18894553;18894553;18894553;18894553;18894553;18894905;18894905;18894905;18894905;18894905;18894905;18895387;18895387;18895387;18895387;18895575;18895575;18895575;18895551;18895575;18895617;18895957;18896028;18895957;18895957;18896293;18896293;18896293;18896517;18896517;18896517;18896517;18896517;18896726;18896726;18896726;18896726;18896726;18896726;18897142;18897142;18897142;18897142;18897142;18897142;18897361;18897361;18897361;18897361;18897361;18897361;18897630;18897630;18900446;18900446;18900446;18900446;18899576;18899576;18900446;18900446","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",5077
"ENSSSCG00000058069","12","49417400","49418347","+",948
"ENSSSCG00000052619","12","49428854","49429801","+",948
"ENSSSCG00000048116","12","45517047","45519248","+",2202
"ENSSSCG00000047526","12;12","40835767;40840773","40837731;40840862","-;-",2055
"ENSSSCG00000062293","12;12","40863414;40863741","40863663;40866410","+;+",2920
"ENSSSCG00000056408","12;12;12","42850632;42863519;42863816","42852819;42863603;42863930","-;-;-",2388
"ENSSSCG00000060417","12;12","43319572;43323681","43323602;43324736","-;-",5087
"ENSSSCG00000058007","12;12","45818123;45819022","45818596;45820384","+;+",1837
"ENSSSCG00000055210","12;12","45819400;45820718","45819825;45821960","-;-",1669
"ENSSSCG00000060463","12","47300571","47304488","+",3918
"ENSSSCG00000060696","12;12;12;12","47358513;47358714;47359417;47385087","47358675;47359089;47363510;47385120","-;-;-;-",4667
"ENSSSCG00000017343","12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12","18456263;18456263;18456281;18456287;18457746;18457746;18457746;18457746;18457979;18457979;18457979;18457979;18459122;18459122;18459122;18459122;18460745;18460745;18460745;18460745;18461049;18461049;18461049;18461049;18461139;18461842;18461842;18461842;18461842;18462260;18462260;18462260;18462479;18462479;18463910;18463910;18463910;18464991;18464991;18464991","18456743;18456743;18456743;18456743;18457806;18457806;18457806;18457806;18458074;18458074;18458074;18458074;18459283;18459283;18459283;18459283;18460870;18460870;18460870;18460870;18461269;18461269;18461102;18461269;18461269;18461885;18461885;18461885;18461885;18462379;18462379;18462379;18462550;18462570;18463995;18463995;18463995;18466582;18466592;18466584","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",3091
"ENSSSCG00000050813","12;12","47584526;47585477","47585398;47585901","-;-",1298
"ENSSSCG00000044492","12","47589477","47593787","+",4311
"ENSSSCG00000052176","12;12","47594162;47597521","47597431;47597937","+;+",3687
"ENSSSCG00000060940","12","47594185","47597611","-",3427
"ENSSSCG00000059605","12","48494298","48498016","+",3719
"ENSSSCG00000059284","12","48494524","48498706","-",4183
"ENSSSCG00000062604","12;12;12;12;12;12;12","48567339;48576343;48576382;48614519;48614797;48614933;48614933","48567373;48576399;48577211;48614895;48614895;48616223;48616231","+;+;+;+;+;+;+",2580
"ENSSSCG00000060469","12;12","48597415;48598338","48597648;48601081","+;+",2978
"ENSSSCG00000017834","12","48772129","48776192","-",4064
"ENSSSCG00000054404","12;12;12","50677085;50677494;50679511","50677424;50678905;50680188","-;-;-",2430
"ENSSSCG00000059004","12;12","50707661;50709217","50708954;50710825","-;-",2903
"ENSSSCG00000045645","12;12;12;12","50366331;50367177;50368258;50369747","50367129;50368596;50368993;50370321","+;+;+;+",3191
"ENSSSCG00000034166","12","48410534","48410626","-",93
"ENSSSCG00000026500","12","47766011","47766112","-",102
"ENSSSCG00000037749","12","48409701","48409794","-",94
"ENSSSCG00000019524","12","48225979","48226086","+",108
"ENSSSCG00000017360","12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12","18989836;18989836;18989853;18990637;18990661;18990661;18991979;18991979;18992354;18993209;18993209;18993209;18993209;18993209;18993209;18994848;18994848;18994848;18994848;18994848;18994848;18995587;18995587;18995587;18995587;18995587;18995587;18995768;18995768;18995768;18995768;18995768;18995768;18998483;18998483;18998483;18998483;18998483;18998483;18998832;18998832;18998832;18998832;18998832;18998832;18999314;18999314;18999314;18999767;18999767;18999767;18999767;18999767;18999767;19000056;19000056;19000056;19000056;19000056;19000056;19000460;19000460;19000460;19000460;19000460;19000460;19000633;19000633;19000633;19000633;19000633;19000633;19000840;19000840;19000840;19000840;19001382;19001382;19001382;19001382;19001382;19001382;19001639;19001639;19001639;19001639;19001639;19001639;19002153;19002153;19002153;19002153;19002153;19002153;19002343;19002343;19002343;19002343;19002343;19002343;19003327;19003327;19003327;19003327;19003327;19003327;19003494;19003494;19003494;19003494;19003494;19003494;19003649;19003649;19003649;19003825;19003884;19003884;19003884;19003884;19003884;19004025","18990184;18990184;18990159;18990717;18990717;18990717;18992032;18992032;18992512;18993333;18993333;18993333;18993333;18993333;18993333;18995023;18995023;18995023;18995023;18995023;18995023;18995670;18995670;18995670;18995670;18995670;18995670;18995923;18995923;18995923;18995923;18995923;18995923;18998547;18998547;18998547;18998547;18998547;18998547;18998952;18998952;18998952;18998952;18998952;18998952;18999424;18999424;18999424;18999900;18999900;18999900;18999900;18999900;18999900;19000197;19000197;19000197;19000197;19000197;19000197;19000501;19000501;19000501;19000501;19000501;19000501;19000746;19000746;19000746;19000746;19000746;19000746;19000995;19000995;19000995;19000995;19001537;19001537;19001537;19001537;19001537;19001537;19001749;19001749;19001749;19001749;19001749;19001749;19002241;19002241;19002241;19002241;19002241;19002241;19002532;19002532;19002532;19002532;19002532;19002532;19003374;19003374;19003374;19003374;19003374;19003374;19003565;19003561;19003611;19003792;19003792;19003565;19003792;19003792;19003792;19004009;19006129;19004022;19006129;19006129;19006126;19004045","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",5267
"ENSSSCG00000046990","12","49459315","49459420","+",106
"ENSSSCG00000018963","12","46444598","46444746","-",149
"ENSSSCG00000019896","12","48163046","48163145","-",100
"ENSSSCG00000045876","12","48162614","48162714","-",101
"ENSSSCG00000017344","12","18467382","18470623","-",3242
"ENSSSCG00000031748","12","47913326","47913419","-",94
"ENSSSCG00000019191","12","46211525","46211611","+",87
"ENSSSCG00000017345","12;12;12;12","18470650;18471449;18471963;18474214","18470670;18471581;18472114;18474281","-;-;-;-",374
"ENSSSCG00000018147","12","43324728","43324809","-",82
"ENSSSCG00000056284","12;12;12;12;12;12;12;12;12;12;12;12;12","50645094;50646472;50647128;50647198;50653660;50653660;50655093;50655093;50655583;50656194;50656194;50659551;50659551","50645166;50647098;50647469;50647469;50653745;50653745;50655288;50655288;50655639;50656329;50656329;50659642;50659590","-;-;-;-;-;-;-;-;-;-;-;-;-",1609
"ENSSSCG00000038989","12;12;12;12;12","47657865;47672127;47673856;47685239;47685239","47660488;47674391;47674391;47685908;47685595","-;-;-;-;-",5559
"ENSSSCG00000017346","12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12","18474097;18474361;18477852;18485754;18485754;18485754;18486561;18486561;18486561;18487310;18487310;18487310;18487855;18487855;18487855;18488682;18488682;18488682;18490713;18490713;18490713;18492047;18492047;18492047;18495728;18495728;18495728;18497625;18497625;18497625;18501079;18501079;18501371;18501447;18501447;18501447;18503709;18503709;18503709;18504999;18504999;18504999;18505773;18505773;18505773;18507559;18507559;18507559;18508009;18508009;18508009;18508789;18508789;18508789;18510203;18510203;18510203;18511222;18511222;18511222;18511507;18511507;18511507;18511833;18511833;18511833;18512989;18512989;18512989;18513214;18513214;18513214;18513752;18513752;18513752;18514084;18514084;18514084;18514535;18514535;18514535","18474129;18474648;18477960;18485919;18485919;18485919;18486639;18486639;18486639;18487385;18487385;18487385;18487920;18487920;18487920;18488717;18488717;18488717;18490803;18490803;18490803;18492129;18492129;18492129;18495894;18495894;18495894;18497749;18497749;18497749;18501142;18501142;18501395;18501537;18501537;18501537;18503844;18503844;18503844;18505126;18505126;18505126;18505966;18505966;18505966;18507670;18507670;18507670;18508149;18508149;18508149;18508890;18508890;18508890;18510285;18510285;18510285;18511308;18511308;18511308;18511633;18511633;18511633;18511920;18511920;18511920;18513107;18513107;18513107;18513308;18513308;18513308;18513905;18513905;18513905;18514191;18514191;18514191;18514959;18517479;18517479","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",6118
"ENSSSCG00000058778","12;12;12;12;12;12;12;12;12;12;12","50266696;50266696;50270123;50270123;50273815;50273815;50282520;50282520;50348321;50348321;50348411","50266818;50266818;50270301;50270301;50273912;50273912;50282622;50282622;50348351;50348528;50348689","-;-;-;-;-;-;-;-;-;-;-",872
"ENSSSCG00000017362","12;12;12;12;12;12;12;12;12;12;12;12;12","19012743;19013752;19014161;19014500;19014865;19015150;19015477;19015761;19016100;19016414;19016716;19016883;19017152","19013098;19013862;19014293;19014671;19014962;19015172;19015543;19015789;19016168;19016457;19016787;19017040;19018789","+;+;+;+;+;+;+;+;+;+;+;+;+",2970
"ENSSSCG00000032455","12;12","19018140;19018620","19018460;19018649","+;+",351
"ENSSSCG00000022837","12;12;12;12;12;12;12;12;12;12","19019665;19019665;19019866;19021336;19021336;19021336;19021625;19023406;19023566;19024083","19021105;19021105;19021105;19021902;19021902;19021513;19021877;19023861;19023855;19024147","-;-;-;-;-;-;-;-;-;-",2529
"ENSSSCG00000017347","12;12;12;12;12;12;12;12;12","18515427;18515427;18516218;18516218;18516877;18516877;18517317;18522617;18522773","18515581;18515581;18516352;18516352;18517039;18517051;18517337;18522647;18522810","-;-;-;-;-;-;-;-;-",555
"ENSSSCG00000017258","12;12;12;12;12;12;12;12;12;12;12","11607034;11643692;11644573;11646059;11651298;11652532;11653176;11654342;11655188;11655774;11657134","11607636;11643876;11644623;11646137;11651390;11652647;11653356;11654451;11655269;11655833;11657737","+;+;+;+;+;+;+;+;+;+;+",2164
"ENSSSCG00000017259","12;12;12;12;12;12;12;12;12;12;12;12","11662347;11665182;11666200;11667436;11669306;11670120;11670991;11671494;11672371;11677582;11680642;11681032","11664829;11665263;11666321;11667496;11669464;11670166;11671052;11671585;11672541;11677761;11680799;11681373","-;-;-;-;-;-;-;-;-;-;-;-",3959
"ENSSSCG00000017260","12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12","11715318;11715318;11715329;11721129;11721129;11721129;11723458;11723458;11723458;11728305;11728305;11728305;11737198;11737198;11737198;11737932;11737932;11737932;11738684;11738684;11738684;11741197;11741197;11741197;11745679;11745679;11745679;11747125;11747125;11747125;11747975;11747975;11747975;11748519;11748519;11748519;11748743;11749097;11749760;11751471;11751471","11715464;11715464;11715464;11721211;11721211;11721211;11723627;11723627;11723627;11728401;11728401;11728401;11737295;11737295;11737295;11738024;11738024;11738024;11738754;11738754;11738754;11741304;11741304;11741304;11745843;11745843;11745843;11747232;11747232;11747232;11748093;11748093;11748093;11748935;11748619;11748619;11748919;11752021;11749786;11752007;11752007","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",4601
"ENSSSCG00000017328","12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12","18037138;18038223;18039884;18045130;18056340;18060293;18060293;18060948;18060948;18061337;18061337;18061490;18061490;18061940;18061940;18062325;18062325;18062908;18062908;18065714;18065714;18067019;18067019;18067245;18067245;18067429;18067429;18067729;18067729;18067899;18067899;18068175;18068175;18068398;18068398;18081822","18037258;18038355;18040552;18045204;18056471;18060700;18060700;18061130;18061130;18061417;18061417;18061573;18061573;18062007;18062007;18062415;18062415;18063012;18063012;18065812;18065812;18067121;18067121;18067355;18067355;18067527;18067527;18067806;18067806;18068033;18068033;18068280;18068280;18070051;18069985;18082348","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",5062
"ENSSSCG00000017330","12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12","18142952;18163067;18164448;18166134;18166727;18167831;18174288;18174645;18175208;18177307;18177938;18178756;18178837;18179280;18179814;18180874;18181301;18181700","18143008;18163342;18164517;18166344;18167344;18167968;18174417;18174776;18175312;18177470;18178088;18178815;18179130;18179386;18179958;18180974;18181659;18182928","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",4347
"ENSSSCG00000017261","12;12;12;12;12;12;12;12;12;12;12;12;12","11751937;11752912;11760905;11766417;11773849;11787863;11789365;11800135;11802782;11804846;11808631;11837743;11842845","11752507;11753670;11760995;11766537;11773957;11787943;11789561;11800272;11802893;11804893;11808818;11838504;11843055","-;-;-;-;-;-;-;-;-;-;-;-;-",3388
"ENSSSCG00000017331","12;12;12","18190617;18191273;18192802","18190643;18192177;18193118","+;+;+",1249
"ENSSSCG00000017262","12;12;12;12;12;12","11857955;11864119;11866933;11868348;11870368;11873070","11858194;11864357;11867076;11868476;11871183;11875313","+;+;+;+;+;+",3812
"ENSSSCG00000017333","12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12","18198769;18198769;18198770;18199467;18199733;18199733;18199733;18199733;18200091;18200091;18200091;18200091;18200318;18200318;18200318;18200318;18200641;18200641;18200641;18200641;18200934;18200934;18200934;18200934;18201147;18201147;18201147;18201147;18201739;18201739;18201739;18201739;18201963;18201963;18201963;18201963;18202674;18202674;18202674;18202674;18203538;18203538;18203538;18203538;18203831;18203831;18203831;18203831;18204118;18204118;18204402;18204402;18204402;18204402;18204807;18204807;18204807;18204807;18205404;18205404;18205404;18205404;18207151;18207151;18207151;18207151;18207531;18207531;18207531;18207531;18208490;18208490;18208490;18208490;18208779;18208779;18208779;18208779;18209752;18209752;18209752;18209752;18212039;18212039;18212039;18212039;18212515;18212515;18212515;18212515;18212932;18212932;18212932;18212932;18213063;18213782;18213782;18213782;18215416;18215416;18215416;18215416;18224930;18224930;18224930;18224930;18225299;18225299;18225299","18199217;18199217;18199217;18199565;18199853;18199853;18199853;18199853;18200186;18200186;18200186;18200186;18200419;18200419;18200419;18200419;18200804;18200804;18200804;18200804;18201063;18201063;18201063;18201063;18201227;18201227;18201227;18201227;18201807;18201807;18201807;18201807;18202197;18202197;18202197;18202197;18202876;18202876;18202876;18202876;18203662;18203662;18203662;18203662;18204081;18204157;18204157;18204081;18204157;18204157;18204654;18204654;18204654;18204654;18204908;18204908;18204908;18204908;18205553;18205553;18205553;18205553;18207261;18207261;18207261;18207261;18207605;18207605;18207605;18207605;18208583;18208583;18208583;18208583;18208855;18208855;18208855;18208855;18209860;18209860;18209860;18209860;18212176;18212176;18212176;18212176;18212598;18212598;18212598;18212598;18213005;18213005;18213005;18213005;18213895;18213895;18213895;18213895;18215499;18215499;18215499;18215499;18225189;18225189;18225294;18225189;18225365;18225365;18225365","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",4817
"ENSSSCG00000017264","12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12","11883292;11883292;11885007;11885007;11885484;11885915;11886905;11886905;11886905;11888413;11888413;11888413;11892148;11892148;11892148;11892148;11892383;11892383;11892383;11893212;11893212;11893212;11893212;11894025;11894025;11894415;11894967","11884970;11884970;11885934;11885934;11885934;11885934;11887081;11887081;11887081;11888576;11888576;11888576;11892276;11892276;11892276;11892276;11892556;11892556;11892556;11893685;11893494;11893494;11893685;11894114;11894114;11894507;11895049","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",3991
"ENSSSCG00000017335","12;12;12;12;12;12;12;12;12;12;12;12","18251428;18251428;18251428;18251430;18256137;18256137;18256137;18256137;18256599;18257085;18257948;18258214","18252417;18252417;18252417;18252417;18256246;18256246;18256246;18256249;18256955;18257255;18258129;18258295","-;-;-;-;-;-;-;-;-;-;-;-",1895
"ENSSSCG00000039336","12;12;12;12;12;12;12;12","11922632;11922633;11924423;11934448;11963314;11963314;11966307;11966307","11928053;11924303;11928053;11934498;11963540;11963540;11966610;11966595","-;-;-;-;-;-;-;-",6004
"ENSSSCG00000035402","12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12","12015321;12015321;12026300;12026300;12030619;12030619;12032323;12032323;12032614;12032614;12032921;12032921;12033825;12033825;12036516;12036516;12045514;12045514;12055577;12056585;12056599;12058090;12058090;12062283;12062283;12066548;12066548;12068702;12068702;12072740;12072740;12074922;12074922;12085470;12085470;12087544;12087544","12015560;12015560;12026396;12026396;12030669;12030669;12032429;12032429;12032665;12032665;12032979;12032979;12033901;12033901;12036597;12036597;12045589;12045576;12055606;12056660;12056660;12058203;12058203;12062398;12062398;12066635;12066635;12068840;12068840;12072825;12072825;12075039;12075039;12085942;12085942;12087976;12087976","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",2514
"ENSSSCG00000017337","12;12;12;12;12;12;12;12;12;12","18272797;18276946;18277713;18277886;18278262;18278568;18278962;18279118;18279500;18280005","18273521;18277085;18277788;18277956;18278348;18278688;18279046;18279238;18279899;18281595","-;-;-;-;-;-;-;-;-;-",3417
"ENSSSCG00000017338","12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12","18281502;18291753;18293146;18293202;18293407;18293427;18293921;18293961;18295090;18295090;18295628;18295636;18296000;18296000;18296790;18296790;18298520;18298520;18298787;18298811;18299727;18299727;18300877;18300877;18301243;18301243;18301490;18301490;18301831;18301831","18282027;18291863;18293307;18293321;18293635;18293687;18294050;18294050;18295318;18295278;18295829;18295829;18296144;18296144;18296942;18296942;18298663;18298663;18298961;18298961;18299843;18299843;18301043;18301043;18301378;18301378;18301639;18301639;18302483;18302483","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",3495
"ENSSSCG00000017339","12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12","18303375;18303375;18303375;18306438;18307432;18307432;18307432;18307432;18308505;18308505;18308505;18308505;18309156;18309156;18309156;18309162;18311804;18311804;18311804;18312937;18312937;18312937;18312937;18313898;18313898;18313898;18313898;18315172;18315172;18315172;18315172;18316098;18316098;18316098;18316098;18317734;18321661;18321661;18321661;18321661;18321661;18321934;18326213;18326213;18326213;18326213;18333119;18337290;18337290;18337290;18337290","18306783;18306783;18306783;18306783;18307569;18307569;18307569;18307569;18308672;18308672;18308672;18308672;18309326;18309326;18309326;18309326;18311912;18311912;18311912;18313105;18313107;18313107;18313107;18314014;18314014;18314014;18314014;18315263;18315263;18315263;18315263;18316216;18316216;18316216;18316216;18321636;18321805;18321805;18321805;18321805;18321782;18321935;18326321;18326321;18326321;18326321;18333213;18337446;18337446;18337430;18337429","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",8905
"ENSSSCG00000017340","12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12","18344084;18344084;18344084;18344470;18344470;18344470;18355170;18355170;18355170;18355717;18355717;18355717;18359633;18359633;18359633;18362567;18362567;18362567;18362859;18362859;18363040","18344160;18344160;18344160;18344514;18344514;18344514;18355388;18355388;18355388;18355920;18355920;18355920;18359720;18359720;18359720;18363713;18362726;18362726;18362934;18363089;18363089","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",1780
"ENSSSCG00000039101","12;12","18409992;18416579","18410787;18417759","+;+",1977
