"human_symbol","CellAge_effect","ortholog_name","input_number","input_ensg","ensg_number","ortholog_ensg","description","n_mouse_orthologs","n_human_inputs","mouse_symbol","score_type"
"LPAR3","Inhibits","Lpar3",414,"ENSG00000171517","414.1.1","ENSMUSG00000036832","lysophosphatidic acid receptor 3 [Source:MGI Symbol;Acc:MGI:1929469]",1,1,"Lpar3","CellAge_inhibits"
"LRRK2","Unclear","Lrrk2",415,"ENSG00000188906","415.1.1","ENSMUSG00000036273","leucine-rich repeat kinase 2 [Source:MGI Symbol;Acc:MGI:1913975]",1,1,"Lrrk2","CellAge_all_only"
"LY6D","Induces","Ly6d",416,"ENSG00000167656","416.1.1","ENSMUSG00000034634","lymphocyte antigen 6 family member D [Source:MGI Symbol;Acc:MGI:96881]",1,1,"Ly6d","CellAge_induces"
"MAD1L1","Induces","Mad1l1",417,"ENSG00000002822","417.1.1","ENSMUSG00000029554","MAD1 mitotic arrest deficient 1-like 1 [Source:MGI Symbol;Acc:MGI:1341857]",1,1,"Mad1l1","CellAge_induces"
"MAD2L1","Inhibits","Mad2l1",418,"ENSG00000164109","418.1.1","ENSMUSG00000029910","MAD2 mitotic arrest deficient-like 1 [Source:MGI Symbol;Acc:MGI:1860374]",1,1,"Mad2l1","CellAge_inhibits"
"MAEL","Inhibits","Mael",419,"ENSG00000143194","419.1.1","ENSMUSG00000040629","maelstrom spermatogenic transposon silencer [Source:MGI Symbol;Acc:MGI:2138453]",1,1,"Mael","CellAge_inhibits"
"MAF","Inhibits","Maf",420,"ENSG00000178573","420.1.1","ENSMUSG00000055435","MAF bZIP transcription factor [Source:MGI Symbol;Acc:MGI:96909]",1,1,"Maf","CellAge_inhibits"
"MAGEA2","Inhibits","Magea13",421,"ENSG00000268606","421.2.1","ENSMUSG00000046180","MAGE family member A13 [Source:MGI Symbol;Acc:MGI:1922602]",1,1,"Magea13","CellAge_inhibits"
"MAP2K1","Induces","Map2k1",423,"ENSG00000169032","423.1.1","ENSMUSG00000004936","mitogen-activated protein kinase kinase 1 [Source:MGI Symbol;Acc:MGI:1346866]",1,1,"Map2k1","CellAge_induces"
"MAP2K2","Induces","Map2k2",424,"ENSG00000126934","424.1.1","ENSMUSG00000035027","mitogen-activated protein kinase kinase 2 [Source:MGI Symbol;Acc:MGI:1346867]",1,1,"Map2k2","CellAge_induces"
"MAP2K3","Inhibits","Map2k3",425,"ENSG00000034152","425.1.1","ENSMUSG00000018932","mitogen-activated protein kinase kinase 3 [Source:MGI Symbol;Acc:MGI:1346868]",1,1,"Map2k3","CellAge_inhibits"
"MAP2K6","Induces","Map2k6",426,"ENSG00000108984","426.1.1","ENSMUSG00000020623","mitogen-activated protein kinase kinase 6 [Source:MGI Symbol;Acc:MGI:1346870]",1,1,"Map2k6","CellAge_induces"
"MAP2K7","Induces","Map2k7",427,"ENSG00000076984","427.1.1","ENSMUSG00000002948","mitogen-activated protein kinase kinase 7 [Source:MGI Symbol;Acc:MGI:1346871]",1,1,"Map2k7","CellAge_induces"
"MAP3K14","Induces","Map3k14",428,"ENSG00000006062","428.1.1","ENSMUSG00000020941","mitogen-activated protein kinase kinase kinase 14 [Source:MGI Symbol;Acc:MGI:1858204]",1,1,"Map3k14","CellAge_induces"
"MAP3K5","Induces","Map3k5",429,"ENSG00000197442","429.1.1","ENSMUSG00000071369","mitogen-activated protein kinase kinase kinase 5 [Source:MGI Symbol;Acc:MGI:1346876]",1,1,"Map3k5","CellAge_induces"
"MAP3K6","Induces","Map3k6",430,"ENSG00000142733","430.1.1","ENSMUSG00000028862","mitogen-activated protein kinase kinase kinase 6 [Source:MGI Symbol;Acc:MGI:1855691]",1,1,"Map3k6","CellAge_induces"
"MAP3K7","Induces","Map3k7",431,"ENSG00000135341","431.1.1","ENSMUSG00000028284","mitogen-activated protein kinase kinase kinase 7 [Source:MGI Symbol;Acc:MGI:1346877]",1,1,"Map3k7","CellAge_induces"
"MAP4K1","Inhibits","Map4k1",432,"ENSG00000104814","432.1.1","ENSMUSG00000037337","mitogen-activated protein kinase kinase kinase kinase 1 [Source:MGI Symbol;Acc:MGI:1346882]",1,1,"Map4k1","CellAge_inhibits"
"MAPK1","Induces","Mapk1",433,"ENSG00000100030","433.1.1","ENSMUSG00000063358","mitogen-activated protein kinase 1 [Source:MGI Symbol;Acc:MGI:1346858]",1,1,"Mapk1","CellAge_induces"
"MAPK12","Induces","Mapk12",434,"ENSG00000188130","434.1.1","ENSMUSG00000022610","mitogen-activated protein kinase 12 [Source:MGI Symbol;Acc:MGI:1353438]",1,1,"Mapk12","CellAge_induces"
"MAPK14","Induces","Mapk14",435,"ENSG00000112062","435.1.1","ENSMUSG00000053436","mitogen-activated protein kinase 14 [Source:MGI Symbol;Acc:MGI:1346865]",1,1,"Mapk14","CellAge_induces"
"MAPK9","Inhibits","Mapk9",436,"ENSG00000050748","436.1.1","ENSMUSG00000020366","mitogen-activated protein kinase 9 [Source:MGI Symbol;Acc:MGI:1346862]",1,1,"Mapk9","CellAge_inhibits"
"MAPKAPK5","Induces","Mapkapk5",437,"ENSG00000089022","437.1.1","ENSMUSG00000029454","MAP kinase-activated protein kinase 5 [Source:MGI Symbol;Acc:MGI:1333110]",1,1,"Mapkapk5","CellAge_induces"
"MARCHF5","Inhibits","Marchf5",438,"ENSG00000198060","438.1.1","ENSMUSG00000023307","membrane associated ring-CH-type finger 5 [Source:MGI Symbol;Acc:MGI:1915207]",1,1,"Marchf5","CellAge_inhibits"
"MARCKS","Induces","Marcks",439,"ENSG00000277443","439.1.1","ENSMUSG00000069662","myristoylated alanine rich protein kinase C substrate [Source:MGI Symbol;Acc:MGI:96907]",1,1,"Marcks","CellAge_induces"
"MAST1","Induces","Mast1",440,"ENSG00000105613","440.1.1","ENSMUSG00000053693","microtubule associated serine/threonine kinase 1 [Source:MGI Symbol;Acc:MGI:1861901]",1,1,"Mast1","CellAge_induces"
"MATK","Induces","Matk",441,"ENSG00000007264","441.1.1","ENSMUSG00000004933","megakaryocyte-associated tyrosine kinase [Source:MGI Symbol;Acc:MGI:99259]",1,1,"Matk","CellAge_induces"
"MAVS","Induces","Mavs",442,"ENSG00000088888","442.1.1","ENSMUSG00000037523","mitochondrial antiviral signaling protein [Source:MGI Symbol;Acc:MGI:2444773]",1,1,"Mavs","CellAge_induces"
"MCAM","Inhibits","Mcam",443,"ENSG00000076706","443.1.1","ENSMUSG00000032135","melanoma cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1933966]",1,1,"Mcam","CellAge_inhibits"
"MCL1","Inhibits","Mcl1",444,"ENSG00000143384","444.1.1","ENSMUSG00000038612","myeloid cell leukemia sequence 1 [Source:MGI Symbol;Acc:MGI:101769]",1,1,"Mcl1","CellAge_inhibits"
"MCM3AP","Inhibits","Mcm3ap",445,"ENSG00000160294","445.1.1","ENSMUSG00000001150","minichromosome maintenance complex component 3 associated protein [Source:MGI Symbol;Acc:MGI:1930089]",1,1,"Mcm3ap","CellAge_inhibits"
"MCM7","Inhibits","Mcm7",446,"ENSG00000166508","446.1.1","ENSMUSG00000029730","minichromosome maintenance complex component 7 [Source:MGI Symbol;Acc:MGI:1298398]",1,1,"Mcm7","CellAge_inhibits"
"MCRS1","Induces","Mcrs1",447,"ENSG00000187778","447.1.1","ENSMUSG00000037570","microspherule protein 1 [Source:MGI Symbol;Acc:MGI:1858420]",1,1,"Mcrs1","CellAge_induces"
"MCU","Induces","Mcu",448,"ENSG00000156026","448.1.1","ENSMUSG00000009647","mitochondrial calcium uniporter [Source:MGI Symbol;Acc:MGI:3026965]",1,1,"Mcu","CellAge_induces"
"MDC1","Inhibits","Mdc1",449,"ENSG00000137337","449.1.1","ENSMUSG00000061607","mediator of DNA damage checkpoint 1 [Source:MGI Symbol;Acc:MGI:3525201]",1,1,"Mdc1","CellAge_inhibits"
"MDH1","Inhibits","Mdh1",450,"ENSG00000014641","450.1.1","ENSMUSG00000020321","malate dehydrogenase 1, NAD (soluble) [Source:MGI Symbol;Acc:MGI:97051]",1,1,"Mdh1","CellAge_inhibits"
"MDK","Inhibits","Mdk",451,"ENSG00000110492","451.1.1","ENSMUSG00000027239","midkine [Source:MGI Symbol;Acc:MGI:96949]",1,1,"Mdk","CellAge_inhibits"
"MDM2","Inhibits","Mdm2",452,"ENSG00000135679","452.1.1","ENSMUSG00000020184","transformed mouse 3T3 cell double minute 2 [Source:MGI Symbol;Acc:MGI:96952]",1,1,"Mdm2","CellAge_inhibits"
"ME1","Inhibits","Me1",454,"ENSG00000065833","454.1.1","ENSMUSG00000032418","malic enzyme 1, NADP(+)-dependent, cytosolic [Source:MGI Symbol;Acc:MGI:97043]",1,1,"Me1","CellAge_inhibits"
"ME2","Inhibits","Me2",455,"ENSG00000082212","455.1.1","ENSMUSG00000024556","malic enzyme 2, NAD(+)-dependent, mitochondrial [Source:MGI Symbol;Acc:MGI:2147351]",1,1,"Me2","CellAge_inhibits"
"MECP2","Inhibits","Mecp2",456,"ENSG00000169057","456.1.1","ENSMUSG00000031393","methyl CpG binding protein 2 [Source:MGI Symbol;Acc:MGI:99918]",1,1,"Mecp2","CellAge_inhibits"
"MED12","Inhibits","Med12",457,"ENSG00000184634","457.1.1","ENSMUSG00000079487","mediator complex subunit 12 [Source:MGI Symbol;Acc:MGI:1926212]",1,1,"Med12","CellAge_inhibits"
"MEF2A","Inhibits","Mef2a",458,"ENSG00000068305","458.1.1","ENSMUSG00000030557","myocyte enhancer factor 2A [Source:MGI Symbol;Acc:MGI:99532]",1,1,"Mef2a","CellAge_inhibits"
"MEIS2","Inhibits","Meis2",459,"ENSG00000134138","459.1.1","ENSMUSG00000027210","Meis homeobox 2 [Source:MGI Symbol;Acc:MGI:108564]",1,1,"Meis2","CellAge_inhibits"
"MEN1","Induces","Men1",460,"ENSG00000133895","460.1.1","ENSMUSG00000024947","multiple endocrine neoplasia 1 [Source:MGI Symbol;Acc:MGI:1316736]",1,1,"Men1","CellAge_induces"
"MEOX1","Induces","Meox1",461,"ENSG00000005102","461.1.1","ENSMUSG00000001493","mesenchyme homeobox 1 [Source:MGI Symbol;Acc:MGI:103220]",1,1,"Meox1","CellAge_induces"
"MET","Inhibits","Met",462,"ENSG00000105976","462.1.1","ENSMUSG00000009376","met proto-oncogene [Source:MGI Symbol;Acc:MGI:96969]",1,1,"Met","CellAge_inhibits"
"METTL14","Induces","Mettl14",463,"ENSG00000145388","463.1.1","ENSMUSG00000028114","methyltransferase 14, N6-adenosine-methyltransferase subunit [Source:MGI Symbol;Acc:MGI:2442926]",1,1,"Mettl14","CellAge_induces"
"MIF","Inhibits","Mif",464,"ENSG00000240972","464.1.1","ENSMUSG00000033307","macrophage migration inhibitory factor (glycosylation-inhibiting factor) [Source:MGI Symbol;Acc:MGI:96982]",1,1,"Mif","CellAge_inhibits"
"MINK1","Induces","Mink1",465,"ENSG00000141503","465.1.1","ENSMUSG00000020827","misshapen-like kinase 1 (zebrafish) [Source:MGI Symbol;Acc:MGI:1355329]",1,1,"Mink1","CellAge_induces"
"MITF","Unclear","Mitf",466,"ENSG00000187098","466.1.1","ENSMUSG00000035158","melanogenesis associated transcription factor [Source:MGI Symbol;Acc:MGI:104554]",1,1,"Mitf","CellAge_all_only"
"MKRN1","Inhibits","Mkrn1",467,"ENSG00000133606","467.1.1","ENSMUSG00000029922","makorin, ring finger protein, 1 [Source:MGI Symbol;Acc:MGI:1859353]",1,1,"Mkrn1","CellAge_inhibits"
"MME","Induces","Mme",468,"ENSG00000196549","468.1.1","ENSMUSG00000027820","membrane metallo endopeptidase [Source:MGI Symbol;Acc:MGI:97004]",1,1,"Mme","CellAge_induces"
"MMP7","Inhibits","Mmp7",469,"ENSG00000137673","469.1.1","ENSMUSG00000018623","matrix metallopeptidase 7 [Source:MGI Symbol;Acc:MGI:103189]",1,1,"Mmp7","CellAge_inhibits"
"MMP9","Inhibits","Mmp9",470,"ENSG00000100985","470.1.1","ENSMUSG00000017737","matrix metallopeptidase 9 [Source:MGI Symbol;Acc:MGI:97011]",1,1,"Mmp9","CellAge_inhibits"
"MNX1","Induces","Mnx1",471,"ENSG00000130675","471.1.1","ENSMUSG00000001566","motor neuron and pancreas homeobox 1 [Source:MGI Symbol;Acc:MGI:109160]",1,1,"Mnx1","CellAge_induces"
"MOB3A","Induces","Mob3a",472,"ENSG00000172081","472.1.1","ENSMUSG00000003348","MOB kinase activator 3A [Source:MGI Symbol;Acc:MGI:3050117]",1,1,"Mob3a","CellAge_induces"
"MORC3","Induces","Morc3",473,"ENSG00000159256","473.1.1","ENSMUSG00000039456","microrchidia 3 [Source:MGI Symbol;Acc:MGI:2136841]",1,1,"Morc3","CellAge_induces"
"MORF4L1","Inhibits","Morf4l1",474,"ENSG00000185787","474.1.1","ENSMUSG00000062270","mortality factor 4 like 1 [Source:MGI Symbol;Acc:MGI:1096551]",1,1,"Morf4l1","CellAge_inhibits"
"MOS","Induces","Mos",475,"ENSG00000172680","475.1.1","ENSMUSG00000078365","Moloney sarcoma oncogene [Source:MGI Symbol;Acc:MGI:97052]",1,1,"Mos","CellAge_induces"
"MRTFA","Inhibits","Mrtfa",476,"ENSG00000196588","476.1.1","ENSMUSG00000042292","myocardin related transcription factor A [Source:MGI Symbol;Acc:MGI:2384495]",1,1,"Mrtfa","CellAge_inhibits"
"MRTFB","Inhibits","Mrtfb",477,"ENSG00000186260","477.1.1","ENSMUSG00000009569","myocardin related transcription factor B [Source:MGI Symbol;Acc:MGI:3050795]",1,1,"Mrtfb","CellAge_inhibits"
"MSN","Inhibits","Msn",478,"ENSG00000147065","478.1.1","ENSMUSG00000031207","moesin [Source:MGI Symbol;Acc:MGI:97167]",1,1,"Msn","CellAge_inhibits"
"MST1","Induces","Mst1",479,"ENSG00000173531","479.1.1","ENSMUSG00000032591","macrophage stimulating 1 (hepatocyte growth factor-like) [Source:MGI Symbol;Acc:MGI:96080]",1,1,"Mst1","CellAge_induces"
"MTDH","Inhibits","Mtdh",481,"ENSG00000147649","481.1.1","ENSMUSG00000022255","metadherin [Source:MGI Symbol;Acc:MGI:1914404]",1,1,"Mtdh","CellAge_inhibits"
"MTHFD2","Inhibits","Mthfd2",482,"ENSG00000065911","482.1.1","ENSMUSG00000005667","methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase [Source:MGI Symbol;Acc:MGI:1338850]",1,1,"Mthfd2","CellAge_inhibits"
"MTOR","Inhibits","Mtor",483,"ENSG00000198793","483.1.1","ENSMUSG00000028991","mechanistic target of rapamycin kinase [Source:MGI Symbol;Acc:MGI:1928394]",1,1,"Mtor","CellAge_inhibits"
"MUC4","Inhibits","Muc4",484,"ENSG00000145113","484.1.1","ENSMUSG00000118672","mucin 4 [Source:MGI Symbol;Acc:MGI:2153525]",1,1,"Muc4","CellAge_inhibits"
"MUS81","Inhibits","Mus81",485,"ENSG00000172732","485.1.1","ENSMUSG00000024906","MUS81 structure-specific endonuclease subunit [Source:MGI Symbol;Acc:MGI:1918961]",1,1,"Mus81","CellAge_inhibits"
"MVK","Induces","Mvk",486,"ENSG00000110921","486.1.1","ENSMUSG00000041939","mevalonate kinase [Source:MGI Symbol;Acc:MGI:107624]",1,1,"Mvk","CellAge_induces"
"MVP","Induces","Mvp",487,"ENSG00000013364","487.1.1","ENSMUSG00000030681","major vault protein [Source:MGI Symbol;Acc:MGI:1925638]",1,1,"Mvp","CellAge_induces"
"MXD4","Induces","Mxd4",488,"ENSG00000123933","488.1.1","ENSMUSG00000037235","Max dimerization protein 4 [Source:MGI Symbol;Acc:MGI:104991]",1,1,"Mxd4","CellAge_induces"
"MYBBP1A","Inhibits","Mybbp1a",489,"ENSG00000132382","489.1.1","ENSMUSG00000040463","MYB binding protein (P160) 1a [Source:MGI Symbol;Acc:MGI:106181]",1,1,"Mybbp1a","CellAge_inhibits"
"MYBL2","Inhibits","Mybl2",490,"ENSG00000101057","490.1.1","ENSMUSG00000017861","myeloblastosis oncogene-like 2 [Source:MGI Symbol;Acc:MGI:101785]",1,1,"Mybl2","CellAge_inhibits"
"MYC","Inhibits","Myc",491,"ENSG00000136997","491.1.1","ENSMUSG00000022346","myelocytomatosis oncogene [Source:MGI Symbol;Acc:MGI:97250]",1,1,"Myc","CellAge_inhibits"
"MYCN","Inhibits","Mycn",492,"ENSG00000134323","492.1.1","ENSMUSG00000037169","v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived [Source:MGI Symbol;Acc:MGI:97357]",1,1,"Mycn","CellAge_inhibits"
"MYD88","Inhibits","Myd88",493,"ENSG00000172936","493.1.1","ENSMUSG00000032508","myeloid differentiation primary response gene 88 [Source:MGI Symbol;Acc:MGI:108005]",1,1,"Myd88","CellAge_inhibits"
"MYLK","Inhibits","Mylk",494,"ENSG00000065534","494.1.1","ENSMUSG00000022836","myosin, light polypeptide kinase [Source:MGI Symbol;Acc:MGI:894806]",1,1,"Mylk","CellAge_inhibits"
"NACC1","Inhibits","Nacc1",495,"ENSG00000160877","495.1.1","ENSMUSG00000001910","nucleus accumbens associated 1, BEN and BTB (POZ) domain containing [Source:MGI Symbol;Acc:MGI:1914080]",1,1,"Nacc1","CellAge_inhibits"
"NADK","Induces","Nadk",496,"ENSG00000008130","496.1.1","ENSMUSG00000029063","NAD kinase [Source:MGI Symbol;Acc:MGI:2183149]",1,1,"Nadk","CellAge_induces"
"NAMPT","Inhibits","Nampt",497,"ENSG00000105835","497.1.1","ENSMUSG00000020572","nicotinamide phosphoribosyltransferase [Source:MGI Symbol;Acc:MGI:1929865]",1,1,"Nampt","CellAge_inhibits"
"NANOG","Inhibits","Nanog",498,"ENSG00000111704","498.1.1","ENSMUSG00000012396","Nanog homeobox [Source:MGI Symbol;Acc:MGI:1919200]",1,1,"Nanog","CellAge_inhibits"
"NBN","Inhibits","Nbn",499,"ENSG00000104320","499.1.1","ENSMUSG00000028224","nibrin [Source:MGI Symbol;Acc:MGI:1351625]",1,1,"Nbn","CellAge_inhibits"
"NBR1","Inhibits","Nbr1",500,"ENSG00000188554","500.1.1","ENSMUSG00000017119","NBR1, autophagy cargo receptor [Source:MGI Symbol;Acc:MGI:108498]",1,1,"Nbr1","CellAge_inhibits"
"NCAPG2","Inhibits","Ncapg2",501,"ENSG00000146918","501.1.1","ENSMUSG00000042029","non-SMC condensin II complex, subunit G2 [Source:MGI Symbol;Acc:MGI:1923294]",1,1,"Ncapg2","CellAge_inhibits"
"NCAPH2","Induces","Ncaph2",502,"ENSG00000025770","502.1.1","ENSMUSG00000008690","non-SMC condensin II complex, subunit H2 [Source:MGI Symbol;Acc:MGI:1289164]",1,1,"Ncaph2","CellAge_induces"
"NDRG1","Induces","Ndrg1",503,"ENSG00000104419","503.1.1","ENSMUSG00000005125","N-myc downstream regulated gene 1 [Source:MGI Symbol;Acc:MGI:1341799]",1,1,"Ndrg1","CellAge_induces"
"NDST2","Induces","Ndst2",504,"ENSG00000166507","504.1.1","ENSMUSG00000039308","N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2 [Source:MGI Symbol;Acc:MGI:97040]",1,1,"Ndst2","CellAge_induces"
"NEDD4","Inhibits","Nedd4",505,"ENSG00000069869","505.1.1","ENSMUSG00000032216","neural precursor cell expressed, developmentally down-regulated 4 [Source:MGI Symbol;Acc:MGI:97297]",1,1,"Nedd4","CellAge_inhibits"
"NEK1","Inhibits","Nek1",506,"ENSG00000137601","506.1.1","ENSMUSG00000031644","NIMA (never in mitosis gene a)-related expressed kinase 1 [Source:MGI Symbol;Acc:MGI:97303]",1,1,"Nek1","CellAge_inhibits"
"NEK2","Inhibits","Nek2",507,"ENSG00000117650","507.1.1","ENSMUSG00000026622","NIMA (never in mitosis gene a)-related expressed kinase 2 [Source:MGI Symbol;Acc:MGI:109359]",1,1,"Nek2","CellAge_inhibits"
"NEK4","Induces","Nek4",508,"ENSG00000114904","508.1.1","ENSMUSG00000021918","NIMA (never in mitosis gene a)-related expressed kinase 4 [Source:MGI Symbol;Acc:MGI:1344404]",1,1,"Nek4","CellAge_induces"
"NEK6","Inhibits","Nek6",509,"ENSG00000119408","509.1.1","ENSMUSG00000026749","NIMA (never in mitosis gene a)-related expressed kinase 6 [Source:MGI Symbol;Acc:MGI:1891638]",1,1,"Nek6","CellAge_inhibits"
"NEK9","Inhibits","Nek9",510,"ENSG00000119638","510.1.1","ENSMUSG00000034290","NIMA (never in mitosis gene a)-related expressed kinase 9 [Source:MGI Symbol;Acc:MGI:2387995]",1,1,"Nek9","CellAge_inhibits"
"NF1","Inhibits","Nf1",511,"ENSG00000196712","511.1.1","ENSMUSG00000020716","neurofibromin 1 [Source:MGI Symbol;Acc:MGI:97306]",1,1,"Nf1","CellAge_inhibits"
"NF2","Induces","Nf2",512,"ENSG00000186575","512.1.1","ENSMUSG00000009073","neurofibromin 2 [Source:MGI Symbol;Acc:MGI:97307]",1,1,"Nf2","CellAge_induces"
"NFE2L2","Inhibits","Nfe2l2",513,"ENSG00000116044","513.1.1","ENSMUSG00000015839","nuclear factor, erythroid derived 2, like 2 [Source:MGI Symbol;Acc:MGI:108420]",1,1,"Nfe2l2","CellAge_inhibits"
"NFKB2","Inhibits","Nfkb2",514,"ENSG00000077150","514.1.1","ENSMUSG00000025225","nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100 [Source:MGI Symbol;Acc:MGI:1099800]",1,1,"Nfkb2","CellAge_inhibits"
"NFKBIA","Induces","Nfkbia",515,"ENSG00000100906","515.1.1","ENSMUSG00000021025","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha [Source:MGI Symbol;Acc:MGI:104741]",1,1,"Nfkbia","CellAge_induces"
"NHEJ1","Inhibits","Nhej1",516,"ENSG00000187736","516.1.1","ENSMUSG00000026162","non-homologous end joining factor 1 [Source:MGI Symbol;Acc:MGI:1922820]",1,1,"Nhej1","CellAge_inhibits"
"NINJ1","Induces","Ninj1",517,"ENSG00000131669","517.1.1","ENSMUSG00000037966","ninjurin 1 [Source:MGI Symbol;Acc:MGI:1196617]",1,1,"Ninj1","CellAge_induces"
"NIPA2","Inhibits","Nipa2",518,"ENSG00000140157","518.1.1","ENSMUSG00000030452","non imprinted in Prader-Willi/Angelman syndrome 2 homolog (human) [Source:MGI Symbol;Acc:MGI:1913918]",1,1,"Nipa2","CellAge_inhibits"
"NLK","Inhibits","Nlk",519,"ENSG00000087095","519.1.1","ENSMUSG00000017376","nemo like kinase [Source:MGI Symbol;Acc:MGI:1201387]",1,1,"Nlk","CellAge_inhibits"
"NLRX1","Induces","Nlrx1",520,"ENSG00000160703","520.1.1","ENSMUSG00000032109","NLR family member X1 [Source:MGI Symbol;Acc:MGI:2429611]",1,1,"Nlrx1","CellAge_induces"
"NOLC1","Induces","Nolc1",521,"ENSG00000166197","521.1.1","ENSMUSG00000015176","nucleolar and coiled-body phosphoprotein 1 [Source:MGI Symbol;Acc:MGI:1918019]",1,1,"Nolc1","CellAge_induces"
"NOTCH1","Induces","Notch1",522,"ENSG00000148400","522.1.1","ENSMUSG00000026923","notch 1 [Source:MGI Symbol;Acc:MGI:97363]",1,1,"Notch1","CellAge_induces"
"NOTCH3","Induces","Notch3",523,"ENSG00000074181","523.1.1","ENSMUSG00000038146","notch 3 [Source:MGI Symbol;Acc:MGI:99460]",1,1,"Notch3","CellAge_induces"
"NOX1","Induces","Nox1",524,"ENSG00000007952","524.1.1","ENSMUSG00000031257","NADPH oxidase 1 [Source:MGI Symbol;Acc:MGI:2450016]",1,1,"Nox1","CellAge_induces"
"NOX4","Induces","Nox4",525,"ENSG00000086991","525.1.1","ENSMUSG00000030562","NADPH oxidase 4 [Source:MGI Symbol;Acc:MGI:1354184]",1,1,"Nox4","CellAge_induces"
"NPM1","Inhibits","Npm1",526,"ENSG00000181163","526.1.1","ENSMUSG00000057113","nucleophosmin 1 [Source:MGI Symbol;Acc:MGI:106184]",1,1,"Npm1","CellAge_inhibits"
"NQO1","Induces","Nqo1",527,"ENSG00000181019","527.1.1","ENSMUSG00000003849","NAD(P)H dehydrogenase, quinone 1 [Source:MGI Symbol;Acc:MGI:103187]",1,1,"Nqo1","CellAge_induces"
"NR1H2","Inhibits","Nr1h2",528,"ENSG00000131408","528.1.1","ENSMUSG00000060601","nuclear receptor subfamily 1, group H, member 2 [Source:MGI Symbol;Acc:MGI:1352463]",1,1,"Nr1h2","CellAge_inhibits"
"NR2E1","Unclear","Nr2e1",529,"ENSG00000112333","529.1.1","ENSMUSG00000019803","nuclear receptor subfamily 2, group E, member 1 [Source:MGI Symbol;Acc:MGI:1100526]",1,1,"Nr2e1","CellAge_all_only"
"NRAS","Induces","Nras",530,"ENSG00000213281","530.1.1","ENSMUSG00000027852","neuroblastoma ras oncogene [Source:MGI Symbol;Acc:MGI:97376]",1,1,"Nras","CellAge_induces"
"NRF1","Inhibits","Nrf1",531,"ENSG00000106459","531.1.1","ENSMUSG00000058440","nuclear respiratory factor 1 [Source:MGI Symbol;Acc:MGI:1332235]",1,1,"Nrf1","CellAge_inhibits"
"NRSN2","Induces","Nrsn2",532,"ENSG00000125841","532.1.1","ENSMUSG00000059361","neurensin 2 [Source:MGI Symbol;Acc:MGI:2684969]",1,1,"Nrsn2","CellAge_induces"
"NSUN2","Inhibits","Nsun2",533,"ENSG00000037474","533.1.1","ENSMUSG00000021595","NOL1/NOP2/Sun domain family member 2 [Source:MGI Symbol;Acc:MGI:107252]",1,1,"Nsun2","CellAge_inhibits"
"NTN4","Inhibits","Ntn4",534,"ENSG00000074527","534.1.1","ENSMUSG00000020019","netrin 4 [Source:MGI Symbol;Acc:MGI:1888978]",1,1,"Ntn4","CellAge_inhibits"
"NUAK1","Induces","Nuak1",535,"ENSG00000074590","535.1.1","ENSMUSG00000020032","NUAK family, SNF1-like kinase, 1 [Source:MGI Symbol;Acc:MGI:1925226]",1,1,"Nuak1","CellAge_induces"
"NUAK2","Inhibits","Nuak2",536,"ENSG00000163545","536.1.1","ENSMUSG00000009772","NUAK family, SNF1-like kinase, 2 [Source:MGI Symbol;Acc:MGI:1921387]",1,1,"Nuak2","CellAge_inhibits"
"NUDT5","Inhibits","Nudt5",537,"ENSG00000165609","537.1.1","ENSMUSG00000025817","nudix hydrolase 5 [Source:MGI Symbol;Acc:MGI:1858232]",1,1,"Nudt5","CellAge_inhibits"
"OGG1","Inhibits","Ogg1",539,"ENSG00000114026","539.1.1","ENSMUSG00000030271","8-oxoguanine DNA-glycosylase 1 [Source:MGI Symbol;Acc:MGI:1097693]",1,1,"Ogg1","CellAge_inhibits"
"OGT","Induces","Ogt",540,"ENSG00000147162","540.1.1","ENSMUSG00000034160","O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase) [Source:MGI Symbol;Acc:MGI:1339639]",1,1,"Ogt","CellAge_induces"
"OPA1","Inhibits","Opa1",541,"ENSG00000198836","541.1.1","ENSMUSG00000038084","OPA1, mitochondrial dynamin like GTPase [Source:MGI Symbol;Acc:MGI:1921393]",1,1,"Opa1","CellAge_inhibits"
"ORAI1","Induces","Orai1",542,"ENSG00000276045","542.1.1","ENSMUSG00000049686","ORAI calcium release-activated calcium modulator 1 [Source:MGI Symbol;Acc:MGI:1925542]",1,1,"Orai1","CellAge_induces"
"ORC1","Inhibits","Orc1",543,"ENSG00000085840","543.1.1","ENSMUSG00000028587","origin recognition complex, subunit 1 [Source:MGI Symbol;Acc:MGI:1328337]",1,1,"Orc1","CellAge_inhibits"
"OTX2","Induces","Otx2",544,"ENSG00000165588","544.1.1","ENSMUSG00000021848","orthodenticle homeobox 2 [Source:MGI Symbol;Acc:MGI:97451]",1,1,"Otx2","CellAge_induces"
