"item_id","required_class","category","role","basename_exact","dest_rel","required","used_by","required_reason","preferred_rel"
"168","OPTIONAL","12_optional_Step24B_gene_level_matrix_audit","Step24B_methods_text_for_12_3_matrix_audit.txt","Step24B_methods_text_for_12_3_matrix_audit.txt","optional_QC_audit/12_Step24B_gene_level_matrix_audit/Step24B_methods_text_for_12_3_matrix_audit.txt",FALSE,"Extended gene-level matrix audit","Optional because core tximport matrices and final Step25 subsets are required separately.","rebuild_submission/03_pig_chronic/supplement/Step24B_clean_tximport_gene_level_matrix_audit/Step24B_methods_text_for_12_3_matrix_audit.txt"
"169","OPTIONAL","12_optional_Step24B_gene_level_matrix_audit","Step24B_summary_to_send_me.txt","Step24B_summary_to_send_me.txt","optional_QC_audit/12_Step24B_gene_level_matrix_audit/Step24B_summary_to_send_me.txt",FALSE,"Extended gene-level matrix audit","Optional because core tximport matrices and final Step25 subsets are required separately.","rebuild_submission/03_pig_chronic/supplement/Step24B_clean_tximport_gene_level_matrix_audit/Step24B_summary_to_send_me.txt"
"170","OPTIONAL","13_optional_CHRONLOCK_matrix_lock","StepCHRONLOCK_01_input_file_check.csv","StepCHRONLOCK_01_input_file_check.csv","optional_QC_audit/13_CHRONLOCK_matrix_lock/StepCHRONLOCK_01_input_file_check.csv",FALSE,"Independent locked-matrix audit and CHRONMDS input","Optional for minimal mainline because the final Step25v3 main-comparison matrices are required and used by the main chronic figure scripts.","rebuild_submission/03_pig_chronic/tables/step24_chronic_synovium_only_matrix_lock/StepCHRONLOCK_01_input_file_check.csv"
"171","OPTIONAL","13_optional_CHRONLOCK_matrix_lock","StepCHRONLOCK_01_all_96_sample_metadata_from_matrix_columns.csv","StepCHRONLOCK_01_all_96_sample_metadata_from_matrix_columns.csv","optional_QC_audit/13_CHRONLOCK_matrix_lock/StepCHRONLOCK_01_all_96_sample_metadata_from_matrix_columns.csv",FALSE,"Independent locked-matrix audit and CHRONMDS input","Optional for minimal mainline because the final Step25v3 main-comparison matrices are required and used by the main chronic figure scripts.","rebuild_submission/03_pig_chronic/tables/step24_chronic_synovium_only_matrix_lock/StepCHRONLOCK_01_all_96_sample_metadata_from_matrix_columns.csv"
"172","OPTIONAL","13_optional_CHRONLOCK_matrix_lock","StepCHRONLOCK_01_quant_file_manifest_all.csv","StepCHRONLOCK_01_quant_file_manifest_all.csv","optional_QC_audit/13_CHRONLOCK_matrix_lock/StepCHRONLOCK_01_quant_file_manifest_all.csv",FALSE,"Independent locked-matrix audit and CHRONMDS input","Optional for minimal mainline because the final Step25v3 main-comparison matrices are required and used by the main chronic figure scripts.","rebuild_submission/03_pig_chronic/tables/step24_chronic_synovium_only_matrix_lock/StepCHRONLOCK_01_quant_file_manifest_all.csv"
"173","OPTIONAL","13_optional_CHRONLOCK_matrix_lock","StepCHRONLOCK_01_quant_file_manifest_synovium_48.csv","StepCHRONLOCK_01_quant_file_manifest_synovium_48.csv","optional_QC_audit/13_CHRONLOCK_matrix_lock/StepCHRONLOCK_01_quant_file_manifest_synovium_48.csv",FALSE,"Independent locked-matrix audit and CHRONMDS input","Optional for minimal mainline because the final Step25v3 main-comparison matrices are required and used by the main chronic figure scripts.","rebuild_submission/03_pig_chronic/tables/step24_chronic_synovium_only_matrix_lock/StepCHRONLOCK_01_quant_file_manifest_synovium_48.csv"
"174","OPTIONAL","13_optional_CHRONLOCK_matrix_lock","StepCHRONLOCK_01_locked_synovium_48_vs_quant_files_audit.csv","StepCHRONLOCK_01_locked_synovium_48_vs_quant_files_audit.csv","optional_QC_audit/13_CHRONLOCK_matrix_lock/StepCHRONLOCK_01_locked_synovium_48_vs_quant_files_audit.csv",FALSE,"Independent locked-matrix audit and CHRONMDS input","Optional for minimal mainline because the final Step25v3 main-comparison matrices are required and used by the main chronic figure scripts.","rebuild_submission/03_pig_chronic/tables/step24_chronic_synovium_only_matrix_lock/StepCHRONLOCK_01_locked_synovium_48_vs_quant_files_audit.csv"
"175","OPTIONAL","13_optional_CHRONLOCK_matrix_lock","StepCHRONLOCK_01_synovium_48_sample_metadata_locked.csv","StepCHRONLOCK_01_synovium_48_sample_metadata_locked.csv","optional_QC_audit/13_CHRONLOCK_matrix_lock/StepCHRONLOCK_01_synovium_48_sample_metadata_locked.csv",FALSE,"Independent locked-matrix audit and CHRONMDS input","Optional for minimal mainline because the final Step25v3 main-comparison matrices are required and used by the main chronic figure scripts.","rebuild_submission/03_pig_chronic/tables/step24_chronic_synovium_only_matrix_lock/StepCHRONLOCK_01_synovium_48_sample_metadata_locked.csv"
"176","OPTIONAL","13_optional_CHRONLOCK_matrix_lock","StepCHRONLOCK_01_main_24_gene_level_estimated_counts_matrix.csv","StepCHRONLOCK_01_main_24_gene_level_estimated_counts_matrix.csv","optional_QC_audit/13_CHRONLOCK_matrix_lock/StepCHRONLOCK_01_main_24_gene_level_estimated_counts_matrix.csv",FALSE,"Independent locked-matrix audit and CHRONMDS input","Optional for minimal mainline because the final Step25v3 main-comparison matrices are required and used by the main chronic figure scripts.","rebuild_submission/03_pig_chronic/tables/step24_chronic_synovium_only_matrix_lock/StepCHRONLOCK_01_main_24_gene_level_estimated_counts_matrix.csv"
"177","OPTIONAL","13_optional_CHRONLOCK_matrix_lock","StepCHRONLOCK_01_main_24_gene_level_abundance_tpm_matrix.csv","StepCHRONLOCK_01_main_24_gene_level_abundance_tpm_matrix.csv","optional_QC_audit/13_CHRONLOCK_matrix_lock/StepCHRONLOCK_01_main_24_gene_level_abundance_tpm_matrix.csv",FALSE,"Independent locked-matrix audit and CHRONMDS input","Optional for minimal mainline because the final Step25v3 main-comparison matrices are required and used by the main chronic figure scripts.","rebuild_submission/03_pig_chronic/tables/step24_chronic_synovium_only_matrix_lock/StepCHRONLOCK_01_main_24_gene_level_abundance_tpm_matrix.csv"
"178","OPTIONAL","13_optional_CHRONLOCK_matrix_lock","StepCHRONLOCK_01_main_24_gene_level_effective_length_matrix.csv","StepCHRONLOCK_01_main_24_gene_level_effective_length_matrix.csv","optional_QC_audit/13_CHRONLOCK_matrix_lock/StepCHRONLOCK_01_main_24_gene_level_effective_length_matrix.csv",FALSE,"Independent locked-matrix audit and CHRONMDS input","Optional for minimal mainline because the final Step25v3 main-comparison matrices are required and used by the main chronic figure scripts.","rebuild_submission/03_pig_chronic/tables/step24_chronic_synovium_only_matrix_lock/StepCHRONLOCK_01_main_24_gene_level_effective_length_matrix.csv"
"179","OPTIONAL","13_optional_CHRONLOCK_matrix_lock","StepCHRONLOCK_01_main_24_sample_metadata_locked.csv","StepCHRONLOCK_01_main_24_sample_metadata_locked.csv","optional_QC_audit/13_CHRONLOCK_matrix_lock/StepCHRONLOCK_01_main_24_sample_metadata_locked.csv",FALSE,"Independent locked-matrix audit and CHRONMDS input","Optional for minimal mainline because the final Step25v3 main-comparison matrices are required and used by the main chronic figure scripts.","rebuild_submission/03_pig_chronic/tables/step24_chronic_synovium_only_matrix_lock/StepCHRONLOCK_01_main_24_sample_metadata_locked.csv"
"180","OPTIONAL","13_optional_CHRONLOCK_matrix_lock","StepCHRONLOCK_01_all_96_matrix_dimensions.csv","StepCHRONLOCK_01_all_96_matrix_dimensions.csv","optional_QC_audit/13_CHRONLOCK_matrix_lock/StepCHRONLOCK_01_all_96_matrix_dimensions.csv",FALSE,"Independent locked-matrix audit and CHRONMDS input","Optional for minimal mainline because the final Step25v3 main-comparison matrices are required and used by the main chronic figure scripts.","rebuild_submission/03_pig_chronic/tables/step24_chronic_synovium_only_matrix_lock/StepCHRONLOCK_01_all_96_matrix_dimensions.csv"
"181","OPTIONAL","13_optional_CHRONLOCK_matrix_lock","StepCHRONLOCK_01_locked_matrix_dimensions.csv","StepCHRONLOCK_01_locked_matrix_dimensions.csv","optional_QC_audit/13_CHRONLOCK_matrix_lock/StepCHRONLOCK_01_locked_matrix_dimensions.csv",FALSE,"Independent locked-matrix audit and CHRONMDS input","Optional for minimal mainline because the final Step25v3 main-comparison matrices are required and used by the main chronic figure scripts.","rebuild_submission/03_pig_chronic/tables/step24_chronic_synovium_only_matrix_lock/StepCHRONLOCK_01_locked_matrix_dimensions.csv"
"182","OPTIONAL","13_optional_CHRONLOCK_matrix_lock","StepCHRONLOCK_01_synovium_48_sample_level_matrix_QC.csv","StepCHRONLOCK_01_synovium_48_sample_level_matrix_QC.csv","optional_QC_audit/13_CHRONLOCK_matrix_lock/StepCHRONLOCK_01_synovium_48_sample_level_matrix_QC.csv",FALSE,"Independent locked-matrix audit and CHRONMDS input","Optional for minimal mainline because the final Step25v3 main-comparison matrices are required and used by the main chronic figure scripts.","rebuild_submission/03_pig_chronic/tables/step24_chronic_synovium_only_matrix_lock/StepCHRONLOCK_01_synovium_48_sample_level_matrix_QC.csv"
"183","OPTIONAL","13_optional_CHRONLOCK_matrix_lock","StepCHRONLOCK_01_synovium_48_group_level_matrix_QC_summary.csv","StepCHRONLOCK_01_synovium_48_group_level_matrix_QC_summary.csv","optional_QC_audit/13_CHRONLOCK_matrix_lock/StepCHRONLOCK_01_synovium_48_group_level_matrix_QC_summary.csv",FALSE,"Independent locked-matrix audit and CHRONMDS input","Optional for minimal mainline because the final Step25v3 main-comparison matrices are required and used by the main chronic figure scripts.","rebuild_submission/03_pig_chronic/tables/step24_chronic_synovium_only_matrix_lock/StepCHRONLOCK_01_synovium_48_group_level_matrix_QC_summary.csv"
"184","OPTIONAL","13_optional_CHRONLOCK_matrix_lock","StepCHRONLOCK_01_main_24_sample_level_matrix_QC.csv","StepCHRONLOCK_01_main_24_sample_level_matrix_QC.csv","optional_QC_audit/13_CHRONLOCK_matrix_lock/StepCHRONLOCK_01_main_24_sample_level_matrix_QC.csv",FALSE,"Independent locked-matrix audit and CHRONMDS input","Optional for minimal mainline because the final Step25v3 main-comparison matrices are required and used by the main chronic figure scripts.","rebuild_submission/03_pig_chronic/tables/step24_chronic_synovium_only_matrix_lock/StepCHRONLOCK_01_main_24_sample_level_matrix_QC.csv"
"185","OPTIONAL","13_optional_CHRONLOCK_matrix_lock","StepCHRONLOCK_01_main_24_group_level_matrix_QC_summary.csv","StepCHRONLOCK_01_main_24_group_level_matrix_QC_summary.csv","optional_QC_audit/13_CHRONLOCK_matrix_lock/StepCHRONLOCK_01_main_24_group_level_matrix_QC_summary.csv",FALSE,"Independent locked-matrix audit and CHRONMDS input","Optional for minimal mainline because the final Step25v3 main-comparison matrices are required and used by the main chronic figure scripts.","rebuild_submission/03_pig_chronic/tables/step24_chronic_synovium_only_matrix_lock/StepCHRONLOCK_01_main_24_group_level_matrix_QC_summary.csv"
"186","OPTIONAL","13_optional_CHRONLOCK_matrix_lock","StepCHRONLOCK_01_methods_text_synovium_only_matrix_lock.txt","StepCHRONLOCK_01_methods_text_synovium_only_matrix_lock.txt","optional_QC_audit/13_CHRONLOCK_matrix_lock/StepCHRONLOCK_01_methods_text_synovium_only_matrix_lock.txt",FALSE,"Independent locked-matrix audit and CHRONMDS input","Optional for minimal mainline because the final Step25v3 main-comparison matrices are required and used by the main chronic figure scripts.","rebuild_submission/03_pig_chronic/tables/step24_chronic_synovium_only_matrix_lock/StepCHRONLOCK_01_methods_text_synovium_only_matrix_lock.txt"
"187","OPTIONAL","13_optional_CHRONLOCK_matrix_lock","StepCHRONLOCK_01_final_summary_for_review.csv","StepCHRONLOCK_01_final_summary_for_review.csv","optional_QC_audit/13_CHRONLOCK_matrix_lock/StepCHRONLOCK_01_final_summary_for_review.csv",FALSE,"Independent locked-matrix audit and CHRONMDS input","Optional for minimal mainline because the final Step25v3 main-comparison matrices are required and used by the main chronic figure scripts.","rebuild_submission/03_pig_chronic/tables/step24_chronic_synovium_only_matrix_lock/StepCHRONLOCK_01_final_summary_for_review.csv"
"188","OPTIONAL","13_optional_CHRONLOCK_matrix_lock","StepCHRONLOCK_01_step25v3_main_manifest_vs_locked_matrices_audit.csv","StepCHRONLOCK_01_step25v3_main_manifest_vs_locked_matrices_audit.csv","optional_QC_audit/13_CHRONLOCK_matrix_lock/StepCHRONLOCK_01_step25v3_main_manifest_vs_locked_matrices_audit.csv",FALSE,"Independent locked-matrix audit and CHRONMDS input","Optional for minimal mainline because the final Step25v3 main-comparison matrices are required and used by the main chronic figure scripts.","rebuild_submission/03_pig_chronic/tables/step24_chronic_synovium_only_matrix_lock/StepCHRONLOCK_01_step25v3_main_manifest_vs_locked_matrices_audit.csv"
"189","OPTIONAL","13_optional_CHRONLOCK_matrix_lock","StepCHRONLOCK_01_synovium_48_gene_level_estimated_counts_matrix.csv","StepCHRONLOCK_01_synovium_48_gene_level_estimated_counts_matrix.csv","optional_QC_audit/13_CHRONLOCK_matrix_lock/StepCHRONLOCK_01_synovium_48_gene_level_estimated_counts_matrix.csv",FALSE,"Independent locked-matrix audit and CHRONMDS input","Optional for minimal mainline because the final Step25v3 main-comparison matrices are required and used by the main chronic figure scripts.","rebuild_submission/03_pig_chronic/tables/step24_chronic_synovium_only_matrix_lock/StepCHRONLOCK_01_synovium_48_gene_level_estimated_counts_matrix.csv"
"190","OPTIONAL","13_optional_CHRONLOCK_matrix_lock","StepCHRONLOCK_01_synovium_48_gene_level_abundance_tpm_matrix.csv","StepCHRONLOCK_01_synovium_48_gene_level_abundance_tpm_matrix.csv","optional_QC_audit/13_CHRONLOCK_matrix_lock/StepCHRONLOCK_01_synovium_48_gene_level_abundance_tpm_matrix.csv",FALSE,"Independent locked-matrix audit and CHRONMDS input","Optional for minimal mainline because the final Step25v3 main-comparison matrices are required and used by the main chronic figure scripts.","rebuild_submission/03_pig_chronic/tables/step24_chronic_synovium_only_matrix_lock/StepCHRONLOCK_01_synovium_48_gene_level_abundance_tpm_matrix.csv"
"191","OPTIONAL","13_optional_CHRONLOCK_matrix_lock","StepCHRONLOCK_01_synovium_48_gene_level_effective_length_matrix.csv","StepCHRONLOCK_01_synovium_48_gene_level_effective_length_matrix.csv","optional_QC_audit/13_CHRONLOCK_matrix_lock/StepCHRONLOCK_01_synovium_48_gene_level_effective_length_matrix.csv",FALSE,"Independent locked-matrix audit and CHRONMDS input","Optional for minimal mainline because the final Step25v3 main-comparison matrices are required and used by the main chronic figure scripts.","rebuild_submission/03_pig_chronic/tables/step24_chronic_synovium_only_matrix_lock/StepCHRONLOCK_01_synovium_48_gene_level_effective_length_matrix.csv"
"192","OPTIONAL","13_optional_CHRONLOCK_matrix_lock","StepCHRONLOCK_01_synovium_48_total_estimated_counts_by_group.pdf","StepCHRONLOCK_01_synovium_48_total_estimated_counts_by_group.pdf","optional_QC_audit/13_CHRONLOCK_matrix_lock/StepCHRONLOCK_01_synovium_48_total_estimated_counts_by_group.pdf",FALSE,"Independent locked-matrix audit and CHRONMDS input","Optional for minimal mainline because the final Step25v3 main-comparison matrices are required and used by the main chronic figure scripts.","rebuild_submission/03_pig_chronic/tables/step24_chronic_synovium_only_matrix_lock/StepCHRONLOCK_01_synovium_48_total_estimated_counts_by_group.pdf"
"193","OPTIONAL","13_optional_CHRONLOCK_matrix_lock","StepCHRONLOCK_01_synovium_48_detected_genes_by_group.pdf","StepCHRONLOCK_01_synovium_48_detected_genes_by_group.pdf","optional_QC_audit/13_CHRONLOCK_matrix_lock/StepCHRONLOCK_01_synovium_48_detected_genes_by_group.pdf",FALSE,"Independent locked-matrix audit and CHRONMDS input","Optional for minimal mainline because the final Step25v3 main-comparison matrices are required and used by the main chronic figure scripts.","rebuild_submission/03_pig_chronic/tables/step24_chronic_synovium_only_matrix_lock/StepCHRONLOCK_01_synovium_48_detected_genes_by_group.pdf"
"194","OPTIONAL","14_optional_CHRONMDS_main24_PCA_MDS","StepCHRONMDS_01_main24_metadata_used.csv","StepCHRONMDS_01_main24_metadata_used.csv","optional_QC_audit/14_CHRONMDS_main24_PCA_MDS/StepCHRONMDS_01_main24_metadata_used.csv",FALSE,"Sample-level PCA/MDS QC supplement","Optional unless you decide to submit these PCA/MDS panels as formal supplementary figures.","rebuild_submission/03_pig_chronic/supplement/MDS_PCA/StepCHRONMDS_01_main24_metadata_used.csv"
"195","OPTIONAL","14_optional_CHRONMDS_main24_PCA_MDS","StepCHRONMDS_01_main24_gene_level_estimated_counts_matrix_used.csv","StepCHRONMDS_01_main24_gene_level_estimated_counts_matrix_used.csv","optional_QC_audit/14_CHRONMDS_main24_PCA_MDS/StepCHRONMDS_01_main24_gene_level_estimated_counts_matrix_used.csv",FALSE,"Sample-level PCA/MDS QC supplement","Optional unless you decide to submit these PCA/MDS panels as formal supplementary figures.","rebuild_submission/03_pig_chronic/supplement/MDS_PCA/StepCHRONMDS_01_main24_gene_level_estimated_counts_matrix_used.csv"
"196","OPTIONAL","14_optional_CHRONMDS_main24_PCA_MDS","StepCHRONMDS_01_method_parameters.csv","StepCHRONMDS_01_method_parameters.csv","optional_QC_audit/14_CHRONMDS_main24_PCA_MDS/StepCHRONMDS_01_method_parameters.csv",FALSE,"Sample-level PCA/MDS QC supplement","Optional unless you decide to submit these PCA/MDS panels as formal supplementary figures.","rebuild_submission/03_pig_chronic/supplement/MDS_PCA/StepCHRONMDS_01_method_parameters.csv"
"197","OPTIONAL","14_optional_CHRONMDS_main24_PCA_MDS","StepCHRONMDS_01_main24_library_summary_after_TMM.csv","StepCHRONMDS_01_main24_library_summary_after_TMM.csv","optional_QC_audit/14_CHRONMDS_main24_PCA_MDS/StepCHRONMDS_01_main24_library_summary_after_TMM.csv",FALSE,"Sample-level PCA/MDS QC supplement","Optional unless you decide to submit these PCA/MDS panels as formal supplementary figures.","rebuild_submission/03_pig_chronic/supplement/MDS_PCA/StepCHRONMDS_01_main24_library_summary_after_TMM.csv"
"198","OPTIONAL","14_optional_CHRONMDS_main24_PCA_MDS","StepCHRONMDS_01_main24_PCA_variance_explained.csv","StepCHRONMDS_01_main24_PCA_variance_explained.csv","optional_QC_audit/14_CHRONMDS_main24_PCA_MDS/StepCHRONMDS_01_main24_PCA_variance_explained.csv",FALSE,"Sample-level PCA/MDS QC supplement","Optional unless you decide to submit these PCA/MDS panels as formal supplementary figures.","rebuild_submission/03_pig_chronic/supplement/MDS_PCA/StepCHRONMDS_01_main24_PCA_variance_explained.csv"
"199","OPTIONAL","14_optional_CHRONMDS_main24_PCA_MDS","StepCHRONMDS_01_main24_PCA_coordinates.csv","StepCHRONMDS_01_main24_PCA_coordinates.csv","optional_QC_audit/14_CHRONMDS_main24_PCA_MDS/StepCHRONMDS_01_main24_PCA_coordinates.csv",FALSE,"Sample-level PCA/MDS QC supplement","Optional unless you decide to submit these PCA/MDS panels as formal supplementary figures.","rebuild_submission/03_pig_chronic/supplement/MDS_PCA/StepCHRONMDS_01_main24_PCA_coordinates.csv"
"200","OPTIONAL","14_optional_CHRONMDS_main24_PCA_MDS","StepCHRONMDS_01_main24_MDS_coordinates.csv","StepCHRONMDS_01_main24_MDS_coordinates.csv","optional_QC_audit/14_CHRONMDS_main24_PCA_MDS/StepCHRONMDS_01_main24_MDS_coordinates.csv",FALSE,"Sample-level PCA/MDS QC supplement","Optional unless you decide to submit these PCA/MDS panels as formal supplementary figures.","rebuild_submission/03_pig_chronic/supplement/MDS_PCA/StepCHRONMDS_01_main24_MDS_coordinates.csv"
"201","OPTIONAL","14_optional_CHRONMDS_main24_PCA_MDS","StepCHRONMDS_01_main24_sample_distance_matrix_from_filtered_logCPM.csv","StepCHRONMDS_01_main24_sample_distance_matrix_from_filtered_logCPM.csv","optional_QC_audit/14_CHRONMDS_main24_PCA_MDS/StepCHRONMDS_01_main24_sample_distance_matrix_from_filtered_logCPM.csv",FALSE,"Sample-level PCA/MDS QC supplement","Optional unless you decide to submit these PCA/MDS panels as formal supplementary figures.","rebuild_submission/03_pig_chronic/supplement/MDS_PCA/StepCHRONMDS_01_main24_sample_distance_matrix_from_filtered_logCPM.csv"
"202","OPTIONAL","14_optional_CHRONMDS_main24_PCA_MDS","StepCHRONMDS_01_final_summary_for_review.csv","StepCHRONMDS_01_final_summary_for_review.csv","optional_QC_audit/14_CHRONMDS_main24_PCA_MDS/StepCHRONMDS_01_final_summary_for_review.csv",FALSE,"Sample-level PCA/MDS QC supplement","Optional unless you decide to submit these PCA/MDS panels as formal supplementary figures.","rebuild_submission/03_pig_chronic/supplement/MDS_PCA/StepCHRONMDS_01_final_summary_for_review.csv"
"203","OPTIONAL","14_optional_CHRONMDS_main24_PCA_MDS","StepCHRONMDS_01_methods_text_main24_PCA_MDS.txt","StepCHRONMDS_01_methods_text_main24_PCA_MDS.txt","optional_QC_audit/14_CHRONMDS_main24_PCA_MDS/StepCHRONMDS_01_methods_text_main24_PCA_MDS.txt",FALSE,"Sample-level PCA/MDS QC supplement","Optional unless you decide to submit these PCA/MDS panels as formal supplementary figures.","rebuild_submission/03_pig_chronic/supplement/MDS_PCA/StepCHRONMDS_01_methods_text_main24_PCA_MDS.txt"
"204","OPTIONAL","14_optional_CHRONMDS_main24_PCA_MDS","StepCHRONMDS_01_main24_PCA_unlabeled.pdf","StepCHRONMDS_01_main24_PCA_unlabeled.pdf","optional_QC_audit/14_CHRONMDS_main24_PCA_MDS/StepCHRONMDS_01_main24_PCA_unlabeled.pdf",FALSE,"Sample-level PCA/MDS QC supplement","Optional unless you decide to submit these PCA/MDS panels as formal supplementary figures.","rebuild_submission/03_pig_chronic/supplement/MDS_PCA/StepCHRONMDS_01_main24_PCA_unlabeled.pdf"
"205","OPTIONAL","14_optional_CHRONMDS_main24_PCA_MDS","StepCHRONMDS_01_main24_PCA_labeled.pdf","StepCHRONMDS_01_main24_PCA_labeled.pdf","optional_QC_audit/14_CHRONMDS_main24_PCA_MDS/StepCHRONMDS_01_main24_PCA_labeled.pdf",FALSE,"Sample-level PCA/MDS QC supplement","Optional unless you decide to submit these PCA/MDS panels as formal supplementary figures.","rebuild_submission/03_pig_chronic/supplement/MDS_PCA/StepCHRONMDS_01_main24_PCA_labeled.pdf"
"206","OPTIONAL","14_optional_CHRONMDS_main24_PCA_MDS","StepCHRONMDS_01_main24_MDS_unlabeled.pdf","StepCHRONMDS_01_main24_MDS_unlabeled.pdf","optional_QC_audit/14_CHRONMDS_main24_PCA_MDS/StepCHRONMDS_01_main24_MDS_unlabeled.pdf",FALSE,"Sample-level PCA/MDS QC supplement","Optional unless you decide to submit these PCA/MDS panels as formal supplementary figures.","rebuild_submission/03_pig_chronic/supplement/MDS_PCA/StepCHRONMDS_01_main24_MDS_unlabeled.pdf"
"207","OPTIONAL","14_optional_CHRONMDS_main24_PCA_MDS","StepCHRONMDS_01_main24_MDS_labeled.pdf","StepCHRONMDS_01_main24_MDS_labeled.pdf","optional_QC_audit/14_CHRONMDS_main24_PCA_MDS/StepCHRONMDS_01_main24_MDS_labeled.pdf",FALSE,"Sample-level PCA/MDS QC supplement","Optional unless you decide to submit these PCA/MDS panels as formal supplementary figures.","rebuild_submission/03_pig_chronic/supplement/MDS_PCA/StepCHRONMDS_01_main24_MDS_labeled.pdf"
"208","OPTIONAL","14_optional_CHRONMDS_main24_PCA_MDS","StepCHRONMDS_01_main24_PCA_unlabeled.png","StepCHRONMDS_01_main24_PCA_unlabeled.png","optional_QC_audit/14_CHRONMDS_main24_PCA_MDS/StepCHRONMDS_01_main24_PCA_unlabeled.png",FALSE,"Sample-level PCA/MDS QC supplement","Optional unless you decide to submit these PCA/MDS panels as formal supplementary figures.","rebuild_submission/03_pig_chronic/supplement/MDS_PCA/StepCHRONMDS_01_main24_PCA_unlabeled.png"
"209","OPTIONAL","14_optional_CHRONMDS_main24_PCA_MDS","StepCHRONMDS_01_main24_MDS_unlabeled.png","StepCHRONMDS_01_main24_MDS_unlabeled.png","optional_QC_audit/14_CHRONMDS_main24_PCA_MDS/StepCHRONMDS_01_main24_MDS_unlabeled.png",FALSE,"Sample-level PCA/MDS QC supplement","Optional unless you decide to submit these PCA/MDS panels as formal supplementary figures.","rebuild_submission/03_pig_chronic/supplement/MDS_PCA/StepCHRONMDS_01_main24_MDS_unlabeled.png"
"210","OPTIONAL","15_optional_G2_singscore_sensitivity","chronic_step3_current78_TMM_aligned_signature_gene_metadata_used.csv","chronic_step3_current78_TMM_aligned_signature_gene_metadata_used.csv","optional_sensitivity/15_G2_singscore_sensitivity/chronic_step3_current78_TMM_aligned_signature_gene_metadata_used.csv",FALSE,"Singscore sensitivity analysis","Optional because primary Figure5A uses the locked z-score directional score; include if submitting sensitivity analysis as supplement.","rebuild_submission/03_pig_chronic/chronic_step3_current78_TMM_aligned_signature_gene_metadata_used.csv"
"211","OPTIONAL","15_optional_G2_singscore_sensitivity","chronic_step3_current78_TMM_aligned_singscore_scores_by_sample.csv","chronic_step3_current78_TMM_aligned_singscore_scores_by_sample.csv","optional_sensitivity/15_G2_singscore_sensitivity/chronic_step3_current78_TMM_aligned_singscore_scores_by_sample.csv",FALSE,"Singscore sensitivity analysis","Optional because primary Figure5A uses the locked z-score directional score; include if submitting sensitivity analysis as supplement.","rebuild_submission/03_pig_chronic/chronic_step3_current78_TMM_aligned_singscore_scores_by_sample.csv"
"212","OPTIONAL","15_optional_G2_singscore_sensitivity","chronic_step3_current78_TMM_aligned_singscore_scores_long.csv","chronic_step3_current78_TMM_aligned_singscore_scores_long.csv","optional_sensitivity/15_G2_singscore_sensitivity/chronic_step3_current78_TMM_aligned_singscore_scores_long.csv",FALSE,"Singscore sensitivity analysis","Optional because primary Figure5A uses the locked z-score directional score; include if submitting sensitivity analysis as supplement.","rebuild_submission/03_pig_chronic/chronic_step3_current78_TMM_aligned_singscore_scores_long.csv"
"213","OPTIONAL","15_optional_G2_singscore_sensitivity","chronic_step3_current78_TMM_aligned_singscore_group_comparisons.csv","chronic_step3_current78_TMM_aligned_singscore_group_comparisons.csv","optional_sensitivity/15_G2_singscore_sensitivity/chronic_step3_current78_TMM_aligned_singscore_group_comparisons.csv",FALSE,"Singscore sensitivity analysis","Optional because primary Figure5A uses the locked z-score directional score; include if submitting sensitivity analysis as supplement.","rebuild_submission/03_pig_chronic/chronic_step3_current78_TMM_aligned_singscore_group_comparisons.csv"
"214","OPTIONAL","15_optional_G2_singscore_sensitivity","chronic_step3_current78_TMM_aligned_singscore_vs_zscore_correlation.csv","chronic_step3_current78_TMM_aligned_singscore_vs_zscore_correlation.csv","optional_sensitivity/15_G2_singscore_sensitivity/chronic_step3_current78_TMM_aligned_singscore_vs_zscore_correlation.csv",FALSE,"Singscore sensitivity analysis","Optional because primary Figure5A uses the locked z-score directional score; include if submitting sensitivity analysis as supplement.","rebuild_submission/03_pig_chronic/chronic_step3_current78_TMM_aligned_singscore_vs_zscore_correlation.csv"
"215","OPTIONAL","15_optional_G2_singscore_sensitivity","chronic_step3_current78_TMM_aligned_singscore_run_summary.csv","chronic_step3_current78_TMM_aligned_singscore_run_summary.csv","optional_sensitivity/15_G2_singscore_sensitivity/chronic_step3_current78_TMM_aligned_singscore_run_summary.csv",FALSE,"Singscore sensitivity analysis","Optional because primary Figure5A uses the locked z-score directional score; include if submitting sensitivity analysis as supplement.","rebuild_submission/03_pig_chronic/chronic_step3_current78_TMM_aligned_singscore_run_summary.csv"
"216","OPTIONAL","15_optional_G2_singscore_sensitivity","Supplementary_chronic_current78_TMM_aligned_singscore_scores_mouse_style.png","Supplementary_chronic_current78_TMM_aligned_singscore_scores_mouse_style.png","optional_sensitivity/15_G2_singscore_sensitivity/Supplementary_chronic_current78_TMM_aligned_singscore_scores_mouse_style.png",FALSE,"Singscore sensitivity analysis","Optional because primary Figure5A uses the locked z-score directional score; include if submitting sensitivity analysis as supplement.","rebuild_submission/03_pig_chronic/Supplementary_chronic_current78_TMM_aligned_singscore_scores_mouse_style.png"
