"mouse_symbol","human_symbol","CellAge_effect","ortholog_name","input_number","input_ensg","ensg_number","ortholog_ensg","description","n_mouse_orthologs","n_human_inputs","score_type","gene_id","source"
"Smarcb1","SMARCB1","Induces","Smarcb1",714,"ENSG00000099956","714.1.1","ENSMUSG00000000902","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 [Source:MGI Symbol;Acc:MGI:1328366]",1,1,"CellAge_induces","G10090_27415","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Smarcd1","SMARCD1","Inhibits","Smarcd1",715,"ENSG00000066117","715.1.1","ENSMUSG00000023018","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 [Source:MGI Symbol;Acc:MGI:1933623]",1,1,"CellAge_inhibits","G10090_20214","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Smc1a","SMC1A","Inhibits","Smc1a",716,"ENSG00000072501","716.1.1","ENSMUSG00000041133","structural maintenance of chromosomes 1A [Source:MGI Symbol;Acc:MGI:1344345]",1,1,"CellAge_inhibits","G10090_18893","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Smc2","SMC2","Inhibits","Smc2",717,"ENSG00000136824","717.1.1","ENSMUSG00000028312","structural maintenance of chromosomes 2 [Source:MGI Symbol;Acc:MGI:106067]",1,1,"CellAge_inhibits","G10090_6898","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1D_1W_volcano_source_data.csv"
"Smg1","SMG1","Inhibits","Smg1",718,"ENSG00000157106","718.1.1","ENSMUSG00000030655","SMG1 nonsense mediated mRNA decay associated PI3K related kinase [Source:MGI Symbol;Acc:MGI:1919742]",1,1,"CellAge_inhibits","G10090_22035","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Smurf2","SMURF2","Induces","Smurf2",719,"ENSG00000108854","719.1.1","ENSMUSG00000018363","SMAD specific E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:1913563]",1,1,"CellAge_induces","G10090_22504","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Snai1","SNAI1","Inhibits","Snai1",720,"ENSG00000124216","720.1.1","ENSMUSG00000042821","snail family zinc finger 1 [Source:MGI Symbol;Acc:MGI:98330]",1,1,"CellAge_inhibits","G10090_22339","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Socs1","SOCS1","Induces","Socs1",721,"ENSG00000185338","721.1.1","ENSMUSG00000038037","suppressor of cytokine signaling 1 [Source:MGI Symbol;Acc:MGI:1354910]",1,1,"CellAge_induces","G10090_18702","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_strict_DEG_structure_gene_table.csv"
"Sod1","SOD1","Inhibits","Sod1",722,"ENSG00000142168","722.1.1","ENSMUSG00000022982","superoxide dismutase 1, soluble [Source:MGI Symbol;Acc:MGI:98351]",1,1,"CellAge_inhibits","G10090_6425","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Sod2","SOD2","Induces","Sod2",723,"ENSG00000291237","723.1.1","ENSMUSG00000006818","superoxide dismutase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:98352]",1,1,"CellAge_induces","G10090_20631","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Sorbs2","SORBS2","Induces","Sorbs2",724,"ENSG00000154556","724.1.1","ENSMUSG00000031626","sorbin and SH3 domain containing 2 [Source:MGI Symbol;Acc:MGI:1924574]",1,1,"CellAge_induces","G10090_3523","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Sox1","SOX1","Induces","Sox1",725,"ENSG00000182968","725.1.1","ENSMUSG00000096014","SRY (sex determining region Y)-box 1 [Source:MGI Symbol;Acc:MGI:98357]",1,1,"CellAge_induces","G10090_31946","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_fpkm_matrix.xlsx"
"Sox2","SOX2","Induces","Sox2",726,"ENSG00000181449","726.1.1","ENSMUSG00000074637","SRY (sex determining region Y)-box 2 [Source:MGI Symbol;Acc:MGI:98364]",1,1,"CellAge_induces","G10090_25080","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Sox4","SOX4","Inhibits","Sox4",727,"ENSG00000124766","727.1.1","ENSMUSG00000076431","SRY (sex determining region Y)-box 4 [Source:MGI Symbol;Acc:MGI:98366]",1,1,"CellAge_inhibits","G10090_14602","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1E_4W_volcano_source_data.csv"
"Sox5","SOX5","Induces","Sox5",728,"ENSG00000134532","728.1.1","ENSMUSG00000041540","SRY (sex determining region Y)-box 5 [Source:MGI Symbol;Acc:MGI:98367]",1,1,"CellAge_induces","G10090_13514","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Sp1","SP1","Induces","Sp1",729,"ENSG00000185591","729.1.1","ENSMUSG00000001280","trans-acting transcription factor 1 [Source:MGI Symbol;Acc:MGI:98372]",1,1,"CellAge_induces","G10090_22742","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1E_4W_volcano_source_data.csv"
"Spag9","SPAG9","Inhibits","Spag9",730,"ENSG00000008294","730.1.1","ENSMUSG00000020859","sperm associated antigen 9 [Source:MGI Symbol;Acc:MGI:1918084]",1,1,"CellAge_inhibits","G10090_7276","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Sparc","SPARC","Induces","Sparc",731,"ENSG00000113140","731.1.1","ENSMUSG00000018593","secreted acidic cysteine rich glycoprotein [Source:MGI Symbol;Acc:MGI:98373]",1,1,"CellAge_induces","G10090_23738","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Sphk1","SPHK1","Inhibits","Sphk1",732,"ENSG00000176170","732.1.1","ENSMUSG00000061878","sphingosine kinase 1 [Source:MGI Symbol;Acc:MGI:1316649]",1,1,"CellAge_inhibits","G10090_3855","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Spi1","SPI1","Induces","Spi1",733,"ENSG00000066336","733.1.1","ENSMUSG00000002111","Spi-1 proto-oncogene [Source:MGI Symbol;Acc:MGI:98282]",1,1,"CellAge_induces","G10090_14057","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Spin1","SPIN1","Induces","Spin1",734,"ENSG00000106723","734.1.1","ENSMUSG00000021395","spindlin 1 [Source:MGI Symbol;Acc:MGI:109242]",1,1,"CellAge_induces","G10090_12432","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Src","SRC","Inhibits","Src",736,"ENSG00000197122","736.1.1","ENSMUSG00000027646","Rous sarcoma oncogene [Source:MGI Symbol;Acc:MGI:98397]",1,1,"CellAge_inhibits","G10090_15259","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_persistent_up_genes.csv"
"Srebf1","SREBF1","Induces","Srebf1",737,"ENSG00000072310","737.1.1","ENSMUSG00000020538","sterol regulatory element binding transcription factor 1 [Source:MGI Symbol;Acc:MGI:107606]",1,1,"CellAge_induces","G10090_2086","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Srf","SRF","Inhibits","Srf",738,"ENSG00000112658","738.1.1","ENSMUSG00000015605","serum response factor [Source:MGI Symbol;Acc:MGI:106658]",1,1,"CellAge_inhibits","G10090_24211","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Srsf1","SRSF1","Induces","Srsf1",739,"ENSG00000136450","739.1.1","ENSMUSG00000018379","serine and arginine-rich splicing factor 1 [Source:MGI Symbol;Acc:MGI:98283]",1,1,"CellAge_induces","G10090_2991","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Srsf2","SRSF2","Inhibits","Srsf2",740,"ENSG00000161547","740.1.1","ENSMUSG00000034120","serine and arginine-rich splicing factor 2 [Source:MGI Symbol;Acc:MGI:98284]",1,1,"CellAge_inhibits","G10090_373","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1E_4W_volcano_source_data.csv"
"Srsf3","SRSF3","Inhibits","Srsf3",741,"ENSG00000112081","741.1.1","ENSMUSG00000071172","serine and arginine-rich splicing factor 3 [Source:MGI Symbol;Acc:MGI:98285]",1,1,"CellAge_inhibits","G10090_10615","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Stag2","STAG2","Induces","Stag2",743,"ENSG00000101972","743.1.1","ENSMUSG00000025862","STAG2 cohesin complex component [Source:MGI Symbol;Acc:MGI:1098583]",1,1,"CellAge_induces","G10090_11242","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Stat1","STAT1","Induces","Stat1",744,"ENSG00000115415","744.1.1","ENSMUSG00000026104","signal transducer and activator of transcription 1 [Source:MGI Symbol;Acc:MGI:103063]",1,1,"CellAge_induces","G10090_8688","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Stat3","STAT3","Induces","Stat3",745,"ENSG00000168610","745.1.1","ENSMUSG00000004040","signal transducer and activator of transcription 3 [Source:MGI Symbol;Acc:MGI:103038]",1,1,"CellAge_induces","G10090_9714","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1E_4W_volcano_source_data.csv"
"Stat5a","STAT5A","Induces","Stat5a",746,"ENSG00000126561","746.1.1","ENSMUSG00000004043","signal transducer and activator of transcription 5A [Source:MGI Symbol;Acc:MGI:103036]",1,1,"CellAge_induces","G10090_19717","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Stat5b","STAT5B","Induces","Stat5b",747,"ENSG00000173757","747.1.1","ENSMUSG00000020919","signal transducer and activator of transcription 5B [Source:MGI Symbol;Acc:MGI:103035]",1,1,"CellAge_induces","G10090_12258","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1E_4W_volcano_source_data.csv"
"Stat6","STAT6","Induces","Stat6",748,"ENSG00000166888","748.1.1","ENSMUSG00000002147","signal transducer and activator of transcription 6 [Source:MGI Symbol;Acc:MGI:103034]",1,1,"CellAge_induces","G10090_7893","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Stim1","STIM1","Unclear","Stim1",749,"ENSG00000167323","749.1.1","ENSMUSG00000030987","stromal interaction molecule 1 [Source:MGI Symbol;Acc:MGI:107476]",1,1,"CellAge_all_only","G10090_7313","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Stk32c","STK32C","Induces","Stk32c",750,"ENSG00000165752","750.1.1","ENSMUSG00000015981","serine/threonine kinase 32C [Source:MGI Symbol;Acc:MGI:2385336]",1,1,"CellAge_induces","G10090_21820","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Stk4","STK4","Induces","Stk4",751,"ENSG00000101109","751.1.1","ENSMUSG00000018209","serine/threonine kinase 4 [Source:MGI Symbol;Acc:MGI:1929004]",1,1,"CellAge_induces","G10090_22253","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1D_1W_volcano_source_data.csv"
"Stk40","STK40","Induces","Stk40",752,"ENSG00000196182","752.1.1","ENSMUSG00000042608","serine/threonine kinase 40 [Source:MGI Symbol;Acc:MGI:1921428]",1,1,"CellAge_induces","G10090_17562","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Stn1","STN1","Inhibits","Stn1",753,"ENSG00000107960","753.1.1","ENSMUSG00000042694","STN1, CST complex subunit [Source:MGI Symbol;Acc:MGI:1915581]",1,1,"CellAge_inhibits","G10090_13024","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Stub1","STUB1","Inhibits","Stub1",754,"ENSG00000103266","754.1.1","ENSMUSG00000039615","STIP1 homology and U-Box containing protein 1 [Source:MGI Symbol;Acc:MGI:1891731]",1,1,"CellAge_inhibits","G10090_32808","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_fpkm_matrix.xlsx"
"Sumo2","SUMO2","Induces","Sumo2",755,"ENSG00000188612","755.1.1","ENSMUSG00000020738","small ubiquitin-like modifier 2 [Source:MGI Symbol;Acc:MGI:2158813]",1,1,"CellAge_induces","G10090_25664","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Sumo3","SUMO3","Induces","Sumo3",756,"ENSG00000184900","756.1.1","ENSMUSG00000020265","small ubiquitin-like modifier 3 [Source:MGI Symbol;Acc:MGI:1336201]",1,1,"CellAge_induces","G10090_2361","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Supt5","SUPT5H","Inhibits","Supt5",757,"ENSG00000196235","757.1.1","ENSMUSG00000003435","suppressor of Ty 5, DSIF elongation factor subunit [Source:MGI Symbol;Acc:MGI:1202400]",1,1,"CellAge_inhibits","G10090_20365","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Suv39h1","SUV39H1","Inhibits","Suv39h1",758,"ENSG00000101945","758.1.1","ENSMUSG00000039231","suppressor of variegation 3-9 1 [Source:MGI Symbol;Acc:MGI:1099440]",1,1,"CellAge_inhibits","G10090_12700","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_fpkm_matrix.xlsx"
"Suz12","SUZ12","Inhibits","Suz12",759,"ENSG00000178691","759.1.1","ENSMUSG00000017548","SUZ12 polycomb repressive complex 2 subunit [Source:MGI Symbol;Acc:MGI:1261758]",1,1,"CellAge_inhibits","G10090_23657","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Syk","SYK","Induces","Syk",760,"ENSG00000165025","760.1.1","ENSMUSG00000021457","spleen tyrosine kinase [Source:MGI Symbol;Acc:MGI:99515]",1,1,"CellAge_induces","G10090_11300","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Syt1","SYT1","Inhibits","Syt1",761,"ENSG00000067715","761.1.1","ENSMUSG00000035864","synaptotagmin I [Source:MGI Symbol;Acc:MGI:99667]",1,1,"CellAge_inhibits","G10090_2644","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Syt7","SYT7","Inhibits","Syt7",762,"ENSG00000011347","762.1.1","ENSMUSG00000024743","synaptotagmin VII [Source:MGI Symbol;Acc:MGI:1859545]",1,1,"CellAge_inhibits","G10090_10628","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Tacc3","TACC3","Inhibits","Tacc3",763,"ENSG00000013810","763.1.1","ENSMUSG00000037313","transforming, acidic coiled-coil containing protein 3 [Source:MGI Symbol;Acc:MGI:1341163]",1,1,"CellAge_inhibits","G10090_295","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Tagln","TAGLN","Induces","Tagln",764,"ENSG00000149591","764.1.1","ENSMUSG00000032085","transgelin [Source:MGI Symbol;Acc:MGI:106012]",1,1,"CellAge_induces","G10090_24016","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Tbk1","TBK1","Inhibits","Tbk1",765,"ENSG00000183735","765.1.1","ENSMUSG00000020115","TANK-binding kinase 1 [Source:MGI Symbol;Acc:MGI:1929658]",1,1,"CellAge_inhibits","G10090_11698","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1E_4W_volcano_source_data.csv"
"Tbpl1","TBPL1","Induces","Tbpl1",766,"ENSG00000028839","766.1.1","ENSMUSG00000071359","TATA box binding protein-like 1 [Source:MGI Symbol;Acc:MGI:1339946]",1,1,"CellAge_induces","G10090_326","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1E_4W_volcano_source_data.csv"
"Tbx2","TBX2","Inhibits","Tbx2",767,"ENSG00000121068","767.1.1","ENSMUSG00000000093","T-box 2 [Source:MGI Symbol;Acc:MGI:98494]",1,1,"CellAge_inhibits","G10090_31515","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Tbx3","TBX3","Inhibits","Tbx3",768,"ENSG00000135111","768.1.1","ENSMUSG00000018604","T-box 3 [Source:MGI Symbol;Acc:MGI:98495]",1,1,"CellAge_inhibits","G10090_8918","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Tead1","TEAD1","Inhibits","Tead1",769,"ENSG00000187079","769.1.1","ENSMUSG00000055320","TEA domain family member 1 [Source:MGI Symbol;Acc:MGI:101876]",1,1,"CellAge_inhibits","G10090_10776","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Tead4","TEAD4","Inhibits","Tead4",770,"ENSG00000197905","770.1.1","ENSMUSG00000030353","TEA domain family member 4 [Source:MGI Symbol;Acc:MGI:106907]",1,1,"CellAge_inhibits","G10090_32828","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Terf2","TERF2","Inhibits","Terf2",771,"ENSG00000132604","771.1.1","ENSMUSG00000031921","telomeric repeat binding factor 2 [Source:MGI Symbol;Acc:MGI:1195972]",1,1,"CellAge_inhibits","G10090_4538","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1D_1W_volcano_source_data.csv"
"Tert","TERT","Inhibits","Tert",772,"ENSG00000164362","772.1.1","ENSMUSG00000021611","telomerase reverse transcriptase [Source:MGI Symbol;Acc:MGI:1202709]",1,1,"CellAge_inhibits","G10090_254","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Tfdp1","TFDP1","Inhibits","Tfdp1",773,"ENSG00000198176","773.1.1","ENSMUSG00000038482","transcription factor Dp 1 [Source:MGI Symbol;Acc:MGI:101934]",1,1,"CellAge_inhibits","G10090_2196","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Tfg","TFG","Inhibits","Tfg",774,"ENSG00000114354","774.1.1","ENSMUSG00000022757","Trk-fused gene [Source:MGI Symbol;Acc:MGI:1338041]",1,1,"CellAge_inhibits","G10090_17473","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Tgfb1i1","TGFB1I1","Induces","Tgfb1i1",775,"ENSG00000140682","775.1.1","ENSMUSG00000030782","transforming growth factor beta 1 induced transcript 1 [Source:MGI Symbol;Acc:MGI:102784]",1,1,"CellAge_induces","G10090_11287","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Tgfb2","TGFB2","Inhibits","Tgfb2",776,"ENSG00000092969","776.1.1","ENSMUSG00000039239","transforming growth factor, beta 2 [Source:MGI Symbol;Acc:MGI:98726]",1,1,"CellAge_inhibits","G10090_4359","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1E_4W_volcano_source_data.csv"
"Tgfbi","TGFBI","Induces","Tgfbi",777,"ENSG00000120708","777.1.1","ENSMUSG00000035493","transforming growth factor, beta induced [Source:MGI Symbol;Acc:MGI:99959]",1,1,"CellAge_induces","G10090_16796","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Tgfbr1","TGFBR1","Inhibits","Tgfbr1",778,"ENSG00000106799","778.1.1","ENSMUSG00000007613","transforming growth factor, beta receptor I [Source:MGI Symbol;Acc:MGI:98728]",1,1,"CellAge_inhibits","G10090_18477","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Tgfbr2","TGFBR2","Unclear","Tgfbr2",779,"ENSG00000163513","779.1.1","ENSMUSG00000032440","transforming growth factor, beta receptor II [Source:MGI Symbol;Acc:MGI:98729]",1,1,"CellAge_all_only","G10090_2572","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Thrb","THRB","Unclear","Thrb",780,"ENSG00000151090","780.1.1","ENSMUSG00000021779","thyroid hormone receptor beta [Source:MGI Symbol;Acc:MGI:98743]",1,1,"CellAge_all_only","G10090_2792","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Tigar","TIGAR","Induces","Tigar",781,"ENSG00000078237","781.1.1","ENSMUSG00000038028","Trp53 induced glycolysis regulatory phosphatase [Source:MGI Symbol;Acc:MGI:2442752]",1,1,"CellAge_induces","G10090_13019","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Timeless","TIMELESS","Inhibits","Timeless",782,"ENSG00000111602","782.1.1","ENSMUSG00000039994","timeless circadian clock 1 [Source:MGI Symbol;Acc:MGI:1321393]",1,1,"CellAge_inhibits","G10090_555","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1D_1W_volcano_source_data.csv"
"Tlr2","TLR2","Induces","Tlr2",784,"ENSG00000137462","784.1.1","ENSMUSG00000027995","toll-like receptor 2 [Source:MGI Symbol;Acc:MGI:1346060]",1,1,"CellAge_induces","G10090_9034","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Tlr3","TLR3","Induces","Tlr3",785,"ENSG00000164342","785.1.1","ENSMUSG00000031639","toll-like receptor 3 [Source:MGI Symbol;Acc:MGI:2156367]",1,1,"CellAge_induces","G10090_3473","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Tlr4","TLR4","Inhibits","Tlr4",786,"ENSG00000136869","786.1.1","ENSMUSG00000039005","toll-like receptor 4 [Source:MGI Symbol;Acc:MGI:96824]",1,1,"CellAge_inhibits","G10090_3888","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1D_1W_volcano_source_data.csv"
"Tlr8","TLR8","Inhibits","Tlr8",787,"ENSG00000101916","787.1.1","ENSMUSG00000040522","toll-like receptor 8 [Source:MGI Symbol;Acc:MGI:2176887]",1,1,"CellAge_inhibits","G10090_1119","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1E_4W_volcano_source_data.csv"
"Tmem9b","TMEM9B","Induces","Tmem9b",788,"ENSG00000175348","788.1.1","ENSMUSG00000031021","TMEM9 domain family, member B [Source:MGI Symbol;Acc:MGI:1915254]",1,1,"CellAge_induces","G10090_33558","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Tnfsf13","TNFSF13","Inhibits","Tnfsf13",789,"ENSG00000161955","789.1.1","ENSMUSG00000089669","tumor necrosis factor (ligand) superfamily, member 13 [Source:MGI Symbol;Acc:MGI:1916833]",1,1,"CellAge_inhibits","G10090_5324","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1D_1W_volcano_source_data.csv"
"Tnfsf15","TNFSF15","Induces","Tnfsf15",790,"ENSG00000181634","790.1.1","ENSMUSG00000050395","tumor necrosis factor (ligand) superfamily, member 15 [Source:MGI Symbol;Acc:MGI:2180140]",1,1,"CellAge_induces","G10090_15377","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Tom1","TOM1","Induces","Tom1",791,"ENSG00000100284","791.1.1","ENSMUSG00000042870","target of myb1 trafficking protein [Source:MGI Symbol;Acc:MGI:1338026]",1,1,"CellAge_induces","G10090_21508","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
