"mouse_symbol_clean","step07_row_id","mouse_symbol_raw","human_symbol_clean","has_valid_mouse_symbol","has_strict_1to1_human_ortholog","is_CellAge_overlap"
"Bnc2",1222,"Bnc2","BNC2",TRUE,TRUE,FALSE
"Mcrip2",1223,"Mcrip2","MCRIP2",TRUE,TRUE,FALSE
"Rorc",1224,"Rorc","RORC",TRUE,TRUE,FALSE
"Prr7",1226,"Prr7","PRR7",TRUE,TRUE,FALSE
"Nphp4",1227,"Nphp4","NPHP4",TRUE,TRUE,FALSE
"Zmynd15",1228,"Zmynd15","ZMYND15",TRUE,TRUE,FALSE
"Fcrl2",1229,"Fcrl2","FCRL6",TRUE,TRUE,FALSE
"Cfap52",1230,"Cfap52","CFAP52",TRUE,TRUE,FALSE
"Begain",1231,"Begain","BEGAIN",TRUE,TRUE,FALSE
"Tpd52l1",1232,"Tpd52l1","TPD52L1",TRUE,TRUE,FALSE
"Ccdc146",1233,"Ccdc146","CCDC146",TRUE,TRUE,FALSE
"Ttll7",1234,"Ttll7","TTLL7",TRUE,TRUE,FALSE
"Pld3",1235,"Pld3","PLD3",TRUE,TRUE,FALSE
"Pitx1",1236,"Pitx1","PITX1",TRUE,TRUE,TRUE
"Glipr2",1237,"Glipr2","GLIPR2",TRUE,TRUE,FALSE
"Tekt1",1238,"Tekt1","TEKT1",TRUE,TRUE,FALSE
"Tacr1",1239,"Tacr1","TACR1",TRUE,TRUE,FALSE
"A4galt",1240,"A4galt","A4GALT",TRUE,TRUE,FALSE
"Foxp1",1241,"Foxp1","FOXP1",TRUE,TRUE,TRUE
"C1qtnf5",1242,"C1qtnf5","C1QTNF5",TRUE,TRUE,FALSE
"Flt3",1244,"Flt3","FLT3",TRUE,TRUE,FALSE
"Adrb3",1245,"Adrb3","ADRB3",TRUE,TRUE,FALSE
"Runx1t1",1246,"Runx1t1","RUNX1T1",TRUE,TRUE,FALSE
"Hsd17b14",1247,"Hsd17b14","HSD17B14",TRUE,TRUE,FALSE
"Dclk2",1248,"Dclk2","DCLK2",TRUE,TRUE,FALSE
"Cacnb3",1249,"Cacnb3","CACNB3",TRUE,TRUE,FALSE
"Artn",1250,"Artn","ARTN",TRUE,TRUE,FALSE
"Rnf112",1251,"Rnf112","RNF112",TRUE,TRUE,FALSE
"Tnfrsf25",1252,"Tnfrsf25","TNFRSF25",TRUE,TRUE,FALSE
"Fhl2",1253,"Fhl2","FHL2",TRUE,TRUE,FALSE
"Chpt1",1254,"Chpt1","CHPT1",TRUE,TRUE,FALSE
"Gtse1",1255,"Gtse1","GTSE1",TRUE,TRUE,TRUE
"Pcdhb17",1256,"Pcdhb17","PCDHB16",TRUE,TRUE,FALSE
"Espl1",1257,"Espl1","ESPL1",TRUE,TRUE,TRUE
"Matn4",1258,"Matn4","MATN4",TRUE,TRUE,FALSE
"Cdk15",1259,"Cdk15","CDK15",TRUE,TRUE,FALSE
"Nlgn2",1261,"Nlgn2","NLGN2",TRUE,TRUE,FALSE
"Gpr88",1262,"Gpr88","GPR88",TRUE,TRUE,FALSE
"Agpat2",1263,"Agpat2","AGPAT2",TRUE,TRUE,FALSE
"Spsb4",1264,"Spsb4","SPSB4",TRUE,TRUE,FALSE
"Lrp8",1265,"Lrp8","LRP8",TRUE,TRUE,FALSE
"Flna",1266,"Flna","FLNA",TRUE,TRUE,FALSE
"Rassf6",1267,"Rassf6","RASSF6",TRUE,TRUE,FALSE
"Cacng6",1268,"Cacng6","CACNG6",TRUE,TRUE,FALSE
"Cd84",1269,"Cd84","CD84",TRUE,TRUE,FALSE
"Stag3",1270,"Stag3","STAG3",TRUE,TRUE,FALSE
"Padi2",1271,"Padi2","PADI2",TRUE,TRUE,FALSE
"Aspg",1272,"Aspg","ASPG",TRUE,TRUE,FALSE
"Prr29",1273,"Prr29","PRR29",TRUE,TRUE,FALSE
"Pfkfb3",1274,"Pfkfb3","PFKFB3",TRUE,TRUE,FALSE
"Msi1",1276,"Msi1","MSI1",TRUE,TRUE,FALSE
"Lhx2",1277,"Lhx2","LHX2",TRUE,TRUE,FALSE
"Nfatc4",1278,"Nfatc4","NFATC4",TRUE,TRUE,FALSE
"Psd2",1279,"Psd2","PSD2",TRUE,TRUE,FALSE
"Atp1a3",1280,"Atp1a3","ATP1A3",TRUE,TRUE,FALSE
"Col18a1",1282,"Col18a1","COL18A1",TRUE,TRUE,FALSE
"Sbno2",1283,"Sbno2","SBNO2",TRUE,TRUE,FALSE
"Mmp3",1284,"Mmp3","MMP3",TRUE,TRUE,FALSE
"Cyp4f39",1286,"Cyp4f39","CYP4F22",TRUE,TRUE,FALSE
"Nectin1",1287,"Nectin1","NECTIN1",TRUE,TRUE,FALSE
"1700113H08Rik",1288,"1700113H08Rik","C12orf42",TRUE,TRUE,FALSE
"Slc2a4",1289,"Slc2a4","SLC2A4",TRUE,TRUE,FALSE
"Cpt1c",1290,"Cpt1c","CPT1C",TRUE,TRUE,TRUE
"Tmem150b",1291,"Tmem150b","TMEM150B",TRUE,TRUE,FALSE
"Ctsh",1292,"Ctsh","CTSH",TRUE,TRUE,FALSE
"Cercam",1293,"Cercam","CERCAM",TRUE,TRUE,FALSE
"Fmo4",1294,"Fmo4","FMO4",TRUE,TRUE,FALSE
"Nectin3",1295,"Nectin3","NECTIN3",TRUE,TRUE,FALSE
"Lrrc32",1296,"Lrrc32","LRRC32",TRUE,TRUE,FALSE
"Fndc3b",1297,"Fndc3b","FNDC3B",TRUE,TRUE,FALSE
"Elapor2",1298,"Elapor2","ELAPOR2",TRUE,TRUE,FALSE
"Dsel",1300,"Dsel","DSEL",TRUE,TRUE,FALSE
"Ripor3",1301,"Ripor3","RIPOR3",TRUE,TRUE,FALSE
"Vcam1",1302,"Vcam1","VCAM1",TRUE,TRUE,FALSE
"Plpp2",1303,"Plpp2","PLPP2",TRUE,TRUE,FALSE
"Art3",1304,"Art3","ART3",TRUE,TRUE,FALSE
"Sned1",1305,"Sned1","SNED1",TRUE,TRUE,FALSE
"Tnfrsf1b",1306,"Tnfrsf1b","TNFRSF1B",TRUE,TRUE,FALSE
"Dpep2",1307,"Dpep2","DPEP2",TRUE,TRUE,FALSE
"Gna15",1308,"Gna15","GNA15",TRUE,TRUE,FALSE
"Megf6",1309,"Megf6","MEGF6",TRUE,TRUE,FALSE
"Ssc5d",1310,"Ssc5d","SSC5D",TRUE,TRUE,FALSE
"Eya1",1311,"Eya1","EYA1",TRUE,TRUE,FALSE
"Tmem40",1312,"Tmem40","TMEM40",TRUE,TRUE,FALSE
"Myadm",1313,"Myadm","MYADM",TRUE,TRUE,FALSE
"Cyp46a1",1314,"Cyp46a1","CYP46A1",TRUE,TRUE,FALSE
"Trim59",1316,"Trim59","TRIM59",TRUE,TRUE,FALSE
"Psd4",1317,"Psd4","PSD4",TRUE,TRUE,FALSE
"Slc38a4",1318,"Slc38a4","SLC38A4",TRUE,TRUE,FALSE
"Retn",1319,"Retn","RETN",TRUE,TRUE,FALSE
"Adamts18",1320,"Adamts18","ADAMTS18",TRUE,TRUE,FALSE
"Plxnb2",1321,"Plxnb2","PLXNB2",TRUE,TRUE,FALSE
"Snai2",1322,"Snai2","SNAI2",TRUE,TRUE,FALSE
"Gpc2",1323,"Gpc2","GPC2",TRUE,TRUE,FALSE
"Kcns3",1324,"Kcns3","KCNS3",TRUE,TRUE,FALSE
"Rasl10b",1325,"Rasl10b","RASL10B",TRUE,TRUE,FALSE
"Mfap2",1326,"Mfap2","MFAP2",TRUE,TRUE,FALSE
"Ccser1",1327,"Ccser1","CCSER1",TRUE,TRUE,FALSE
"Slc7a7",1328,"Slc7a7","SLC7A7",TRUE,TRUE,FALSE
"Lrrc17",1329,"Lrrc17","LRRC17",TRUE,TRUE,FALSE
"Trim63",1330,"Trim63","TRIM63",TRUE,TRUE,FALSE
"Knstrn",1331,"Knstrn","KNSTRN",TRUE,TRUE,FALSE
"Arl11",1332,"Arl11","ARL11",TRUE,TRUE,FALSE
"Lingo3",1333,"Lingo3","LINGO3",TRUE,TRUE,FALSE
"Trpm6",1334,"Trpm6","TRPM6",TRUE,TRUE,FALSE
"Foxf1",1335,"Foxf1","FOXF1",TRUE,TRUE,FALSE
"Spata9",1336,"Spata9","SPATA9",TRUE,TRUE,FALSE
"Npy2r",1337,"Npy2r","NPY2R",TRUE,TRUE,FALSE
"Pdia5",1338,"Pdia5","PDIA5",TRUE,TRUE,FALSE
"Cx3cl1",1339,"Cx3cl1","CX3CL1",TRUE,TRUE,FALSE
"Ndst3",1340,"Ndst3","NDST3",TRUE,TRUE,FALSE
"Prdm6",1341,"Prdm6","PRDM6",TRUE,TRUE,FALSE
"Rrbp1",1342,"Rrbp1","RRBP1",TRUE,TRUE,FALSE
"Gcnt4",1343,"Gcnt4","GCNT4",TRUE,TRUE,FALSE
"Ncapg",1344,"Ncapg","NCAPG",TRUE,TRUE,FALSE
"Ppp1r1a",1345,"Ppp1r1a","PPP1R1A",TRUE,TRUE,FALSE
"Myf6",1346,"Myf6","MYF6",TRUE,TRUE,FALSE
"Mdfi",1347,"Mdfi","MDFI",TRUE,TRUE,FALSE
"Lipe",1348,"Lipe","LIPE",TRUE,TRUE,FALSE
"Cemip",1349,"Cemip","CEMIP",TRUE,TRUE,FALSE
"Dzip1l",1350,"Dzip1l","DZIP1L",TRUE,TRUE,FALSE
"Abcc3",1351,"Abcc3","ABCC3",TRUE,TRUE,FALSE
"Tlr2",1352,"Tlr2","TLR2",TRUE,TRUE,TRUE
"Cdkn3",1353,"Cdkn3","CDKN3",TRUE,TRUE,FALSE
"Stab2",1354,"Stab2","STAB2",TRUE,TRUE,FALSE
"Vwa3a",1355,"Vwa3a","VWA3A",TRUE,TRUE,FALSE
"Zfp618",1356,"Zfp618","ZNF618",TRUE,TRUE,FALSE
"Tdrp",1358,"Tdrp","TDRP",TRUE,TRUE,FALSE
"Serpinh1",1359,"Serpinh1","SERPINH1",TRUE,TRUE,FALSE
"Cd83",1360,"Cd83","CD83",TRUE,TRUE,FALSE
"Mafb",1361,"Mafb","MAFB",TRUE,TRUE,FALSE
"Col11a1",1362,"Col11a1","COL11A1",TRUE,TRUE,FALSE
"Slc47a1",1363,"Slc47a1","SLC47A1",TRUE,TRUE,FALSE
"Prodh",1364,"Prodh","PRODH",TRUE,TRUE,TRUE
"Plekhg2",1365,"Plekhg2","PLEKHG2",TRUE,TRUE,FALSE
"Frk",1366,"Frk","FRK",TRUE,TRUE,FALSE
"Dnai2",1367,"Dnai2","DNAI2",TRUE,TRUE,FALSE
"Myo16",1368,"Myo16","MYO16",TRUE,TRUE,FALSE
"Vdr",1369,"Vdr","VDR",TRUE,TRUE,TRUE
"Angptl2",1370,"Angptl2","ANGPTL2",TRUE,TRUE,FALSE
"Trnp1",1371,"Trnp1","TRNP1",TRUE,TRUE,FALSE
"Pnpla2",1372,"Pnpla2","PNPLA2",TRUE,TRUE,FALSE
"Frmd5",1374,"Frmd5","FRMD5",TRUE,TRUE,FALSE
"Rubcnl",1375,"Rubcnl","RUBCNL",TRUE,TRUE,FALSE
"Parpbp",1376,"Parpbp","PARPBP",TRUE,TRUE,FALSE
"Dab2",1377,"Dab2","DAB2",TRUE,TRUE,FALSE
"Eno2",1378,"Eno2","ENO2",TRUE,TRUE,FALSE
"Sh3pxd2b",1379,"Sh3pxd2b","SH3PXD2B",TRUE,TRUE,FALSE
"Ppara",1380,"Ppara","PPARA",TRUE,TRUE,FALSE
"Smtnl2",1382,"Smtnl2","SMTNL2",TRUE,TRUE,FALSE
"Fsd2",1383,"Fsd2","FSD2",TRUE,TRUE,FALSE
"Pkib",1384,"Pkib","PKIB",TRUE,TRUE,FALSE
"Ldhb",1385,"Ldhb","LDHB",TRUE,TRUE,FALSE
"Psrc1",1386,"Psrc1","PSRC1",TRUE,TRUE,FALSE
"Rgs1",1388,"Rgs1","RGS1",TRUE,TRUE,FALSE
"Myo5c",1389,"Myo5c","MYO5C",TRUE,TRUE,FALSE
"Dmrt2",1390,"Dmrt2","DMRT2",TRUE,TRUE,FALSE
"Tuba4a",1391,"Tuba4a","TUBA4A",TRUE,TRUE,FALSE
"Spink2",1392,"Spink2","SPINK2",TRUE,TRUE,FALSE
"Capn3",1393,"Capn3","CAPN3",TRUE,TRUE,FALSE
"Kifc1",1394,"Kifc1","KIFC1",TRUE,TRUE,TRUE
"9330159F19Rik",1395,"9330159F19Rik","KIAA0408",TRUE,TRUE,FALSE
"Adamts15",1396,"Adamts15","ADAMTS15",TRUE,TRUE,FALSE
"Coro6",1397,"Coro6","CORO6",TRUE,TRUE,FALSE
"Pdgfc",1398,"Pdgfc","PDGFC",TRUE,TRUE,FALSE
"A530016L24Rik",1399,"A530016L24Rik","C14orf180",TRUE,TRUE,FALSE
"Stil",1400,"Stil","STIL",TRUE,TRUE,FALSE
"Shank1",1401,"Shank1","SHANK1",TRUE,TRUE,FALSE
"Nfasc",1402,"Nfasc","NFASC",TRUE,TRUE,FALSE
"Lrrc23",1403,"Lrrc23","LRRC23",TRUE,TRUE,FALSE
"Prc1",1404,"Prc1","PRC1",TRUE,TRUE,FALSE
"Atl2",1405,"Atl2","ATL2",TRUE,TRUE,FALSE
"Acvr1c",1406,"Acvr1c","ACVR1C",TRUE,TRUE,FALSE
"Bend6",1407,"Bend6","BEND6",TRUE,TRUE,FALSE
"Fam83a",1408,"Fam83a","FAM83A",TRUE,TRUE,FALSE
"Bhlhe22",1409,"Bhlhe22","BHLHE22",TRUE,TRUE,FALSE
"Tubb2a",1410,"Tubb2a","TUBB2A",TRUE,TRUE,FALSE
"Pif1",1411,"Pif1","PIF1",TRUE,TRUE,FALSE
"Vps37d",1412,"Vps37d","VPS37D",TRUE,TRUE,FALSE
"Fgd1",1413,"Fgd1","FGD1",TRUE,TRUE,FALSE
"Chst2",1414,"Chst2","CHST2",TRUE,TRUE,FALSE
"Acss2",1415,"Acss2","ACSS2",TRUE,TRUE,FALSE
"Slc25a34",1416,"Slc25a34","SLC25A34",TRUE,TRUE,FALSE
"Gm46306",365,"Gm46306",NA,TRUE,FALSE,FALSE
"Steap1",487,"Steap1",NA,TRUE,FALSE,FALSE
"Cd68",932,"Cd68",NA,TRUE,FALSE,FALSE
"Pcdhb9",610,"Pcdhb9",NA,TRUE,FALSE,FALSE
"Mup16",5,"Mup16",NA,TRUE,FALSE,FALSE
"Gm6958",410,"Gm6958",NA,TRUE,FALSE,FALSE
"Cd200r4",735,"Cd200r4",NA,TRUE,FALSE,FALSE
"Ms4a6d",736,"Ms4a6d",NA,TRUE,FALSE,FALSE
"Mup2",494,"Mup2",NA,TRUE,FALSE,FALSE
"Nat1",10,"Nat1",NA,TRUE,FALSE,FALSE
"Cd33",132,"Cd33",NA,TRUE,FALSE,FALSE
"H2bc6",861,"H2bc6",NA,TRUE,FALSE,FALSE
"Tlr13",1225,"Tlr13",NA,TRUE,FALSE,FALSE
"C130050O18Rik",256,"C130050O18Rik",NA,TRUE,FALSE,FALSE
"Tmem196",55,"Tmem196",NA,TRUE,FALSE,FALSE
"Cd300ld5",865,"Cd300ld5",NA,TRUE,FALSE,FALSE
"Hcar2",987,"Hcar2",NA,TRUE,FALSE,FALSE
NA,260,"",NA,FALSE,FALSE,FALSE
"Cimip5",1111,"Cimip5",NA,TRUE,FALSE,FALSE
"4930434J08Rik",1192,"4930434J08Rik",NA,TRUE,FALSE,FALSE
"Arxes1",21,"Arxes1",NA,TRUE,FALSE,FALSE
"Meis3",386,"Meis3",NA,TRUE,FALSE,FALSE
"Gm31166",1357,"Gm31166",NA,TRUE,FALSE,FALSE
"Mup9",266,"Mup9",NA,TRUE,FALSE,FALSE
"Hbb-bt",995,"Hbb-bt",NA,TRUE,FALSE,FALSE
"Mxra7",1157,"Mxra7",NA,TRUE,FALSE,FALSE
"Col7a1",188,"Col7a1",NA,TRUE,FALSE,FALSE
"Orm1",513,"Orm1",NA,TRUE,FALSE,FALSE
"Vnn3",999,"Vnn3",NA,TRUE,FALSE,FALSE
"Zfp996",394,"Zfp996",NA,TRUE,FALSE,FALSE
"Ccl12",1001,"Ccl12",NA,TRUE,FALSE,FALSE
"Ccl3",517,"Ccl3",NA,TRUE,FALSE,FALSE
"Mup10",558,"Mup10",NA,TRUE,FALSE,FALSE
"H60b",316,"H60b",NA,TRUE,FALSE,FALSE
"Gm2436",680,"Gm2436",NA,TRUE,FALSE,FALSE
"Cd209d",533,"Cd209d",NA,TRUE,FALSE,FALSE
"Nepn",158,"Nepn",NA,TRUE,FALSE,FALSE
"Gm6377",887,"Gm6377",NA,TRUE,FALSE,FALSE
"H1f9",524,"H1f9",NA,TRUE,FALSE,FALSE
"Slfn10",404,"Slfn10",NA,TRUE,FALSE,FALSE
"Lilrb4b",566,"Lilrb4b",NA,TRUE,FALSE,FALSE
"D6Ertd527e",1373,"D6Ertd527e",NA,TRUE,FALSE,FALSE
NA,972,"",NA,FALSE,FALSE,FALSE
"Gm266",44,"Gm266",NA,TRUE,FALSE,FALSE
"Pcdhb5",773,"Pcdhb5",NA,TRUE,FALSE,FALSE
"Pcdhb11",935,"Pcdhb11",NA,TRUE,FALSE,FALSE
"Mrln",1260,"Mrln",NA,TRUE,FALSE,FALSE
"Lilrb4a",412,"Lilrb4a",NA,TRUE,FALSE,FALSE
"Fxyd5",790,"Fxyd5",NA,TRUE,FALSE,FALSE
"Pcdhb21",292,"Pcdhb21",NA,TRUE,FALSE,FALSE
"Gm17330",549,"Gm17330",NA,TRUE,FALSE,FALSE
NA,793,"",NA,FALSE,FALSE,FALSE
"Odad1",1387,"Odad1",NA,TRUE,FALSE,FALSE
"Gm5127",175,"Gm5127",NA,TRUE,FALSE,FALSE
"Pira2",432,"Pira2",NA,TRUE,FALSE,FALSE
"Mtrnr2l7",784,"Mtrnr2l7",NA,TRUE,FALSE,FALSE
"Pcdhb19",785,"Pcdhb19",NA,TRUE,FALSE,FALSE
"Mup22",786,"Mup22",NA,TRUE,FALSE,FALSE
"H3c4",800,"H3c4",NA,TRUE,FALSE,FALSE
"Wfdc17",624,"Wfdc17",NA,TRUE,FALSE,FALSE
"Scd1",1031,"Scd1",NA,TRUE,FALSE,FALSE
"AA414768",843,"AA414768",NA,TRUE,FALSE,FALSE
"Cd300ld3",992,"Cd300ld3",NA,TRUE,FALSE,FALSE
"2610524H06Rik",562,"2610524H06Rik",NA,TRUE,FALSE,FALSE
"A630001G21Rik",1209,"A630001G21Rik",NA,TRUE,FALSE,FALSE
"Shc2",847,"Shc2",NA,TRUE,FALSE,FALSE
"Hbb-bs",713,"Hbb-bs",NA,TRUE,FALSE,FALSE
"Adam19",363,"Adam19",NA,TRUE,FALSE,FALSE
"Nnat",1160,"Nnat",NA,TRUE,FALSE,FALSE
"Uts2r",191,"Uts2r",NA,TRUE,FALSE,FALSE
"Aqp7",1163,"Aqp7",NA,TRUE,FALSE,FALSE
"Ces1f",1177,"Ces1f",NA,TRUE,FALSE,FALSE
"Adam5",113,"Adam5",NA,TRUE,FALSE,FALSE
"Atp5mc1",679,"Atp5mc1",NA,TRUE,FALSE,FALSE
"Gm40011",492,"Gm40011",NA,TRUE,FALSE,FALSE
"5730507C01Rik",1299,"5730507C01Rik",NA,TRUE,FALSE,FALSE
"Chst5",1275,"Chst5",NA,TRUE,FALSE,FALSE
"Nat8f7",472,"Nat8f7",NA,TRUE,FALSE,FALSE
NA,226,"",NA,FALSE,FALSE,FALSE
"Snhg11",444,"Snhg11",NA,TRUE,FALSE,FALSE
"Rasl2-9",458,"Rasl2-9",NA,TRUE,FALSE,FALSE
"Pcdhb10",651,"Pcdhb10",NA,TRUE,FALSE,FALSE
"Gja1",460,"Gja1",NA,TRUE,FALSE,FALSE
"Gm7276",933,"Gm7276",NA,TRUE,FALSE,FALSE
"Nat8f3",98,"Nat8f3",NA,TRUE,FALSE,FALSE
NA,693,"",NA,FALSE,FALSE,FALSE
"Ciroz",572,"Ciroz",NA,TRUE,FALSE,FALSE
"Hba-a1",783,"Hba-a1",NA,TRUE,FALSE,FALSE
"Nat8",1315,"Nat8",NA,TRUE,FALSE,FALSE
"Gm46340",1009,"Gm46340",NA,TRUE,FALSE,FALSE
"Gsta4",646,"Gsta4",NA,TRUE,FALSE,FALSE
"Ptprv",594,"Ptprv",NA,TRUE,FALSE,FALSE
"Cd209b",93,"Cd209b",NA,TRUE,FALSE,FALSE
"Ifi27l2a",1243,"Ifi27l2a",NA,TRUE,FALSE,FALSE
"Tspyl3",1040,"Tspyl3",NA,TRUE,FALSE,FALSE
"2310002L09Rik",1285,"2310002L09Rik",NA,TRUE,FALSE,FALSE
"Amy1",825,"Amy1",NA,TRUE,FALSE,FALSE
"Gm32719",922,"Gm32719",NA,TRUE,FALSE,FALSE
"Arxes2",1026,"Arxes2",NA,TRUE,FALSE,FALSE
"H4c8",725,"H4c8",NA,TRUE,FALSE,FALSE
"Hba-a2",946,"Hba-a2",NA,TRUE,FALSE,FALSE
"Snurf",1034,"Snurf",NA,TRUE,FALSE,FALSE
NA,1381,"",NA,FALSE,FALSE,FALSE
NA,906,"",NA,FALSE,FALSE,FALSE
"Lsamp",312,"Lsamp",NA,TRUE,FALSE,FALSE
"Sirpa",595,"Sirpa",NA,TRUE,FALSE,FALSE
"P2ry10b",1281,"P2ry10b",NA,TRUE,FALSE,FALSE
"H2-Q10",1038,"H2-Q10",NA,TRUE,FALSE,FALSE
"H4c9",581,"H4c9",NA,TRUE,FALSE,FALSE
