"input_number","input","input_ensg","ensg_number","ortholog_name","ortholog_ensg","description"
496,"NADK","ENSG00000008130","496.1.1","Nadk","ENSMUSG00000029063","NAD kinase [Source:MGI Symbol;Acc:MGI:2183149]"
497,"NAMPT","ENSG00000105835","497.1.1","Nampt","ENSMUSG00000020572","nicotinamide phosphoribosyltransferase [Source:MGI Symbol;Acc:MGI:1929865]"
498,"NANOG","ENSG00000111704","498.1.1","Nanog","ENSMUSG00000012396","Nanog homeobox [Source:MGI Symbol;Acc:MGI:1919200]"
499,"NBN","ENSG00000104320","499.1.1","Nbn","ENSMUSG00000028224","nibrin [Source:MGI Symbol;Acc:MGI:1351625]"
500,"NBR1","ENSG00000188554","500.1.1","Nbr1","ENSMUSG00000017119","NBR1, autophagy cargo receptor [Source:MGI Symbol;Acc:MGI:108498]"
501,"NCAPG2","ENSG00000146918","501.1.1","Ncapg2","ENSMUSG00000042029","non-SMC condensin II complex, subunit G2 [Source:MGI Symbol;Acc:MGI:1923294]"
502,"NCAPH2","ENSG00000025770","502.1.1","Ncaph2","ENSMUSG00000008690","non-SMC condensin II complex, subunit H2 [Source:MGI Symbol;Acc:MGI:1289164]"
503,"NDRG1","ENSG00000104419","503.1.1","Ndrg1","ENSMUSG00000005125","N-myc downstream regulated gene 1 [Source:MGI Symbol;Acc:MGI:1341799]"
504,"NDST2","ENSG00000166507","504.1.1","Ndst2","ENSMUSG00000039308","N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2 [Source:MGI Symbol;Acc:MGI:97040]"
505,"NEDD4","ENSG00000069869","505.1.1","Nedd4","ENSMUSG00000032216","neural precursor cell expressed, developmentally down-regulated 4 [Source:MGI Symbol;Acc:MGI:97297]"
506,"NEK1","ENSG00000137601","506.1.1","Nek1","ENSMUSG00000031644","NIMA (never in mitosis gene a)-related expressed kinase 1 [Source:MGI Symbol;Acc:MGI:97303]"
507,"NEK2","ENSG00000117650","507.1.1","Nek2","ENSMUSG00000026622","NIMA (never in mitosis gene a)-related expressed kinase 2 [Source:MGI Symbol;Acc:MGI:109359]"
508,"NEK4","ENSG00000114904","508.1.1","Nek4","ENSMUSG00000021918","NIMA (never in mitosis gene a)-related expressed kinase 4 [Source:MGI Symbol;Acc:MGI:1344404]"
509,"NEK6","ENSG00000119408","509.1.1","Nek6","ENSMUSG00000026749","NIMA (never in mitosis gene a)-related expressed kinase 6 [Source:MGI Symbol;Acc:MGI:1891638]"
510,"NEK9","ENSG00000119638","510.1.1","Nek9","ENSMUSG00000034290","NIMA (never in mitosis gene a)-related expressed kinase 9 [Source:MGI Symbol;Acc:MGI:2387995]"
511,"NF1","ENSG00000196712","511.1.1","Nf1","ENSMUSG00000020716","neurofibromin 1 [Source:MGI Symbol;Acc:MGI:97306]"
512,"NF2","ENSG00000186575","512.1.1","Nf2","ENSMUSG00000009073","neurofibromin 2 [Source:MGI Symbol;Acc:MGI:97307]"
513,"NFE2L2","ENSG00000116044","513.1.1","Nfe2l2","ENSMUSG00000015839","nuclear factor, erythroid derived 2, like 2 [Source:MGI Symbol;Acc:MGI:108420]"
514,"NFKB2","ENSG00000077150","514.1.1","Nfkb2","ENSMUSG00000025225","nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100 [Source:MGI Symbol;Acc:MGI:1099800]"
515,"NFKBIA","ENSG00000100906","515.1.1","Nfkbia","ENSMUSG00000021025","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha [Source:MGI Symbol;Acc:MGI:104741]"
516,"NHEJ1","ENSG00000187736","516.1.1","Nhej1","ENSMUSG00000026162","non-homologous end joining factor 1 [Source:MGI Symbol;Acc:MGI:1922820]"
517,"NINJ1","ENSG00000131669","517.1.1","Ninj1","ENSMUSG00000037966","ninjurin 1 [Source:MGI Symbol;Acc:MGI:1196617]"
518,"NIPA2","ENSG00000140157","518.1.1","Nipa2","ENSMUSG00000030452","non imprinted in Prader-Willi/Angelman syndrome 2 homolog (human) [Source:MGI Symbol;Acc:MGI:1913918]"
519,"NLK","ENSG00000087095","519.1.1","Nlk","ENSMUSG00000017376","nemo like kinase [Source:MGI Symbol;Acc:MGI:1201387]"
520,"NLRX1","ENSG00000160703","520.1.1","Nlrx1","ENSMUSG00000032109","NLR family member X1 [Source:MGI Symbol;Acc:MGI:2429611]"
521,"NOLC1","ENSG00000166197","521.1.1","Nolc1","ENSMUSG00000015176","nucleolar and coiled-body phosphoprotein 1 [Source:MGI Symbol;Acc:MGI:1918019]"
522,"NOTCH1","ENSG00000148400","522.1.1","Notch1","ENSMUSG00000026923","notch 1 [Source:MGI Symbol;Acc:MGI:97363]"
523,"NOTCH3","ENSG00000074181","523.1.1","Notch3","ENSMUSG00000038146","notch 3 [Source:MGI Symbol;Acc:MGI:99460]"
524,"NOX1","ENSG00000007952","524.1.1","Nox1","ENSMUSG00000031257","NADPH oxidase 1 [Source:MGI Symbol;Acc:MGI:2450016]"
525,"NOX4","ENSG00000086991","525.1.1","Nox4","ENSMUSG00000030562","NADPH oxidase 4 [Source:MGI Symbol;Acc:MGI:1354184]"
526,"NPM1","ENSG00000181163","526.1.1","Npm1","ENSMUSG00000057113","nucleophosmin 1 [Source:MGI Symbol;Acc:MGI:106184]"
527,"NQO1","ENSG00000181019","527.1.1","Nqo1","ENSMUSG00000003849","NAD(P)H dehydrogenase, quinone 1 [Source:MGI Symbol;Acc:MGI:103187]"
528,"NR1H2","ENSG00000131408","528.1.1","Nr1h2","ENSMUSG00000060601","nuclear receptor subfamily 1, group H, member 2 [Source:MGI Symbol;Acc:MGI:1352463]"
529,"NR2E1","ENSG00000112333","529.1.1","Nr2e1","ENSMUSG00000019803","nuclear receptor subfamily 2, group E, member 1 [Source:MGI Symbol;Acc:MGI:1100526]"
530,"NRAS","ENSG00000213281","530.1.1","Nras","ENSMUSG00000027852","neuroblastoma ras oncogene [Source:MGI Symbol;Acc:MGI:97376]"
531,"NRF1","ENSG00000106459","531.1.1","Nrf1","ENSMUSG00000058440","nuclear respiratory factor 1 [Source:MGI Symbol;Acc:MGI:1332235]"
532,"NRSN2","ENSG00000125841","532.1.1","Nrsn2","ENSMUSG00000059361","neurensin 2 [Source:MGI Symbol;Acc:MGI:2684969]"
533,"NSUN2","ENSG00000037474","533.1.1","Nsun2","ENSMUSG00000021595","NOL1/NOP2/Sun domain family member 2 [Source:MGI Symbol;Acc:MGI:107252]"
534,"NTN4","ENSG00000074527","534.1.1","Ntn4","ENSMUSG00000020019","netrin 4 [Source:MGI Symbol;Acc:MGI:1888978]"
535,"NUAK1","ENSG00000074590","535.1.1","Nuak1","ENSMUSG00000020032","NUAK family, SNF1-like kinase, 1 [Source:MGI Symbol;Acc:MGI:1925226]"
536,"NUAK2","ENSG00000163545","536.1.1","Nuak2","ENSMUSG00000009772","NUAK family, SNF1-like kinase, 2 [Source:MGI Symbol;Acc:MGI:1921387]"
537,"NUDT5","ENSG00000165609","537.1.1","Nudt5","ENSMUSG00000025817","nudix hydrolase 5 [Source:MGI Symbol;Acc:MGI:1858232]"
538,"NUTF2","ENSG00000102898","538.1.1","Nutf2","ENSMUSG00000008450","nuclear transport factor 2 [Source:MGI Symbol;Acc:MGI:1915301]"
538,"NUTF2","ENSG00000102898","538.1.2","Nutf2-ps1","ENSMUSG00000071497","nuclear transport factor 2, pseudogene 1 [Source:MGI Symbol;Acc:MGI:108008]"
539,"OGG1","ENSG00000114026","539.1.1","Ogg1","ENSMUSG00000030271","8-oxoguanine DNA-glycosylase 1 [Source:MGI Symbol;Acc:MGI:1097693]"
540,"OGT","ENSG00000147162","540.1.1","Ogt","ENSMUSG00000034160","O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase) [Source:MGI Symbol;Acc:MGI:1339639]"
541,"OPA1","ENSG00000198836","541.1.1","Opa1","ENSMUSG00000038084","OPA1, mitochondrial dynamin like GTPase [Source:MGI Symbol;Acc:MGI:1921393]"
542,"ORAI1","ENSG00000276045","542.1.1","Orai1","ENSMUSG00000049686","ORAI calcium release-activated calcium modulator 1 [Source:MGI Symbol;Acc:MGI:1925542]"
543,"ORC1","ENSG00000085840","543.1.1","Orc1","ENSMUSG00000028587","origin recognition complex, subunit 1 [Source:MGI Symbol;Acc:MGI:1328337]"
544,"OTX2","ENSG00000165588","544.1.1","Otx2","ENSMUSG00000021848","orthodenticle homeobox 2 [Source:MGI Symbol;Acc:MGI:97451]"
545,"OXTR","ENSG00000180914","545.1.1","Oxtr","ENSMUSG00000049112","oxytocin receptor [Source:MGI Symbol;Acc:MGI:109147]"
546,"P2RY14","ENSG00000174944","546.1.1","P2ry14","ENSMUSG00000036381","purinergic receptor P2Y, G-protein coupled, 14 [Source:MGI Symbol;Acc:MGI:2155705]"
547,"P3H1","ENSG00000117385","547.1.1","P3h1","ENSMUSG00000028641","prolyl 3-hydroxylase 1 [Source:MGI Symbol;Acc:MGI:1888921]"
548,"PAK2","ENSG00000180370","548.1.1","Pak2","ENSMUSG00000022781","p21 (RAC1) activated kinase 2 [Source:MGI Symbol;Acc:MGI:1339984]"
549,"PAK4","ENSG00000130669","549.1.1","Pak4","ENSMUSG00000030602","p21 (RAC1) activated kinase 4 [Source:MGI Symbol;Acc:MGI:1917834]"
550,"PAPSS2","ENSG00000198682","550.1.1","Papss2","ENSMUSG00000024899","3'-phosphoadenosine 5'-phosphosulfate synthase 2 [Source:MGI Symbol;Acc:MGI:1330223]"
551,"PARK7","ENSG00000116288","551.1.1","Park7","ENSMUSG00000028964","Parkinson disease (autosomal recessive, early onset) 7 [Source:MGI Symbol;Acc:MGI:2135637]"
552,"PARP1","ENSG00000143799","552.1.1","Parp1","ENSMUSG00000026496","poly (ADP-ribose) polymerase family, member 1 [Source:MGI Symbol;Acc:MGI:1340806]"
553,"PATZ1","ENSG00000100105","553.1.1","Patz1","ENSMUSG00000020453","POZ (BTB) and AT hook containing zinc finger 1 [Source:MGI Symbol;Acc:MGI:1891832]"
554,"PAX8","ENSG00000125618","554.1.1","Pax8","ENSMUSG00000026976","paired box 8 [Source:MGI Symbol;Acc:MGI:97492]"
555,"PBRM1","ENSG00000163939","555.1.1","Pbrm1","ENSMUSG00000042323","polybromo 1 [Source:MGI Symbol;Acc:MGI:1923998]"
556,"PCGF2","ENSG00000277258","556.1.1","Pcgf2","ENSMUSG00000018537","polycomb group ring finger 2 [Source:MGI Symbol;Acc:MGI:99161]"
557,"PDCD10","ENSG00000114209","557.1.1","Pdcd10","ENSMUSG00000027835","programmed cell death 10 [Source:MGI Symbol;Acc:MGI:1928396]"
558,"PDCD11","ENSG00000148843","558.1.1","Pdcd11","ENSMUSG00000025047","programmed cell death 11 [Source:MGI Symbol;Acc:MGI:1341788]"
559,"PDCD4","ENSG00000150593","559.1.1","Pdcd4","ENSMUSG00000024975","programmed cell death 4 [Source:MGI Symbol;Acc:MGI:107490]"
560,"PDGFB","ENSG00000100311","560.1.1","Pdgfb","ENSMUSG00000000489","platelet derived growth factor, B polypeptide [Source:MGI Symbol;Acc:MGI:97528]"
561,"PDIK1L","ENSG00000175087","561.1.1","Pdik1l","ENSMUSG00000050890","PDLIM1 interacting kinase 1 like [Source:MGI Symbol;Acc:MGI:2385213]"
562,"PDPK1","ENSG00000140992","562.1.1","Pdpk1","ENSMUSG00000024122","3-phosphoinositide dependent protein kinase 1 [Source:MGI Symbol;Acc:MGI:1338068]"
563,"PDZD2","ENSG00000133401","563.1.1","Pdzd2","ENSMUSG00000022197","PDZ domain containing 2 [Source:MGI Symbol;Acc:MGI:1922394]"
564,"PEA15","ENSG00000162734","564.1.1","Pea15a","ENSMUSG00000013698","proliferation and apoptosis adaptor protein 15A [Source:MGI Symbol;Acc:MGI:104799]"
565,"PEBP1","ENSG00000089220","565.1.1","Pbp2","ENSMUSG00000047104","phosphatidylethanolamine binding protein 2 [Source:MGI Symbol;Acc:MGI:1923650]"
566,"PELP1","ENSG00000141456","566.1.1","Pelp1","ENSMUSG00000018921","proline, glutamic acid and leucine rich protein 1 [Source:MGI Symbol;Acc:MGI:1922523]"
567,"PES1","ENSG00000100029","567.1.1","Pes1","ENSMUSG00000020430","pescadillo ribosomal biogenesis factor 1 [Source:MGI Symbol;Acc:MGI:1890613]"
568,"PEX19","ENSG00000162735","568.1.1","Pex19","ENSMUSG00000003464","peroxisomal biogenesis factor 19 [Source:MGI Symbol;Acc:MGI:1334458]"
569,"PGR","ENSG00000082175","569.1.1","Pgr","ENSMUSG00000031870","progesterone receptor [Source:MGI Symbol;Acc:MGI:97567]"
570,"PHB","ENSG00000167085","570.1.1","Phb1","ENSMUSG00000038845","prohibitin 1 [Source:MGI Symbol;Acc:MGI:97572]"
571,"PHB2","ENSG00000215021","571.1.1","Phb2","ENSMUSG00000004264","prohibitin 2 [Source:MGI Symbol;Acc:MGI:102520]"
572,"PHGDH","ENSG00000092621","572.1.1","Phgdh","ENSMUSG00000053398","3-phosphoglycerate dehydrogenase [Source:MGI Symbol;Acc:MGI:1355330]"
573,"PI4KB","ENSG00000143393","573.1.1","Pi4kb","ENSMUSG00000038861","phosphatidylinositol 4-kinase beta [Source:MGI Symbol;Acc:MGI:1334433]"
574,"PIK3C2A","ENSG00000011405","574.1.1","Pik3c2a","ENSMUSG00000030660","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha [Source:MGI Symbol;Acc:MGI:1203729]"
575,"PIK3CA","ENSG00000121879","575.1.1","Pik3ca","ENSMUSG00000027665","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha [Source:MGI Symbol;Acc:MGI:1206581]"
576,"PIK3R5","ENSG00000141506","576.1.1","Pik3r5","ENSMUSG00000020901","phosphoinositide-3-kinase regulatory subunit 5 [Source:MGI Symbol;Acc:MGI:2443588]"
577,"PIM1","ENSG00000137193","577.1.1","Pim1","ENSMUSG00000024014","proviral integration site 1 [Source:MGI Symbol;Acc:MGI:97584]"
578,"PIN1","ENSG00000127445","578.1.1","Pin1","ENSMUSG00000032171","peptidyl-prolyl cis/trans isomerase, NIMA-interacting 1 [Source:MGI Symbol;Acc:MGI:1346036]"
578,"PIN1","ENSG00000127445","578.1.2","Pin1rt1","ENSMUSG00000074997","peptidyl-prolyl cis/trans isomerase, NIMA-interacting 1, retrogene 1 [Source:MGI Symbol;Acc:MGI:3649546]"
579,"PINK1","ENSG00000158828","579.1.1","Pink1","ENSMUSG00000028756","PTEN induced putative kinase 1 [Source:MGI Symbol;Acc:MGI:1916193]"
580,"PINX1","ENSG00000254093","580.1.1","Pinx1","ENSMUSG00000021958","PIN2/TERF1 interacting, telomerase inhibitor 1 [Source:MGI Symbol;Acc:MGI:1919650]"
580,"PINX1","ENSG00000258724","580.2.1","N/A","N/A","N/A"
581,"PIR","ENSG00000087842","581.1.1","Pir","ENSMUSG00000031379","pirin [Source:MGI Symbol;Acc:MGI:1916906]"
582,"PITX1","ENSG00000069011","582.1.1","Pitx1","ENSMUSG00000021506","paired-like homeodomain transcription factor 1 [Source:MGI Symbol;Acc:MGI:107374]"
583,"PLA2G2A","ENSG00000188257","583.1.1","Pla2g2a","ENSMUSG00000058908","phospholipase A2, group IIA (platelets, synovial fluid) [Source:MGI Symbol;Acc:MGI:104642]"
584,"PLA2R1","ENSG00000153246","584.1.1","Pla2r1","ENSMUSG00000054580","phospholipase A2 receptor 1 [Source:MGI Symbol;Acc:MGI:102468]"
585,"PLD2","ENSG00000129219","585.1.1","Pld2","ENSMUSG00000020828","phospholipase D2 [Source:MGI Symbol;Acc:MGI:892877]"
586,"PLK1","ENSG00000166851","586.1.1","Plk1","ENSMUSG00000030867","polo like kinase 1 [Source:MGI Symbol;Acc:MGI:97621]"
587,"PML","ENSG00000140464","587.1.1","Pml","ENSMUSG00000036986","promyelocytic leukemia [Source:MGI Symbol;Acc:MGI:104662]"
588,"PMVK","ENSG00000163344","588.1.1","Pmvk","ENSMUSG00000027952","phosphomevalonate kinase [Source:MGI Symbol;Acc:MGI:1915853]"
589,"PNPT1","ENSG00000138035","589.1.1","Pnpt1","ENSMUSG00000020464","polyribonucleotide nucleotidyltransferase 1 [Source:MGI Symbol;Acc:MGI:1918951]"
590,"PON1","ENSG00000005421","590.1.1","Pon1","ENSMUSG00000002588","paraoxonase 1 [Source:MGI Symbol;Acc:MGI:103295]"
591,"POT1","ENSG00000128513","591.1.1","Pot1b","ENSMUSG00000024174","protection of telomeres 1B [Source:MGI Symbol;Acc:MGI:1920086]"
591,"POT1","ENSG00000128513","591.1.2","Pot1a","ENSMUSG00000029676","protection of telomeres 1A [Source:MGI Symbol;Acc:MGI:2141503]"
592,"POU3F1","ENSG00000185668","592.1.1","Pou3f1","ENSMUSG00000090125","POU domain, class 3, transcription factor 1 [Source:MGI Symbol;Acc:MGI:101896]"
593,"POU5F1","ENSG00000204531","593.1.1","Pou5f1","ENSMUSG00000024406","POU domain, class 5, transcription factor 1 [Source:MGI Symbol;Acc:MGI:101893]"
594,"PPARG","ENSG00000132170","594.1.1","Pparg","ENSMUSG00000000440","peroxisome proliferator activated receptor gamma [Source:MGI Symbol;Acc:MGI:97747]"
595,"PPARGC1A","ENSG00000109819","595.1.1","Ppargc1a","ENSMUSG00000029167","peroxisome proliferative activated receptor, gamma, coactivator 1 alpha [Source:MGI Symbol;Acc:MGI:1342774]"
596,"PPIB","ENSG00000166794","596.1.1","Ppib","ENSMUSG00000032383","peptidylprolyl isomerase B [Source:MGI Symbol;Acc:MGI:97750]"
597,"PPM1B","ENSG00000138032","597.1.1","Ppm1b","ENSMUSG00000061130","protein phosphatase 1B, magnesium dependent, beta isoform [Source:MGI Symbol;Acc:MGI:101841]"
598,"PPM1D","ENSG00000170836","598.1.1","Ppm1d","ENSMUSG00000020525","protein phosphatase 1D magnesium-dependent, delta isoform [Source:MGI Symbol;Acc:MGI:1858214]"
599,"PPP1R13B","ENSG00000088808","599.1.1","Ppp1r13b","ENSMUSG00000021285","protein phosphatase 1, regulatory subunit 13B [Source:MGI Symbol;Acc:MGI:1336199]"
600,"PPP2R1A","ENSG00000105568","600.1.1","Ppp2r1a","ENSMUSG00000007564","protein phosphatase 2, regulatory subunit A, alpha [Source:MGI Symbol;Acc:MGI:1926334]"
601,"PPP2R5A","ENSG00000066027","601.1.1","Ppp2r5a","ENSMUSG00000026626","protein phosphatase 2, regulatory subunit B', alpha [Source:MGI Symbol;Acc:MGI:2388479]"
602,"PRKAA2","ENSG00000162409","602.1.1","Prkaa2","ENSMUSG00000028518","protein kinase, AMP-activated, alpha 2 catalytic subunit [Source:MGI Symbol;Acc:MGI:1336173]"
603,"PRKCD","ENSG00000163932","603.1.1","Prkcd","ENSMUSG00000021948","protein kinase C, delta [Source:MGI Symbol;Acc:MGI:97598]"
604,"PRKCH","ENSG00000027075","604.1.1","Prkch","ENSMUSG00000021108","protein kinase C, eta [Source:MGI Symbol;Acc:MGI:97600]"
604,"PRKCH","ENSG00000310561","604.2.1","N/A","N/A","N/A"
605,"PRKD1","ENSG00000184304","605.1.1","Prkd1","ENSMUSG00000002688","protein kinase D1 [Source:MGI Symbol;Acc:MGI:99879]"
606,"PRKD2","ENSG00000105287","606.1.1","Prkd2","ENSMUSG00000041187","protein kinase D2 [Source:MGI Symbol;Acc:MGI:2141917]"
607,"PRKDC","ENSG00000253729","607.1.1","Prkdc","ENSMUSG00000022672","protein kinase, DNA activated, catalytic polypeptide [Source:MGI Symbol;Acc:MGI:104779]"
608,"PRKN","ENSG00000185345","608.1.1","Prkn","ENSMUSG00000023826","parkin RBR E3 ubiquitin protein ligase [Source:MGI Symbol;Acc:MGI:1355296]"
609,"PRMT1","ENSG00000126457","609.1.1","Prmt1","ENSMUSG00000109324","protein arginine N-methyltransferase 1 [Source:MGI Symbol;Acc:MGI:107846]"
610,"PRMT6","ENSG00000198890","610.1.1","Prmt6","ENSMUSG00000049300","protein arginine N-methyltransferase 6 [Source:MGI Symbol;Acc:MGI:2139971]"
611,"PRODH","ENSG00000100033","611.1.1","Prodh","ENSMUSG00000003526","proline dehydrogenase [Source:MGI Symbol;Acc:MGI:97770]"
612,"PROX1","ENSG00000117707","612.1.1","Prox1","ENSMUSG00000010175","prospero homeobox 1 [Source:MGI Symbol;Acc:MGI:97772]"
613,"PRPF19","ENSG00000110107","613.1.1","Prpf19","ENSMUSG00000024735","pre-mRNA processing factor 19 [Source:MGI Symbol;Acc:MGI:106247]"
614,"PSMA2","ENSG00000106588","614.1.1","Psma2","ENSMUSG00000015671","proteasome subunit alpha 2 [Source:MGI Symbol;Acc:MGI:104885]"
614,"PSMA2","ENSG00000256646","614.2.1","N/A","N/A","N/A"
615,"PSMA5","ENSG00000143106","615.1.1","Psma5","ENSMUSG00000068749","proteasome subunit alpha 5 [Source:MGI Symbol;Acc:MGI:1347009]"
616,"PSMB1","ENSG00000008018","616.1.1","Psmb1","ENSMUSG00000014769","proteasome (prosome, macropain) subunit, beta type 1 [Source:MGI Symbol;Acc:MGI:104884]"
617,"PSMB5","ENSG00000100804","617.1.1","Psmb5","ENSMUSG00000022193","proteasome (prosome, macropain) subunit, beta type 5 [Source:MGI Symbol;Acc:MGI:1194513]"
618,"PSMD14","ENSG00000115233","618.1.1","Psmd14","ENSMUSG00000026914","proteasome (prosome, macropain) 26S subunit, non-ATPase, 14 [Source:MGI Symbol;Acc:MGI:1913284]"
619,"PTEN","ENSG00000171862","619.1.1","N/A","N/A","N/A"
620,"PTGS2","ENSG00000073756","620.1.1","Ptgs2","ENSMUSG00000032487","prostaglandin-endoperoxide synthase 2 [Source:MGI Symbol;Acc:MGI:97798]"
621,"PTK2","ENSG00000169398","621.1.1","Ptk2","ENSMUSG00000022607","PTK2 protein tyrosine kinase 2 [Source:MGI Symbol;Acc:MGI:95481]"
622,"PTPN1","ENSG00000196396","622.1.1","Ptpn1","ENSMUSG00000027540","protein tyrosine phosphatase, non-receptor type 1 [Source:MGI Symbol;Acc:MGI:97805]"
623,"PTPN6","ENSG00000111679","623.1.1","Ptpn6","ENSMUSG00000004266","protein tyrosine phosphatase, non-receptor type 6 [Source:MGI Symbol;Acc:MGI:96055]"
624,"PTTG1","ENSG00000164611","624.1.1","Pttg1","ENSMUSG00000020415","pituitary tumor-transforming gene 1 [Source:MGI Symbol;Acc:MGI:1353578]"
625,"PURB","ENSG00000146676","625.1.1","Purb","ENSMUSG00000094483","purine rich element binding protein B [Source:MGI Symbol;Acc:MGI:1338779]"
626,"PYGL","ENSG00000100504","626.1.1","Pygl","ENSMUSG00000021069","liver glycogen phosphorylase [Source:MGI Symbol;Acc:MGI:97829]"
627,"RACGAP1","ENSG00000161800","627.1.1","Racgap1","ENSMUSG00000023015","Rac GTPase-activating protein 1 [Source:MGI Symbol;Acc:MGI:1349423]"
628,"RACK1","ENSG00000204628","628.1.1","Rack1","ENSMUSG00000020372","receptor for activated C kinase 1 [Source:MGI Symbol;Acc:MGI:101849]"
629,"RAD21","ENSG00000164754","629.1.1","Rad21","ENSMUSG00000022314","RAD21 cohesin complex component [Source:MGI Symbol;Acc:MGI:108016]"
630,"RAD23B","ENSG00000119318","630.1.1","Rad23b","ENSMUSG00000028426","RAD23 homolog B, nucleotide excision repair protein [Source:MGI Symbol;Acc:MGI:105128]"
631,"RAD51C","ENSG00000108384","631.1.1","Rad51c","ENSMUSG00000007646","RAD51 paralog C [Source:MGI Symbol;Acc:MGI:2150020]"
632,"RAF1","ENSG00000132155","632.1.1","Raf1","ENSMUSG00000000441","v-raf-leukemia viral oncogene 1 [Source:MGI Symbol;Acc:MGI:97847]"
633,"RAN","ENSG00000132341","633.1.1","Ran","ENSMUSG00000029430","RAN, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1333112]"
634,"RANBP9","ENSG00000010017","634.1.1","Ranbp9","ENSMUSG00000038546","RAN binding protein 9 [Source:MGI Symbol;Acc:MGI:1928741]"
635,"RAP1GAP","ENSG00000076864","635.1.1","Rap1gap","ENSMUSG00000041351","Rap1 GTPase-activating protein [Source:MGI Symbol;Acc:MGI:109338]"
636,"RAPGEF4","ENSG00000091428","636.1.1","Rapgef4","ENSMUSG00000049044","Rap guanine nucleotide exchange factor (GEF) 4 [Source:MGI Symbol;Acc:MGI:1917723]"
637,"RARB","ENSG00000077092","637.1.1","Rarb","ENSMUSG00000017491","retinoic acid receptor, beta [Source:MGI Symbol;Acc:MGI:97857]"
638,"RASSF1","ENSG00000068028","638.1.1","Rassf1","ENSMUSG00000010067","Ras association (RalGDS/AF-6) domain family member 1 [Source:MGI Symbol;Acc:MGI:1928386]"
639,"RASSF4","ENSG00000107551","639.1.1","Rassf4","ENSMUSG00000042129","Ras association (RalGDS/AF-6) domain family member 4 [Source:MGI Symbol;Acc:MGI:2386853]"
640,"RASSF5","ENSG00000266094","640.1.1","Rassf5","ENSMUSG00000026430","Ras association (RalGDS/AF-6) domain family member 5 [Source:MGI Symbol;Acc:MGI:1926375]"
641,"RB1","ENSG00000139687","641.1.1","Rb1","ENSMUSG00000022105","RB transcriptional corepressor 1 [Source:MGI Symbol;Acc:MGI:97874]"
642,"RBBP4","ENSG00000162521","642.1.1","Rbbp4","ENSMUSG00000057236","retinoblastoma binding protein 4, chromatin remodeling factor [Source:MGI Symbol;Acc:MGI:1194912]"
643,"RBL1","ENSG00000080839","643.1.1","Rbl1","ENSMUSG00000027641","RB transcriptional corepressor like 1 [Source:MGI Symbol;Acc:MGI:103300]"
644,"RBL2","ENSG00000103479","644.1.1","Rbl2","ENSMUSG00000031666","RB transcriptional corepressor like 2 [Source:MGI Symbol;Acc:MGI:105085]"
645,"RBM38","ENSG00000132819","645.1.1","Rbm38","ENSMUSG00000027510","RNA binding motif protein 38 [Source:MGI Symbol;Acc:MGI:1889294]"
646,"RBM39","ENSG00000131051","646.1.1","Rbm39","ENSMUSG00000027620","RNA binding motif protein 39 [Source:MGI Symbol;Acc:MGI:2157953]"
647,"RBP1","ENSG00000114115","647.1.1","Rbp1","ENSMUSG00000046402","retinol binding protein 1, cellular [Source:MGI Symbol;Acc:MGI:97876]"
648,"RBP2","ENSG00000114113","648.1.1","Rbp2","ENSMUSG00000032454","retinol binding protein 2, cellular [Source:MGI Symbol;Acc:MGI:97877]"
649,"RBPJ","ENSG00000168214","649.1.1","Rbpj","ENSMUSG00000039191","recombination signal binding protein for immunoglobulin kappa J region [Source:MGI Symbol;Acc:MGI:96522]"
650,"RBX1","ENSG00000100387","650.1.1","Rbx1","ENSMUSG00000022400","ring-box 1 [Source:MGI Symbol;Acc:MGI:1891829]"
651,"RCC1","ENSG00000180198","651.1.1","Rcc1","ENSMUSG00000028896","regulator of chromosome condensation 1 [Source:MGI Symbol;Acc:MGI:1913989]"
652,"RECK","ENSG00000122707","652.1.1","Reck","ENSMUSG00000028476","reversion-inducing-cysteine-rich protein with kazal motifs [Source:MGI Symbol;Acc:MGI:1855698]"
653,"RECQL4","ENSG00000160957","653.1.1","Recql4","ENSMUSG00000033762","RecQ protein-like 4 [Source:MGI Symbol;Acc:MGI:1931028]"
654,"RELA","ENSG00000173039","654.1.1","Rela","ENSMUSG00000024927","v-rel reticuloendotheliosis viral oncogene homolog A (avian) [Source:MGI Symbol;Acc:MGI:103290]"
655,"RELB","ENSG00000104856","655.1.1","Relb","ENSMUSG00000002983","avian reticuloendotheliosis viral (v-rel) oncogene related B [Source:MGI Symbol;Acc:MGI:103289]"
656,"RHOA","ENSG00000067560","656.1.1","Rhoa","ENSMUSG00000007815","ras homolog family member A [Source:MGI Symbol;Acc:MGI:1096342]"
657,"RNASEH2A","ENSG00000104889","657.1.1","Rnaseh2a","ENSMUSG00000052926","ribonuclease H2, large subunit [Source:MGI Symbol;Acc:MGI:1916974]"
