"ortholog_name","input","input_number","input_ensg","ensg_number","ortholog_ensg","description","n_human_orthologs","n_mouse_inputs"
"PVALB","Pvalb",1076,"ENSMUSG00000005716","1076.1.1","ENSG00000100362","parvalbumin [Source:HGNC Symbol;Acc:HGNC:9704]",1,1
"PXMP2","Pxmp2",584,"ENSMUSG00000029499","584.1.1","ENSG00000176894","peroxisomal membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:9716]",1,1
"PXYLP1","Pxylp1",1125,"ENSMUSG00000043587","1125.1.1","ENSG00000155893","2-phosphoxylose phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:26303]",1,1
"PYROXD2","Pyroxd2",236,"ENSMUSG00000060224","236.1.1","ENSG00000119943","pyridine nucleotide-disulphide oxidoreductase domain 2 [Source:HGNC Symbol;Acc:HGNC:23517]",1,1
"QSOX1","Qsox1",377,"ENSMUSG00000033684","377.1.1","ENSG00000116260","quiescin sulfhydryl oxidase 1 [Source:HGNC Symbol;Acc:HGNC:9756]",1,1
"RAB15","Rab15",1093,"ENSMUSG00000021062","1093.1.1","ENSG00000139998","RAB15, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:20150]",1,1
"RAB31","Rab31",925,"ENSMUSG00000056515","925.1.1","ENSG00000168461","RAB31, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9771]",1,1
"RAB36","Rab36",1184,"ENSMUSG00000020175","1184.1.1","ENSG00000100228","RAB36, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9775]",1,1
"RACGAP1","Racgap1",382,"ENSMUSG00000023015","382.1.1","ENSG00000161800","Rac GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9804]",1,1
"RAET1E","Raet1d",662,"ENSMUSG00000078452","662.1.1","ENSG00000164520","retinoic acid early transcript 1E [Source:HGNC Symbol;Acc:HGNC:16793]",1,1
"RAPGEFL1","Rapgefl1",1075,"ENSMUSG00000038020","1075.1.1","ENSG00000108352","Rap guanine nucleotide exchange factor like 1 [Source:HGNC Symbol;Acc:HGNC:17428]",1,1
"RASD1","Rasd1",596,"ENSMUSG00000049892","596.1.1","ENSG00000108551","ras related dexamethasone induced 1 [Source:HGNC Symbol;Acc:HGNC:15828]",1,1
"RASGEF1B","Rasgef1b",670,"ENSMUSG00000089809","670.1.1","ENSG00000138670","RasGEF domain family member 1B [Source:HGNC Symbol;Acc:HGNC:24881]",1,1
"RASL10A","Rasl10a",277,"ENSMUSG00000034209","277.1.1","ENSG00000100276","RAS like family 10 member A [Source:HGNC Symbol;Acc:HGNC:16954]",1,1
"RASL10B","Rasl10b",1319,"ENSMUSG00000020684","1319.1.1","ENSG00000270885","RAS like family 10 member B [Source:HGNC Symbol;Acc:HGNC:30295]",1,1
"N/A","Rasl2-9",456,"ENSMUSG00000083649","456.1.1","N/A","N/A",1,75
"RASSF5","Rassf5",1180,"ENSMUSG00000026430","1180.1.1","ENSG00000266094","Ras association domain family member 5 [Source:HGNC Symbol;Acc:HGNC:17609]",1,1
"RASSF6","Rassf6",1261,"ENSMUSG00000029370","1261.1.1","ENSG00000169435","Ras association domain family member 6 [Source:HGNC Symbol;Acc:HGNC:20796]",1,1
"RBP4","Rbp4",743,"ENSMUSG00000024990","743.1.1","ENSG00000138207","retinol binding protein 4 [Source:HGNC Symbol;Acc:HGNC:9922]",1,1
"RBP7","Rbp7",331,"ENSMUSG00000028996","331.1.1","ENSG00000162444","retinol binding protein 7 [Source:HGNC Symbol;Acc:HGNC:30316]",1,1
"RCN3","Rcn3",329,"ENSMUSG00000019539","329.1.1","ENSG00000142552","reticulocalbin 3 [Source:HGNC Symbol;Acc:HGNC:21145]",1,1
"RENBP","Renbp",1087,"ENSMUSG00000031387","1087.1.1","ENSG00000102032","renin binding protein [Source:HGNC Symbol;Acc:HGNC:9959]",1,1
"RETN","Retn",1313,"ENSMUSG00000012705","1313.1.1","ENSG00000104918","resistin [Source:HGNC Symbol;Acc:HGNC:20389]",1,1
"RETNLB","Retnla",1058,"ENSMUSG00000061100","1058.1.1","ENSG00000163515","resistin like beta [Source:HGNC Symbol;Acc:HGNC:20388]",1,1
"RFTN2","Rftn2",157,"ENSMUSG00000025978","157.1.1","ENSG00000162944","raftlin family member 2 [Source:HGNC Symbol;Acc:HGNC:26402]",1,1
"RGS1","Rgs1",1381,"ENSMUSG00000026358","1381.1.1","ENSG00000090104","regulator of G protein signaling 1 [Source:HGNC Symbol;Acc:HGNC:9991]",1,1
"RGS16","Rgs16",216,"ENSMUSG00000026475","216.1.1","ENSG00000143333","regulator of G protein signaling 16 [Source:HGNC Symbol;Acc:HGNC:9997]",1,1
"RHBDL2","Rhbdl2",291,"ENSMUSG00000043333","291.1.1","ENSG00000158315","rhomboid like 2 [Source:HGNC Symbol;Acc:HGNC:16083]",1,1
"RHOD","Rhod",865,"ENSMUSG00000041845","865.1.1","ENSG00000173156","ras homolog family member D [Source:HGNC Symbol;Acc:HGNC:670]",1,1
"RIN2","Rin2",468,"ENSMUSG00000001768","468.1.1","ENSG00000132669","Ras and Rab interactor 2 [Source:HGNC Symbol;Acc:HGNC:18750]",1,1
"RIPK3","Ripk3",529,"ENSMUSG00000022221","529.1.1","ENSG00000129465","receptor interacting serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:10021]",1,1
"RIPOR3","Ripor3",1295,"ENSMUSG00000074577","1295.1.1","ENSG00000042062","RIPOR family member 3 [Source:HGNC Symbol;Acc:HGNC:16168]",1,1
"RNF112","Rnf112",1245,"ENSMUSG00000010086","1245.1.1","ENSG00000128482","ring finger protein 112 [Source:HGNC Symbol;Acc:HGNC:12968]",1,1
"RNF180","Rnf180",221,"ENSMUSG00000021720","221.1.1","ENSG00000164197","ring finger protein 180 [Source:HGNC Symbol;Acc:HGNC:27752]",1,1
"ROBO1","Robo1",1179,"ENSMUSG00000022883","1179.1.1","ENSG00000169855","roundabout guidance receptor 1 [Source:HGNC Symbol;Acc:HGNC:10249]",1,1
"ROR2","Ror2",947,"ENSMUSG00000021464","947.1.1","ENSG00000169071","receptor tyrosine kinase like orphan receptor 2 [Source:HGNC Symbol;Acc:HGNC:10257]",1,1
"RORC","Rorc",1218,"ENSMUSG00000028150","1218.1.1","ENSG00000143365","RAR related orphan receptor C [Source:HGNC Symbol;Acc:HGNC:10260]",1,1
"ROS1","Ros1",192,"ENSMUSG00000019893","192.1.1","ENSG00000047936","ROS proto-oncogene 1, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:10261]",1,1
"RPRM","Rprm",457,"ENSMUSG00000075334","457.1.1","ENSG00000177519","reprimo, TP53 dependent G2 arrest mediator homolog [Source:HGNC Symbol;Acc:HGNC:24201]",1,1
"RPRML","Rprml",964,"ENSMUSG00000046215","964.1.1","ENSG00000179673","reprimo like [Source:HGNC Symbol;Acc:HGNC:32422]",1,1
"RRBP1","Rrbp1",1336,"ENSMUSG00000027422","1336.1.1","ENSG00000125844","ribosome binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10448]",1,1
"RSPO1","Rspo1",530,"ENSMUSG00000028871","530.1.1","ENSG00000169218","R-spondin 1 [Source:HGNC Symbol;Acc:HGNC:21679]",1,1
"RSPO2","Rspo2",992,"ENSMUSG00000051920","992.1.1","ENSG00000147655","R-spondin 2 [Source:HGNC Symbol;Acc:HGNC:28583]",1,1
"RTN2","Rtn2",660,"ENSMUSG00000030401","660.1.1","ENSG00000125744","reticulon 2 [Source:HGNC Symbol;Acc:HGNC:10468]",1,1
"RTN4R","Rtn4r",1054,"ENSMUSG00000043811","1054.1.1","ENSG00000040608","reticulon 4 receptor [Source:HGNC Symbol;Acc:HGNC:18601]",1,1
"RUBCNL","Rubcnl",1369,"ENSMUSG00000034959","1369.1.1","ENSG00000102445","rubicon like autophagy enhancer [Source:HGNC Symbol;Acc:HGNC:20420]",1,1
"RUNX1","Runx1",360,"ENSMUSG00000022952","360.1.1","ENSG00000159216","RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]",1,1
"RUNX1T1","Runx1t1",1240,"ENSMUSG00000006586","1240.1.1","ENSG00000079102","RUNX1 partner transcriptional co-repressor 1 [Source:HGNC Symbol;Acc:HGNC:1535]",1,1
"RUNX2","Runx2",1172,"ENSMUSG00000039153","1172.1.1","ENSG00000124813","RUNX family transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10472]",1,1
"RUNX3","Runx3",897,"ENSMUSG00000070691","897.1.1","ENSG00000020633","RUNX family transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:10473]",1,1
"RXRG","Rxrg",476,"ENSMUSG00000015843","476.1.1","ENSG00000143171","retinoid X receptor gamma [Source:HGNC Symbol;Acc:HGNC:10479]",1,1
"S1PR2","S1pr2",557,"ENSMUSG00000043895","557.1.1","ENSG00000267534","sphingosine-1-phosphate receptor 2 [Source:HGNC Symbol;Acc:HGNC:3169]",1,1
"SALL2","Sall2",294,"ENSMUSG00000049532","294.1.1","ENSG00000165821","spalt like transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10526]",1,1
"SALL4","Sall4",523,"ENSMUSG00000027547","523.1.1","ENSG00000101115","spalt like transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:15924]",1,1
"SAMD14","Samd14",729,"ENSMUSG00000047181","729.1.1","ENSG00000167100","sterile alpha motif domain containing 14 [Source:HGNC Symbol;Acc:HGNC:27312]",1,1
"SAPCD2","Sapcd2",441,"ENSMUSG00000026955","441.1.1","ENSG00000186193","suppressor APC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28055]",1,1
"SAR1B","Sar1b",640,"ENSMUSG00000020386","640.1.1","ENSG00000152700","secretion associated Ras related GTPase 1B [Source:HGNC Symbol;Acc:HGNC:10535]",1,1
"SBK2","Sbk2",1177,"ENSMUSG00000030433","1177.1.1","ENSG00000187550","SH3 domain binding kinase family member 2 [Source:HGNC Symbol;Acc:HGNC:34416]",1,1
"SBNO2","Sbno2",1277,"ENSMUSG00000035673","1277.1.1","ENSG00000064932","strawberry notch homolog 2 [Source:HGNC Symbol;Acc:HGNC:29158]",1,1
"SCARA3","Scara3",426,"ENSMUSG00000034463","426.1.1","ENSG00000168077","scavenger receptor class A member 3 [Source:HGNC Symbol;Acc:HGNC:19000]",1,1
"SCARF2","Scarf2",79,"ENSMUSG00000012017","79.1.1","ENSG00000244486","scavenger receptor class F member 2 [Source:HGNC Symbol;Acc:HGNC:19869]",1,1
"N/A","Scd1",1025,"ENSMUSG00000037071","1025.1.1","N/A","N/A",1,75
"SCML4","Scml4",628,"ENSMUSG00000044770","628.1.1","ENSG00000146285","Scm polycomb group protein like 4 [Source:HGNC Symbol;Acc:HGNC:21397]",1,1
"SCPEP1","Scpep1",110,"ENSMUSG00000000278","110.1.1","ENSG00000121064","serine carboxypeptidase 1 [Source:HGNC Symbol;Acc:HGNC:29507]",1,1
"SCRN1","Scrn1",720,"ENSMUSG00000019124","720.1.1","ENSG00000136193","secernin 1 [Source:HGNC Symbol;Acc:HGNC:22192]",1,1
"SCUBE2","Scube2",1023,"ENSMUSG00000007279","1023.1.1","ENSG00000175356","signal peptide, CUB domain and EGF like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30425]",1,1
"SDC1","Sdc1",957,"ENSMUSG00000020592","957.1.1","ENSG00000115884","syndecan 1 [Source:HGNC Symbol;Acc:HGNC:10658]",1,1
"SDC2","Sdc2",223,"ENSMUSG00000022261","223.1.1","ENSG00000169439","syndecan 2 [Source:HGNC Symbol;Acc:HGNC:10659]",1,1
"SDC3","Sdc3",945,"ENSMUSG00000025743","945.1.1","ENSG00000162512","syndecan 3 [Source:HGNC Symbol;Acc:HGNC:10660]",1,1
"SDK1","Sdk1",565,"ENSMUSG00000039683","565.1.1","ENSG00000146555","sidekick cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:19307]",1,1
"SDK2","Sdk2",353,"ENSMUSG00000041592","353.1.1","ENSG00000069188","sidekick cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:19308]",1,1
"SEC16B","Sec16b",612,"ENSMUSG00000026589","612.1.1","ENSG00000120341","SEC16 homolog B, endoplasmic reticulum export factor [Source:HGNC Symbol;Acc:HGNC:30301]",1,1
"SEC24D","Sec24d",719,"ENSMUSG00000039234","719.1.1","ENSG00000150961","SEC24 homolog D, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10706]",1,1
"SEC61A1","Sec61a1",970,"ENSMUSG00000030082","970.1.1","ENSG00000058262","SEC61 translocon subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:18276]",1,1
"SELENON","Selenon",575,"ENSMUSG00000050989","575.1.1","ENSG00000162430","selenoprotein N [Source:HGNC Symbol;Acc:HGNC:15999]",1,1
"SEMA4F","Sema4f",1131,"ENSMUSG00000000627","1131.1.1","ENSG00000135622","ssemaphorin 4F [Source:HGNC Symbol;Acc:HGNC:10734]",1,1
"SEMA4G","Sema4g",1090,"ENSMUSG00000025207","1090.1.1","ENSG00000095539","semaphorin 4G [Source:HGNC Symbol;Acc:HGNC:10735]",1,1
"SERINC5","Serinc5",1001,"ENSMUSG00000021703","1001.1.1","ENSG00000164300","serine incorporator 5 [Source:HGNC Symbol;Acc:HGNC:18825]",1,1
"SERPINA3","Serpina3c",439,"ENSMUSG00000066361","439.1.1","ENSG00000196136","serpin family A member 3 [Source:HGNC Symbol;Acc:HGNC:16]",1,1
"SERPINE1","Serpine1",911,"ENSMUSG00000037411","911.1.1","ENSG00000106366","serpin family E member 1 [Source:HGNC Symbol;Acc:HGNC:8583]",1,1
"SERPINH1","Serpinh1",1353,"ENSMUSG00000070436","1353.1.1","ENSG00000149257","serpin family H member 1 [Source:HGNC Symbol;Acc:HGNC:1546]",1,1
"SERTAD4","Sertad4",178,"ENSMUSG00000016262","178.1.1","ENSG00000082497","SERTA domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25236]",1,1
"SFRP1","Sfrp1",598,"ENSMUSG00000031548","598.1.1","ENSG00000104332","secreted frizzled related protein 1 [Source:HGNC Symbol;Acc:HGNC:10776]",1,1
"SH2D5","Sh2d5",745,"ENSMUSG00000045349","745.1.1","ENSG00000189410","SH2 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28819]",1,1
"SH2D7","Sh2d7",634,"ENSMUSG00000046460","634.1.1","ENSG00000183476","SH2 domain containing 7 [Source:HGNC Symbol;Acc:HGNC:34549]",1,1
"SH3BGR","Sh3bgr",47,"ENSMUSG00000040666","47.1.1","ENSG00000185437","SH3 domain binding glutamate rich protein [Source:HGNC Symbol;Acc:HGNC:10822]",1,1
"SH3GL1","Sh3gl1",466,"ENSMUSG00000003200","466.1.1","ENSG00000141985","SH3 domain containing GRB2 like 1, endophilin A2 [Source:HGNC Symbol;Acc:HGNC:10830]",1,1
"SH3GL2","Sh3gl2",209,"ENSMUSG00000028488","209.1.1","ENSG00000107295","SH3 domain containing GRB2 like 2, endophilin A1 [Source:HGNC Symbol;Acc:HGNC:10831]",1,1
"SH3PXD2B","Sh3pxd2b",1373,"ENSMUSG00000040711","1373.1.1","ENSG00000174705","SH3 and PX domains 2B [Source:HGNC Symbol;Acc:HGNC:29242]",1,1
"SH3RF3","Sh3rf3",69,"ENSMUSG00000037990","69.1.1","ENSG00000172985","SH3 domain containing ring finger 3 [Source:HGNC Symbol;Acc:HGNC:24699]",1,1
"SHANK1","Shank1",1394,"ENSMUSG00000038738","1394.1.1","ENSG00000161681","SH3 and multiple ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:HGNC:15474]",1,1
"N/A","Shc2",843,"ENSMUSG00000020312","843.1.1","N/A","N/A",1,75
"SIRPA","Sirpa",593,"ENSMUSG00000037902","593.1.3","ENSG00000198053","signal regulatory protein alpha [Source:HGNC Symbol;Acc:HGNC:9662]",3,1
"SIRPB1","Sirpa",593,"ENSMUSG00000037902","593.1.2","ENSG00000101307","signal regulatory protein beta 1 [Source:HGNC Symbol;Acc:HGNC:15928]",3,1
"SIRPG","Sirpa",593,"ENSMUSG00000037902","593.1.1","ENSG00000089012","signal regulatory protein gamma [Source:HGNC Symbol;Acc:HGNC:15757]",3,1
"SLC11A1","Slc11a1",254,"ENSMUSG00000026177","254.1.1","ENSG00000018280","solute carrier family 11 member 1 [Source:HGNC Symbol;Acc:HGNC:10907]",1,1
"SLC15A3","Slc15a3",889,"ENSMUSG00000024737","889.1.1","ENSG00000110446","solute carrier family 15 member 3 [Source:HGNC Symbol;Acc:HGNC:18068]",1,1
"SLC16A2","Slc16a2",1116,"ENSMUSG00000033965","1116.1.1","ENSG00000147100","solute carrier family 16 member 2 [Source:HGNC Symbol;Acc:HGNC:10923]",1,1
"SLC16A4","Slc16a4",446,"ENSMUSG00000027896","446.1.1","ENSG00000168679","solute carrier family 16 member 4 [Source:HGNC Symbol;Acc:HGNC:10925]",1,1
"SLC1A4","Slc1a4",846,"ENSMUSG00000020142","846.1.1","ENSG00000115902","solute carrier family 1 member 4 [Source:HGNC Symbol;Acc:HGNC:10942]",1,1
"SLC22A3","Slc22a3",1000,"ENSMUSG00000023828","1000.1.1","ENSG00000146477","solute carrier family 22 member 3 [Source:HGNC Symbol;Acc:HGNC:10967]",1,1
"SLC25A10","Slc25a10",1047,"ENSMUSG00000025792","1047.1.1","ENSG00000183048","solute carrier family 25 member 10 [Source:HGNC Symbol;Acc:HGNC:10980]",1,1
"SLC25A34","Slc25a34",1409,"ENSMUSG00000040740","1409.1.1","ENSG00000162461","solute carrier family 25 member 34 [Source:HGNC Symbol;Acc:HGNC:27653]",1,1
"SLC27A3","Slc27a3",827,"ENSMUSG00000027932","827.1.1","ENSG00000143554","solute carrier family 27 member 3 [Source:HGNC Symbol;Acc:HGNC:10997]",1,1
"SLC2A10","Slc2a10",813,"ENSMUSG00000027661","813.1.1","ENSG00000197496","solute carrier family 2 member 10 [Source:HGNC Symbol;Acc:HGNC:13444]",1,1
"SLC2A4","Slc2a4",1283,"ENSMUSG00000018566","1283.1.1","ENSG00000181856","solute carrier family 2 member 4 [Source:HGNC Symbol;Acc:HGNC:11009]",1,1
"SLC2A6","Slc2a6",364,"ENSMUSG00000036067","364.1.1","ENSG00000160326","solute carrier family 2 member 6 [Source:HGNC Symbol;Acc:HGNC:11011]",1,1
"SLC36A2","Slc36a2",1214,"ENSMUSG00000020264","1214.1.1","ENSG00000186335","solute carrier family 36 member 2 [Source:HGNC Symbol;Acc:HGNC:18762]",1,1
"SLC37A2","Slc37a2",739,"ENSMUSG00000032122","739.1.1","ENSG00000134955","solute carrier family 37 member 2 [Source:HGNC Symbol;Acc:HGNC:20644]",1,1
"SLC38A1","Slc38a1",587,"ENSMUSG00000023169","587.1.1","ENSG00000111371","solute carrier family 38 member 1 [Source:HGNC Symbol;Acc:HGNC:13447]",1,1
"SLC38A4","Slc38a4",1312,"ENSMUSG00000022464","1312.1.1","ENSG00000139209","solute carrier family 38 member 4 [Source:HGNC Symbol;Acc:HGNC:14679]",1,1
"SLC39A14","Slc39a14",1099,"ENSMUSG00000022094","1099.1.1","ENSG00000104635","solute carrier family 39 member 14 [Source:HGNC Symbol;Acc:HGNC:20858]",1,1
"SLC39A6","Slc39a6",735,"ENSMUSG00000024270","735.1.1","ENSG00000141424","solute carrier family 39 member 6 [Source:HGNC Symbol;Acc:HGNC:18607]",1,1
"SLC41A2","Slc41a2",699,"ENSMUSG00000034591","699.1.1","ENSG00000136052","solute carrier family 41 member 2 [Source:HGNC Symbol;Acc:HGNC:31045]",1,1
"SLC44A3","Slc44a3",465,"ENSMUSG00000039865","465.1.1","ENSG00000143036","solute carrier family 44 member 3 [Source:HGNC Symbol;Acc:HGNC:28689]",1,1
"SLC47A1","Slc47a1",1357,"ENSMUSG00000010122","1357.1.1","ENSG00000142494","solute carrier family 47 member 1 [Source:HGNC Symbol;Acc:HGNC:25588]",1,1
"SLC6A13","Slc6a13",536,"ENSMUSG00000030108","536.1.1","ENSG00000010379","solute carrier family 6 member 13 [Source:HGNC Symbol;Acc:HGNC:11046]",1,1
"SLC6A2","Slc6a2",241,"ENSMUSG00000055368","241.1.1","ENSG00000103546","solute carrier family 6 member 2 [Source:HGNC Symbol;Acc:HGNC:11048]",1,1
"SLC6A7","Slc6a7",220,"ENSMUSG00000052026","220.1.1","ENSG00000011083","solute carrier family 6 member 7 [Source:HGNC Symbol;Acc:HGNC:11054]",1,1
"SLC7A10","Slc7a10",1064,"ENSMUSG00000030495","1064.1.1","ENSG00000130876","solute carrier family 7 member 10 [Source:HGNC Symbol;Acc:HGNC:11058]",1,1
"SLC7A4","Slc7a4",807,"ENSMUSG00000022756","807.1.1","ENSG00000099960","solute carrier family 7 member 4 [Source:HGNC Symbol;Acc:HGNC:11062]",1,1
"SLC7A7","Slc7a7",1322,"ENSMUSG00000000958","1322.1.1","ENSG00000155465","solute carrier family 7 member 7 [Source:HGNC Symbol;Acc:HGNC:11065]",1,1
"SLC9A2","Slc9a2",1031,"ENSMUSG00000026062","1031.1.1","ENSG00000115616","solute carrier family 9 member A2 [Source:HGNC Symbol;Acc:HGNC:11072]",1,1
"SLC9A9","Slc9a9",870,"ENSMUSG00000031129","870.1.1","ENSG00000181804","solute carrier family 9 member A9 [Source:HGNC Symbol;Acc:HGNC:20653]",1,1
"N/A","Slfn10",402,"N/A","402.1.1","N/A","N/A",1,75
"SLITRK1","Slitrk1",577,"ENSMUSG00000075478","577.1.1","ENSG00000178235","SLIT and NTRK like family member 1 [Source:HGNC Symbol;Acc:HGNC:20297]",1,1
"SLITRK6","Slitrk6",563,"ENSMUSG00000045871","563.1.1","ENSG00000184564","SLIT and NTRK like family member 6 [Source:HGNC Symbol;Acc:HGNC:23503]",1,1
"SLPI","Slpi",864,"ENSMUSG00000017002","864.1.1","ENSG00000124107","secretory leukocyte peptidase inhibitor [Source:HGNC Symbol;Acc:HGNC:11092]",1,1
"SMCO1","Smco1",772,"ENSMUSG00000046345","772.1.1","ENSG00000214097","single-pass membrane protein with coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:27407]",1,1
"SMIM24","Smim24",997,"ENSMUSG00000078439","997.1.1","ENSG00000095932","small integral membrane protein 24 [Source:HGNC Symbol;Acc:HGNC:37244]",1,1
"SMIM3","Smim3",656,"ENSMUSG00000038059","656.1.1","ENSG00000256235","small integral membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:30248]",1,1
"SMOX","Smox",309,"ENSMUSG00000027333","309.1.1","ENSG00000088826","spermine oxidase [Source:HGNC Symbol;Acc:HGNC:15862]",1,1
"SMPX","Smpx",124,"ENSMUSG00000041476","124.1.1","ENSG00000091482","small muscle protein X-linked [Source:HGNC Symbol;Acc:HGNC:11122]",1,1
"SMS","Sms",840,"ENSMUSG00000071708","840.1.1","ENSG00000102172","spermine synthase [Source:HGNC Symbol;Acc:HGNC:11123]",1,1
"SMTNL1","Smtnl1",661,"ENSMUSG00000027077","661.1.1","ENSG00000214872","smoothelin like 1 [Source:HGNC Symbol;Acc:HGNC:32394]",1,1
"SMTNL2","Smtnl2",1375,"ENSMUSG00000045667","1375.1.1","ENSG00000188176","smoothelin like 2 [Source:HGNC Symbol;Acc:HGNC:24764]",1,1
"SNAI1","Snai1",610,"ENSMUSG00000042821","610.1.1","ENSG00000124216","snail family transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:11128]",1,1
"SNAI2","Snai2",1316,"ENSMUSG00000022676","1316.1.1","ENSG00000019549","snail family transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:11094]",1,1
"SNCA","Snca",785,"ENSMUSG00000025889","785.1.1","ENSG00000145335","synuclein alpha [Source:HGNC Symbol;Acc:HGNC:11138]",1,1
"SNCG","Sncg",22,"ENSMUSG00000023064","22.1.1","ENSG00000173267","synuclein gamma [Source:HGNC Symbol;Acc:HGNC:11141]",1,1
"SNED1","Sned1",1299,"ENSMUSG00000047793","1299.1.1","ENSG00000162804","sushi, nidogen and EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:24696]",1,1
"N/A","Snhg11",442,"ENSMUSG00000044349","442.1.1","N/A","N/A",1,75
"SNRPN","Snrpn",204,"ENSMUSG00000102252","204.1.1","ENSG00000128739","small nuclear ribonucleoprotein polypeptide N [Source:HGNC Symbol;Acc:HGNC:11164]",1,1
"N/A","Snurf",1028,"ENSMUSG00000000948","1028.1.1","N/A","N/A",2,75
"SNURF","Snurf",1028,"ENSMUSG00000102627","1028.2.1","ENSG00000273173","SNRPN upstream open reading frame [Source:HGNC Symbol;Acc:HGNC:11171]",2,1
"SOAT1","Soat1",357,"ENSMUSG00000026600","357.1.1","ENSG00000057252","sterol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:11177]",1,1
"SOCS1","Socs1",443,"ENSMUSG00000038037","443.1.1","ENSG00000185338","suppressor of cytokine signaling 1 [Source:HGNC Symbol;Acc:HGNC:19383]",1,1
"SOCS3","Socs3",568,"ENSMUSG00000053113","568.1.1","ENSG00000184557","suppressor of cytokine signaling 3 [Source:HGNC Symbol;Acc:HGNC:19391]",1,1
"SORCS2","Sorcs2",965,"ENSMUSG00000029093","965.1.1","ENSG00000184985","sortilin related VPS10 domain containing receptor 2 [Source:HGNC Symbol;Acc:HGNC:16698]",1,1
"SORL1","Sorl1",187,"ENSMUSG00000049313","187.1.1","ENSG00000137642","sortilin related receptor 1 [Source:HGNC Symbol;Acc:HGNC:11185]",1,1
"SOX4","Sox4",246,"ENSMUSG00000076431","246.1.1","ENSG00000124766","SRY-box transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11200]",1,1
"SOX9","Sox9",337,"ENSMUSG00000000567","337.1.1","ENSG00000125398","SRY-box transcription factor 9 [Source:HGNC Symbol;Acc:HGNC:11204]",1,1
"SPARC","Sparc",672,"ENSMUSG00000018593","672.1.1","ENSG00000113140","secreted protein acidic and cysteine rich [Source:HGNC Symbol;Acc:HGNC:11219]",1,1
"SPATA22","Spata22",33,"ENSMUSG00000112920","33.1.1","ENSG00000141255","spermatogenesis associated 22 [Source:HGNC Symbol;Acc:HGNC:30705]",1,1
"SPATA9","Spata9",1330,"ENSMUSG00000021590","1330.1.1","ENSG00000145757","spermatogenesis associated 9 [Source:HGNC Symbol;Acc:HGNC:22988]",1,1
"SPDL1","Spdl1",29,"ENSMUSG00000069910","29.1.1","ENSG00000040275","spindle apparatus coiled-coil protein 1 [Source:HGNC Symbol;Acc:HGNC:26010]",1,1
"SPHK1","Sphk1",1089,"ENSMUSG00000061878","1089.1.1","ENSG00000176170","sphingosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11240]",1,1
"SPHKAP","Sphkap",149,"ENSMUSG00000026163","149.1.1","ENSG00000153820","SPHK1 interactor, AKAP domain containing [Source:HGNC Symbol;Acc:HGNC:30619]",1,1
"SPINK2","Spink2",1385,"ENSMUSG00000053030","1385.1.1","ENSG00000128040","serine peptidase inhibitor Kazal type 2 [Source:HGNC Symbol;Acc:HGNC:11245]",1,1
"SPP1","Spp1",80,"ENSMUSG00000029304","80.1.1","ENSG00000118785","secreted phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11255]",1,1
"SPSB4","Spsb4",1258,"ENSMUSG00000046997","1258.1.1","ENSG00000175093","splA/ryanodine receptor domain and SOCS box containing 4 [Source:HGNC Symbol;Acc:HGNC:30630]",1,1
"SRC","Src",280,"ENSMUSG00000027646","280.1.1","ENSG00000197122","SRC proto-oncogene, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11283]",1,1
"SRD5A1","Srd5a1",1161,"ENSMUSG00000021594","1161.1.1","ENSG00000145545","steroid 5 alpha-reductase 1 [Source:HGNC Symbol;Acc:HGNC:11284]",1,1
