"input","ortholog_name","input_ensg","ortholog_ensg"
"Tmem150b","TMEM150B","ENSMUSG00000046456","ENSG00000180061"
"Tmem151a","TMEM151A","ENSMUSG00000061451","ENSG00000179292"
"Tmem154","TMEM154","ENSMUSG00000056498","ENSG00000170006"
"Tmem169","TMEM169","ENSMUSG00000026188","ENSG00000163449"
"Tmem254","TMEM254","ENSMUSG00000072676","ENSG00000133678"
"Tmem30b","TMEM30B","ENSMUSG00000034435","ENSG00000182107"
"Tmem40","TMEM40","ENSMUSG00000059900","ENSG00000088726"
"Tmem45b","TMEM45B","ENSMUSG00000041737","ENSG00000151715"
"Tmem98","TMEM98","ENSMUSG00000035413","ENSG00000006042"
"Tnc","TNC","ENSMUSG00000028364","ENSG00000041982"
"Tnfaip6","TNFAIP6","ENSMUSG00000053475","ENSG00000123610"
"Tnfaip8l3","TNFAIP8L3","ENSMUSG00000074345","ENSG00000183578"
"Tnfrsf1a","TNFRSF1A","ENSMUSG00000030341","ENSG00000067182"
"Tnfrsf1b","TNFRSF1B","ENSMUSG00000028599","ENSG00000028137"
"Tnfrsf25","TNFRSF25","ENSMUSG00000024793","ENSG00000215788"
"Tnfsf15","TNFSF15","ENSMUSG00000050395","ENSG00000181634"
"Tnn","TNN","ENSMUSG00000026725","ENSG00000120332"
"Tnnc2","TNNC2","ENSMUSG00000017300","ENSG00000101470"
"Tnni2","TNNI2","ENSMUSG00000031097","ENSG00000130598"
"Tnnt3","TNNT3","ENSMUSG00000061723","ENSG00000130595"
"Tnr","TNR","ENSMUSG00000015829","ENSG00000116147"
"Top2a","TOP2A","ENSMUSG00000020914","ENSG00000131747"
"Tpbg","TPBG","ENSMUSG00000035274","ENSG00000146242"
"Tpcn2","TPCN2","ENSMUSG00000048677","ENSG00000162341"
"Tpd52l1","TPD52L1","ENSMUSG00000000296","ENSG00000111907"
"Tph1","TPH1","ENSMUSG00000040046","ENSG00000129167"
"Tpm4","TPM4","ENSMUSG00000031799","ENSG00000167460"
"Traf1","TRAF1","ENSMUSG00000026875","ENSG00000056558"
"Traip","TRAIP","ENSMUSG00000032586","ENSG00000183763"
"Tram1l1","TRAM1L1","ENSMUSG00000044528","ENSG00000174599"
"Trdn","TRDN","ENSMUSG00000019787","ENSG00000186439"
"Trem2","TREM2","ENSMUSG00000023992","ENSG00000095970"
"Trf","TF","ENSMUSG00000032554","ENSG00000091513"
"Trim46","TRIM46","ENSMUSG00000042766","ENSG00000163462"
"Trim54","TRIM54","ENSMUSG00000062077","ENSG00000138100"
"Trim55","TRIM55","ENSMUSG00000060913","ENSG00000147573"
"Trim59","TRIM59","ENSMUSG00000034317","ENSG00000213186"
"Trim63","TRIM63","ENSMUSG00000028834","ENSG00000158022"
"Trnp1","TRNP1","ENSMUSG00000056596","ENSG00000253368"
"Troap","TROAP","ENSMUSG00000032783","ENSG00000135451"
"Trpc6","TRPC6","ENSMUSG00000031997","ENSG00000137672"
"Trpm2","TRPM2","ENSMUSG00000009292","ENSG00000142185"
"Trpm6","TRPM6","ENSMUSG00000024727","ENSG00000119121"
"Trps1","TRPS1","ENSMUSG00000038679","ENSG00000104447"
"Tshz3","TSHZ3","ENSMUSG00000021217","ENSG00000121297"
"Tsku","TSKU","ENSMUSG00000049580","ENSG00000182704"
"Tspan11","TSPAN11","ENSMUSG00000030351","ENSG00000110900"
"Tspan6","TSPAN6","ENSMUSG00000067377","ENSG00000000003"
"Tspan8","TSPAN8","ENSMUSG00000034127","ENSG00000127324"
"Tspyl5","TSPYL5","ENSMUSG00000038984","ENSG00000180543"
"Tssk4","TSSK4","ENSMUSG00000007591","ENSG00000139908"
"Tst","TST","ENSMUSG00000044986","ENSG00000128311"
"Ttk","TTK","ENSMUSG00000038379","ENSG00000112742"
"Ttll7","TTLL7","ENSMUSG00000036745","ENSG00000137941"
"Ttn","TTN","ENSMUSG00000051747","ENSG00000155657"
"Ttyh3","TTYH3","ENSMUSG00000036565","ENSG00000136295"
"Tuba1c","TUBA1C","ENSMUSG00000043091","ENSG00000167553"
"Tuba4a","TUBA4A","ENSMUSG00000026202","ENSG00000127824"
"Tuba8","TUBA8","ENSMUSG00000030137","ENSG00000183785"
"Tubb2a","TUBB2A","ENSMUSG00000058672","ENSG00000137267"
"Tubb2b","TUBB2B","ENSMUSG00000045136","ENSG00000137285"
"Tubb3","TUBB3","ENSMUSG00000062380","ENSG00000258947"
"Tuft1","TUFT1","ENSMUSG00000005968","ENSG00000143367"
"Tusc3","TUSC3","ENSMUSG00000118664","ENSG00000104723"
"Tvp23a","TVP23A","ENSMUSG00000050908","ENSG00000166676"
"Txlnb","TXLNB","ENSMUSG00000039891","ENSG00000164440"
"Txndc5","TXNDC5","ENSMUSG00000038991","ENSG00000239264"
"Tyro3","TYRO3","ENSMUSG00000027298","ENSG00000092445"
"Uap1l1","UAP1L1","ENSMUSG00000026956","ENSG00000197355"
"Ubd","UBD","ENSMUSG00000035186","ENSG00000213886"
"Ube2ql1","UBE2QL1","ENSMUSG00000052981","ENSG00000215218"
"Ugcg","UGCG","ENSMUSG00000028381","ENSG00000148154"
"Ulk4","ULK4","ENSMUSG00000040936","ENSG00000168038"
"Uqcr10","UQCR10","ENSMUSG00000059534","ENSG00000184076"
"Ush1c","USH1C","ENSMUSG00000030838","ENSG00000006611"
"Usp13","USP13","ENSMUSG00000056900","ENSG00000058056"
"Vangl2","VANGL2","ENSMUSG00000026556","ENSG00000162738"
"Vash1","VASH1","ENSMUSG00000021256","ENSG00000071246"
"Vasn","VASN","ENSMUSG00000039646","ENSG00000168140"
"Vat1","VAT1","ENSMUSG00000034993","ENSG00000108828"
"Vav1","VAV1","ENSMUSG00000034116","ENSG00000141968"
"Vax2","VAX2","ENSMUSG00000034777","ENSG00000116035"
"Vcam1","VCAM1","ENSMUSG00000027962","ENSG00000162692"
"Vcan","VCAN","ENSMUSG00000021614","ENSG00000038427"
"Vdr","VDR","ENSMUSG00000022479","ENSG00000111424"
"Vim","VIM","ENSMUSG00000026728","ENSG00000026025"
"Vps37d","VPS37D","ENSMUSG00000043614","ENSG00000176428"
"Vstm4","VSTM4","ENSMUSG00000050666","ENSG00000165633"
"Vstm5","VSTM5","ENSMUSG00000031937","ENSG00000214376"
"Vwa3a","VWA3A","ENSMUSG00000030889","ENSG00000175267"
"Wasf1","WASF1","ENSMUSG00000019831","ENSG00000112290"
"Wdr93","WDR93","ENSMUSG00000039099","ENSG00000140527"
"Wfikkn2","WFIKKN2","ENSMUSG00000044177","ENSG00000173714"
"Wnt16","WNT16","ENSMUSG00000029671","ENSG00000002745"
"Xk","XK","ENSMUSG00000015342","ENSG00000047597"
"Ybx2","YBX2","ENSMUSG00000018554","ENSG00000006047"
"Ydjc","YDJC","ENSMUSG00000041774","ENSG00000161179"
"Yipf7","YIPF7","ENSMUSG00000029158","ENSG00000177752"
"Zc3hav1l","ZC3HAV1L","ENSMUSG00000047749","ENSG00000146858"
"Zdhhc15","ZDHHC15","ENSMUSG00000033906","ENSG00000102383"
"Zfp469","ZNF469","ENSMUSG00000043903","ENSG00000225614"
"Zfp612","ZNF23","ENSMUSG00000044676","ENSG00000167377"
"Zfp618","ZNF618","ENSMUSG00000028358","ENSG00000157657"
"Zfp879","ZNF879","ENSMUSG00000044296","ENSG00000234284"
"Zmynd15","ZMYND15","ENSMUSG00000040829","ENSG00000141497"
"Zswim7","ZSWIM7","ENSMUSG00000014243","ENSG00000214941"
"Zyg11a","ZYG11A","ENSMUSG00000034645","ENSG00000203995"
