"gene_id","ENTREZID_1W","SYMBOL_1W","logFC_1W","FDR_1W","direction_1W","ENTREZID_4W","SYMBOL_4W","logFC_4W","FDR_4W","direction_4W","in_1W","in_4W","direction_relation","category","ENTREZID","SYMBOL"
"G10090_5798","17200","Mc2r",-1.5215924066483,0.000956130592429856,"Down","17200","Mc2r",-1.34793572862185,0.00128546217868221,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","17200","Mc2r"
"G10090_58","231503","Tmem150c",1.23154819700797,0.0006992988609226,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","231503","Tmem150c"
"G10090_5800","59030","Mkks",-1.04413562002832,4.9457141556385e-07,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","59030","Mkks"
"G10090_5801","12040","Bckdhb",-1.0185728689022,4.25797570705585e-09,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","12040","Bckdhb"
"G10090_5808","72536","Tagap",1.11528125760456,5.5223066040992e-06,"Up","72536","Tagap",1.29235977165796,0.000231236079474653,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","72536","Tagap"
"G10090_5811","17876","Myef2",1.04274666971747,4.67677910466694e-09,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","17876","Myef2"
"G10090_5817","434223","Gvin3",1.05119392366078,0.000868508944874881,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","434223","Gvin3"
"G10090_5822","14181","Fgfbp1",-1.98687144401978,3.47222090803515e-05,"Down","14181","Fgfbp1",-1.34618573929318,0.00781589777090646,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","14181","Fgfbp1"
"G10090_5834","12552","Cdh11",3.47491272644206,1.98493650176459e-11,"Up","12552","Cdh11",1.7175262340525,1.24928672460555e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","12552","Cdh11"
"G10090_5843","21877","Tk1",1.09133979542344,6.00590908894073e-07,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","21877","Tk1"
"G10090_5847","329954","Catsper4",-1.2043526619685,0.00325649152799264,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","329954","Catsper4"
"G10090_5852","18576","Pde3b",-1.07972035145588,0.000509829405356653,"Down","18576","Pde3b",-1.03235379954066,0.000340886440606131,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","18576","Pde3b"
"G10090_5855","80859","Nfkbiz",1.45975169300734,1.02392690671782e-09,"Up","80859","Nfkbiz",1.20158500392084,6.42215021928218e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","80859","Nfkbiz"
"G10090_5859","229933","Clca2",1.11079431571897,3.9044051258742e-06,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","229933","Clca2"
"G10090_5868","20112","Rps6ka2",-1.37333208421146,1.20919651740731e-05,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","20112","Rps6ka2"
"G10090_587","214951","Rhbdl1",-1.70372414739441,1.35320310605554e-10,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","214951","Rhbdl1"
"G10090_5873","74694","Tbc1d30",1.09117487636497,9.61057232078545e-05,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","74694","Tbc1d30"
"G10090_5877","216799","Nlrp3",2.04337433515884,4.95665012862325e-07,"Up","216799","Nlrp3",1.57148939800243,1.93046905995767e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","216799","Nlrp3"
"G10090_5898","69487","Ndufaf5",-1.42536675613236,9.25614273883959e-07,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","69487","Ndufaf5"
"G10090_5899","23945","Mgll",-1.1176981805905,5.45953176185318e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","23945","Mgll"
"G10090_5902","68279","Mcoln2",1.44719897274647,6.69568581578533e-05,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","68279","Mcoln2"
"G10090_592","22673","Zfp185",1.80955832396157,3.96703267905889e-09,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","22673","Zfp185"
"G10090_5924","83767","Wasf1",1.41670808983103,6.32658970086667e-06,"Up","83767","Wasf1",1.47601066571653,4.35822383203316e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","83767","Wasf1"
"G10090_5928",NA,NA,NA,NA,NA,"102641467","Gm20684",1.09084020957152,0.000704902679542076,"Up",FALSE,TRUE,NA,"4W_only","102641467","Gm20684"
"G10090_5931","16656","Hivep3",1.06609720369169,8.81815005153544e-09,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","16656","Hivep3"
"G10090_5940","19128","Pros1",1.17373160162807,3.55448423901186e-07,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","19128","Pros1"
"G10090_5961","74041","Ddias",2.00162868573205,1.20516619890566e-07,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","74041","Ddias"
"G10090_5967","338368","Pheta2",2.25130397259517,2.46673825189854e-09,"Up","338368","Pheta2",1.15364264060388,9.05505285246751e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","338368","Pheta2"
"G10090_5968",NA,NA,NA,NA,NA,"245631","Pwwp3b",-1.13023718934277,0.000480040087176318,"Down",FALSE,TRUE,NA,"4W_only","245631","Pwwp3b"
"G10090_597","72179","Fbxl2",1.17218415109005,7.97763417927086e-07,"Up","72179","Fbxl2",1.84413148307834,2.19235194857039e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","72179","Fbxl2"
"G10090_5986","94090","Trim9",3.30122486342782,2.67020505040873e-09,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","94090","Trim9"
"G10090_5990","216892","Spns2",-1.07399217374776,3.39673204253105e-05,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","216892","Spns2"
"G10090_5993","319997","A630001G21Rik",1.49620655594001,5.77719980605892e-06,"Up","319997","A630001G21Rik",1.2386162390962,0.000179107470585212,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","319997","A630001G21Rik"
"G10090_601","66953","Cdca7",1.42407588174483,1.2159631415908e-05,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","66953","Cdca7"
"G10090_6015","27425","Atp5mg",-1.16780894563836,6.62481153361961e-07,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","27425","Atp5mg"
"G10090_6037","319468","Ppm1h",1.12078522688935,7.75537085130212e-08,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","319468","Ppm1h"
"G10090_604","19258","Ptpn4",-1.16063600967531,3.6292130850394e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","19258","Ptpn4"
"G10090_6051","381413","Gpr176",2.81274744449953,2.371587754692e-09,"Up","381413","Gpr176",2.66598445830401,2.68387394632356e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","381413","Gpr176"
"G10090_6052","68828","Sync",-1.09411799047511,1.79829374799934e-05,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","68828","Sync"
"G10090_6059","70392","Asb12",-1.65152984097142,9.33709735339135e-07,"Down","70392","Asb12",-1.10459769424797,0.000410591735785301,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","70392","Asb12"
"G10090_6060","57916","Tnfrsf13b",1.5835053120721,9.8078428930912e-08,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","57916","Tnfrsf13b"
"G10090_6077","50765","Tfr2",1.59923858771439,0.00020479627077037,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","50765","Tfr2"
"G10090_6084","227671","Gbgt1",1.27365185979433,3.54768840718952e-05,"Up","227671","Gbgt1",1.18931990989426,9.4584279139401e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","227671","Gbgt1"
"G10090_609","20491","Sla",1.71618515760899,1.83568648825061e-08,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","20491","Sla"
"G10090_6090","21367","Cntn2",1.83974324543643,1.74007001950254e-07,"Up","21367","Cntn2",1.37704887743319,0.000551198789685885,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","21367","Cntn2"
"G10090_6093","85308","Emc9",-1.19289345229649,1.73782858128053e-09,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","85308","Emc9"
"G10090_6094","74253","Klrg2",1.08455583097108,3.87255252485957e-05,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","74253","Klrg2"
"G10090_6103","230597","Zfyve9",-1.04142831273956,5.40596101510764e-05,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","230597","Zfyve9"
"G10090_6124","17921","Myo7a",1.58300731793695,1.87151805295539e-08,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","17921","Myo7a"
"G10090_6132","22036","Traip",1.11771430705488,1.64961106289884e-05,"Up","22036","Traip",1.28930926554468,0.00014462213369388,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","22036","Traip"
"G10090_6135","76294","Asb5",-1.68772582379277,8.11199007483718e-06,"Down","76294","Asb5",-1.37113096106934,0.000283511773951581,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","76294","Asb5"
"G10090_6140","58203","Zbp1",1.31272505659887,2.05528016266617e-05,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","58203","Zbp1"
"G10090_6152",NA,NA,NA,NA,NA,"12332","Capg",1.2332302271621,3.33528047766539e-05,"Up",FALSE,TRUE,NA,"4W_only","12332","Capg"
"G10090_6183",NA,NA,NA,NA,NA,"14049","Eya2",1.02311077352485,8.38243115790913e-05,"Up",FALSE,TRUE,NA,"4W_only","14049","Eya2"
"G10090_6186",NA,NA,NA,NA,NA,"11448","Chrne",-1.12377475609346,0.0186917890262202,"Down",FALSE,TRUE,NA,"4W_only","11448","Chrne"
"G10090_6196","236312","Ifi209",1.31302099882512,0.000168404917856961,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","236312","Ifi209"
"G10090_62","77462","Tmem116",-1.01007757459718,0.000783137004798727,"Down","77462","Tmem116",-1.0884970881934,0.000637576475140054,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","77462","Tmem116"
"G10090_6206",NA,NA,NA,NA,NA,"108167533","Gm46041",1.37972502716572,0.00901258987161808,"Up",FALSE,TRUE,NA,"4W_only","108167533","Gm46041"
"G10090_6221","218977","Dlgap5",3.00709143346684,2.83975099082244e-08,"Up","218977","Dlgap5",1.27443261865178,0.0107964306905375,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","218977","Dlgap5"
"G10090_6227","12715","Ckm",-1.81737399622795,4.93444604083102e-05,"Down","12715","Ckm",-1.01556666092177,0.000788511735111359,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","12715","Ckm"
"G10090_6235","320707","Atp2b3",-1.35774235558774,9.11928581956517e-05,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","320707","Atp2b3"
"G10090_624","225887","Ndufs8",-1.28853680929155,5.32716912201487e-09,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","225887","Ndufs8"
"G10090_6262","22041","Trf",-1.44734048233562,4.83140273647842e-05,"Down","22041","Trf",-1.05065522461289,0.000636805401461521,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","22041","Trf"
"G10090_6275","246049","Slc36a2",-1.83548484432345,0.000100426202542257,"Down","246049","Slc36a2",-1.10019019224036,0.00235743851644813,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","246049","Slc36a2"
"G10090_6279","12859","Cox5b",-1.20768299061139,5.01583047071767e-07,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","12859","Cox5b"
"G10090_6283","360213","Trim46",2.69353360651249,1.17491167740588e-09,"Up","360213","Trim46",2.29784605176405,4.09883329311279e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","360213","Trim46"
"G10090_6289",NA,NA,NA,NA,NA,"12258","Serping1",1.00514915515707,0.000199687507835193,"Up",FALSE,TRUE,NA,"4W_only","12258","Serping1"
"G10090_6306","278240","Spin2c",2.09903596955973,6.83278113359508e-08,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","278240","Spin2c"
"G10090_6312","574402","Gpr17",-1.18413884218861,7.25025242074084e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","574402","Gpr17"
"G10090_6314","280408","Rilp",-1.10530283818376,3.21314076683649e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","280408","Rilp"
"G10090_6317","242509","Bnc2",1.94547678188525,4.20560830125124e-10,"Up","242509","Bnc2",1.4595546907974,2.87530537108566e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","242509","Bnc2"
"G10090_6324","52276","Cdca8",2.2983664079363,1.86719111492928e-07,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","52276","Cdca8"
"G10090_6336","50917","Galns",1.29658268595864,2.1665825007615e-08,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","50917","Galns"
"G10090_6344","68241","Mcrip2",-1.9313786928762,5.30304582549961e-10,"Down","68241","Mcrip2",-1.15901583955724,1.24928672460555e-05,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","68241","Mcrip2"
"G10090_6357","17347","Mknk2",-1.04088926724042,3.96654078184546e-07,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","17347","Mknk2"
"G10090_6362","74387","Epcip",1.73432953133554,2.75025564380776e-06,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","74387","Epcip"
"G10090_6373","19885","Rorc",-1.61537702616032,3.59381136278369e-06,"Down","19885","Rorc",-1.12139839382544,0.000139739186310964,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","19885","Rorc"
"G10090_638","279572","Tlr13",2.75418062870612,1.92898868909224e-09,"Up","279572","Tlr13",1.70244514673232,4.61734833570326e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","279572","Tlr13"
"G10090_6386","380714","Rph3al",-1.1324631630829,2.22554229313275e-05,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","380714","Rph3al"
"G10090_6388",NA,NA,NA,NA,NA,"19228","Pth1r",1.12633053794318,0.000484761029855142,"Up",FALSE,TRUE,NA,"4W_only","19228","Pth1r"
"G10090_6394","432763","Prr7",2.878857773786,5.73328344478705e-09,"Up","432763","Prr7",1.39083377723991,0.000377877536472443,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","432763","Prr7"
"G10090_6400","70779","Prdm5",1.04044974786757,9.33577706859334e-09,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","70779","Prdm5"
"G10090_6403",NA,NA,NA,NA,NA,"20346","Sema3a",1.09290237096769,0.000170359328069138,"Up",FALSE,TRUE,NA,"4W_only","20346","Sema3a"
"G10090_6407","68549","Sgo2a",1.89694604937489,1.12666444672922e-06,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","68549","Sgo2a"
"G10090_641",NA,NA,NA,NA,NA,"270757","Bpifc",1.62149873280132,0.0188437295406028,"Up",FALSE,TRUE,NA,"4W_only","270757","Bpifc"
"G10090_6418","18670","Abcb4",-1.86394371857167,1.94977357469677e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","18670","Abcb4"
"G10090_6423","56016","Hebp2",1.19094472843953,4.14917765601427e-06,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","56016","Hebp2"
"G10090_6428","12374","Casr",-1.11255589738088,8.51393362900554e-05,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","12374","Casr"
"G10090_6430","260305","Nphp4",1.23772411990709,0.00018132234505131,"Up","260305","Nphp4",1.10958993449368,0.000527381404245423,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","260305","Nphp4"
"G10090_6431","30948","Bin1",-1.24976506384394,2.52961712231401e-05,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","30948","Bin1"
"G10090_6434","574428","Zmynd15",2.6177313765842,2.43629802594492e-09,"Up","574428","Zmynd15",1.39940143271617,0.000108827400252373,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","574428","Zmynd15"
"G10090_6445","80891","Fcrl2",2.17331538523794,5.38690409158797e-11,"Up","80891","Fcrl2",1.12541410849717,0.000107627225329198,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","80891","Fcrl2"
"G10090_6453","71860","Cfap52",-2.13667427280202,3.12736984324956e-08,"Down","71860","Cfap52",-1.03100070156008,0.00544264752849106,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","71860","Cfap52"
"G10090_6464","99031","Osbpl6",-1.22432363261874,0.000251541094572298,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","99031","Osbpl6"
"G10090_6469","381812","Cracr2a",1.5783316822089,7.7756180617424e-07,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","381812","Cracr2a"
"G10090_6476","216869","Arrb2",1.0653310996076,3.70915532692792e-08,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","216869","Arrb2"
"G10090_6481","16186","Il2rg",1.56691367756159,1.36899288412566e-08,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","16186","Il2rg"
"G10090_6488","216991","Adap2",1.0930191107564,2.52245825082092e-06,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","216991","Adap2"
"G10090_6492","667780","Msantd5f10",-1.76005110447434,0.00602510136592234,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","667780","Msantd5f10"
"G10090_6493","381269","Mreg",-1.6343946947672,1.41989515479468e-05,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","381269","Mreg"
"G10090_6499","329650","Med12l",1.20559527664167,1.75298473039558e-06,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","329650","Med12l"
"G10090_6505","106347","Ildr1",1.38927419575606,0.00276675769981306,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","106347","Ildr1"
"G10090_6526","74148","Cluh",-1.19144871602543,2.1291276041402e-09,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","74148","Cluh"
"G10090_653","72055","Slc38a10",1.01014943035882,2.33036458284976e-08,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","72055","Slc38a10"
"G10090_6535","380785","Begain",1.88926768130417,2.39441476750849e-09,"Up","380785","Begain",1.07855763769446,0.000388572830035107,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","380785","Begain"
"G10090_6537","21987","Tpd52l1",-1.4069096867153,3.05882305409656e-06,"Down","21987","Tpd52l1",-1.18835772872382,0.000106346347905519,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","21987","Tpd52l1"
"G10090_6539","16904","Gzmm",-1.22277499525624,5.48150314107773e-05,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","16904","Gzmm"
"G10090_655","66459","Pyurf",-1.19388668957596,4.68537522124901e-08,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","66459","Pyurf"
"G10090_6554","67426","Coq8a",-1.65913891005104,2.94175913909872e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","67426","Coq8a"
"G10090_6562","106393","Srl",-1.51422816660581,5.60890955034855e-05,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","106393","Srl"
"G10090_658","68743","Anln",1.88354232768186,1.2297665166415e-08,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","68743","Anln"
"G10090_6580","75172","Ccdc146",-1.73475429763701,4.76846327098742e-06,"Down","75172","Ccdc146",-1.3322960478996,0.000135755431433867,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","75172","Ccdc146"
"G10090_6596","70892","Ttll7",-1.46425242030882,0.000416199402976436,"Down","70892","Ttll7",-1.23030560662793,0.00162856751973422,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","70892","Ttll7"
"G10090_6605","18807","Pld3",1.29012209981556,5.75091494644909e-09,"Up","18807","Pld3",1.0537199791545,2.58293951451557e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","18807","Pld3"
"G10090_6611","64384","Sirt3",-1.02668555816734,1.60891753289132e-09,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","64384","Sirt3"
"G10090_6618","18740","Pitx1",1.11532099888943,2.02240042495284e-05,"Up","18740","Pitx1",1.20595613086136,0.000190752415119131,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","18740","Pitx1"
"G10090_6626","384009","Glipr2",1.62273986499705,3.24865651169954e-09,"Up","384009","Glipr2",1.07121835724505,1.44552227688712e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","384009","Glipr2"
"G10090_6630","21689","Tekt1",-1.12469275178943,0.00306087463302476,"Down","21689","Tekt1",-1.47288821185677,0.00179986409899281,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","21689","Tekt1"
"G10090_6647","16716","Ky",-1.66988876053509,7.28846512165926e-05,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","16716","Ky"
"G10090_6657","21336","Tacr1",2.0044125815625,3.98819546807088e-06,"Up","21336","Tacr1",2.21560327061139,4.28255241686619e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","21336","Tacr1"
"G10090_6666","623121","Ifi213",1.14374229483576,0.000739268763866188,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","623121","Ifi213"
"G10090_667","239559","A4galt",1.34454580405943,9.31422053736584e-08,"Up","239559","A4galt",1.58127056609012,4.33977123847332e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","239559","A4galt"
"G10090_6682","233529","Kctd14",1.52020835912356,5.96183866379861e-05,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","233529","Kctd14"
"G10090_6694","108655","Foxp1",1.13110514122642,1.95531130956795e-08,"Up","108655","Foxp1",1.08257605194477,3.13436890041195e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","108655","Foxp1"
"G10090_6697","194744","Slc25a43",1.57708108695897,2.56197781994113e-06,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","194744","Slc25a43"
"G10090_6710","212647","Aldh4a1",-1.8347542072328,4.21963365493316e-09,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","212647","Aldh4a1"
"G10090_6719","100503041","Pdzd7",-1.21835330686454,6.02927388038769e-05,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","100503041","Pdzd7"
"G10090_6736","235312","C1qtnf5",1.88141103576731,4.07575320693838e-09,"Up","235312","C1qtnf5",1.66535611555569,1.72704801730143e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","235312","C1qtnf5"
"G10090_6754","76933","Ifi27l2a",-1.94704088937135,1.95931923196842e-06,"Down","76933","Ifi27l2a",-1.96643866051965,1.93287275662478e-05,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","76933","Ifi27l2a"
"G10090_677","382062","AB124611",1.35484561358482,1.14536708063117e-05,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","382062","AB124611"
"G10090_6785","21916","Tmod1",-1.4708237541115,2.56197781994113e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","21916","Tmod1"
"G10090_679","14255","Flt3",1.74575649197066,1.02905005723081e-06,"Up","14255","Flt3",1.00179343518308,0.000601250498045858,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","14255","Flt3"
"G10090_6798","12815","Col11a2",1.55518220895959,0.00138088108624105,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","12815","Col11a2"
"G10090_680","11556","Adrb3",-2.99284022736922,9.65400733826458e-06,"Down","11556","Adrb3",-1.72909924239902,0.000165095508880068,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","11556","Adrb3"
"G10090_6802","12395","Runx1t1",1.19859219617813,4.28312936810068e-10,"Up","12395","Runx1t1",1.13726701188157,7.22553342036693e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","12395","Runx1t1"
"G10090_681","66065","Hsd17b14",-1.55076225414758,7.77199568403422e-07,"Down","66065","Hsd17b14",-1.23518497883933,7.66111505534496e-06,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","66065","Hsd17b14"
"G10090_6819","240322","Adamts19",2.71591719947406,2.60131388516176e-05,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","240322","Adamts19"
"G10090_6830","246746","Cd300lf",1.41627272244229,0.00103108695675633,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","246746","Cd300lf"
"G10090_6833","70762","Dclk2",1.42877148890544,1.43049609714252e-06,"Up","70762","Dclk2",1.19862029521217,3.55187580921871e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","70762","Dclk2"
"G10090_684","12070","Bex3",1.53619687392811,1.15891094009287e-08,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","12070","Bex3"
"G10090_6844","73649","Cybrd1",1.39506286785942,0.00107166574898401,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","73649","Cybrd1"
"G10090_6849","52389","Adgra1",2.88110937490269,1.13871719974063e-06,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","52389","Adgra1"
"G10090_685","76044","Ncapg2",1.31166140125008,1.35865451093246e-06,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","76044","Ncapg2"
"G10090_6852","11790","Speg",-1.1128098141817,0.000228167292150423,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","11790","Speg"
"G10090_6869","12297","Cacnb3",2.1978280228122,8.27611428900954e-10,"Up","12297","Cacnb3",1.34835638092787,3.42550474770839e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","12297","Cacnb3"
"G10090_6870",NA,NA,NA,NA,NA,"73884","Zdbf2",-1.09771020371771,0.00949956044231887,"Down",FALSE,TRUE,NA,"4W_only","73884","Zdbf2"
"G10090_6875","12306","Anxa2",1.10141011868722,1.37511580822097e-05,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","12306","Anxa2"
"G10090_6884",NA,NA,NA,NA,NA,"14167","Fgf12",1.24536975978293,0.000419499100182804,"Up",FALSE,TRUE,NA,"4W_only","14167","Fgf12"
"G10090_6896",NA,NA,NA,NA,NA,"74442","Sgms2",1.23481809161578,4.51470584431297e-05,"Up",FALSE,TRUE,NA,"4W_only","74442","Sgms2"
"G10090_6898","14211","Smc2",1.65977442441041,2.12022489584951e-07,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","14211","Smc2"
