"input_number","input","input_ensg","ensg_number","ortholog_name","ortholog_ensg","description"
1083,"Immp2l","ENSMUSG00000056899","1083.1.1","IMMP2L","ENSG00000184903","inner mitochondrial membrane peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:14598]"
1084,"Eno3","ENSMUSG00000060600","1084.1.1","ENO3","ENSG00000108515","enolase 3 [Source:HGNC Symbol;Acc:HGNC:3354]"
1085,"Nox4","ENSMUSG00000030562","1085.1.1","NOX4","ENSG00000086991","NADPH oxidase 4 [Source:HGNC Symbol;Acc:HGNC:7891]"
1086,"Lrrc74b","ENSMUSG00000022759","1086.1.1","LRRC74B","ENSG00000187905","leucine rich repeat containing 74B [Source:HGNC Symbol;Acc:HGNC:34301]"
1087,"Renbp","ENSMUSG00000031387","1087.1.1","RENBP","ENSG00000102032","renin binding protein [Source:HGNC Symbol;Acc:HGNC:9959]"
1088,"Gpr34","ENSMUSG00000040229","1088.1.1","GPR34","ENSG00000171659","G protein-coupled receptor 34 [Source:HGNC Symbol;Acc:HGNC:4490]"
1089,"Sphk1","ENSMUSG00000061878","1089.1.1","SPHK1","ENSG00000176170","sphingosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11240]"
1090,"Sema4g","ENSMUSG00000025207","1090.1.1","SEMA4G","ENSG00000095539","semaphorin 4G [Source:HGNC Symbol;Acc:HGNC:10735]"
1091,"Dzip1","ENSMUSG00000042156","1091.1.1","DZIP1","ENSG00000134874","DAZ interacting zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:20908]"
1092,"Glis3","ENSMUSG00000052942","1092.1.1","GLIS3","ENSG00000107249","GLIS family zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:28510]"
1093,"Rab15","ENSMUSG00000021062","1093.1.1","RAB15","ENSG00000139998","RAB15, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:20150]"
1094,"Srgap3","ENSMUSG00000030257","1094.1.1","SRGAP3","ENSG00000196220","SLIT-ROBO Rho GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:19744]"
1095,"Flacc1","ENSMUSG00000047528","1095.1.1","FLACC1","ENSG00000155749","flagellum associated containing coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:14439]"
1096,"Plekhh2","ENSMUSG00000040852","1096.1.1","PLEKHH2","ENSG00000152527","pleckstrin homology, MyTH4 and FERM domain containing H2 [Source:HGNC Symbol;Acc:HGNC:30506]"
1097,"Agbl2","ENSMUSG00000040812","1097.1.1","AGBL2","ENSG00000165923","AGBL carboxypeptidase 2 [Source:HGNC Symbol;Acc:HGNC:26296]"
1098,"Nkd2","ENSMUSG00000021567","1098.1.1","NKD2","ENSG00000145506","NKD inhibitor of WNT signaling pathway 2 [Source:HGNC Symbol;Acc:HGNC:17046]"
1099,"Slc39a14","ENSMUSG00000022094","1099.1.1","SLC39A14","ENSG00000104635","solute carrier family 39 member 14 [Source:HGNC Symbol;Acc:HGNC:20858]"
1100,"Erfe","ENSMUSG00000047443","1100.1.1","ERFE","ENSG00000178752","erythroferrone [Source:HGNC Symbol;Acc:HGNC:26727]"
1101,"Mlip","ENSMUSG00000032355","1101.1.1","MLIP","ENSG00000146147","muscular LMNA interacting protein [Source:HGNC Symbol;Acc:HGNC:21355]"
1102,"Ms4a7","ENSMUSG00000024672","1102.1.1","MS4A7","ENSG00000166927","membrane spanning 4-domains A7 [Source:HGNC Symbol;Acc:HGNC:13378]"
1103,"Alas2","ENSMUSG00000025270","1103.1.1","ALAS2","ENSG00000158578","5'-aminolevulinate synthase 2 [Source:HGNC Symbol;Acc:HGNC:397]"
1104,"Foxd1","ENSMUSG00000078302","1104.1.1","FOXD1","ENSG00000251493","forkhead box D1 [Source:HGNC Symbol;Acc:HGNC:3802]"
1105,"Cimip5","N/A","1105.1.1","N/A","N/A","N/A"
1106,"Sulf1","ENSMUSG00000016918","1106.1.1","SULF1","ENSG00000137573","sulfatase 1 [Source:HGNC Symbol;Acc:HGNC:20391]"
1107,"Pcsk5","ENSMUSG00000024713","1107.1.1","PCSK5","ENSG00000099139","proprotein convertase subtilisin/kexin type 5 [Source:HGNC Symbol;Acc:HGNC:8747]"
1108,"Acsm3","ENSMUSG00000030935","1108.1.1","ACSM3","ENSG00000005187","acyl-CoA synthetase medium chain family member 3 [Source:HGNC Symbol;Acc:HGNC:10522]"
1109,"Inca1","ENSMUSG00000057054","1109.1.1","INCA1","ENSG00000196388","inhibitor of CDK, cyclin A1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:32224]"
1110,"Crip3","ENSMUSG00000023968","1110.1.1","CRIP3","ENSG00000146215","cysteine rich protein 3 [Source:HGNC Symbol;Acc:HGNC:17751]"
1111,"Cdo1","ENSMUSG00000033022","1111.1.1","CDO1","ENSG00000129596","cysteine dioxygenase type 1 [Source:HGNC Symbol;Acc:HGNC:1795]"
1112,"Cd59b","ENSMUSG00000068686","1112.1.1","CD59","ENSG00000085063","CD59 molecule (CD59 blood group) [Source:HGNC Symbol;Acc:HGNC:1689]"
1113,"Hhipl1","ENSMUSG00000021260","1113.1.1","HHIPL1","ENSG00000182218","HHIP like 1 [Source:HGNC Symbol;Acc:HGNC:19710]"
1114,"Aspa","ENSMUSG00000020774","1114.1.1","ASPA","ENSG00000108381","aspartoacylase [Source:HGNC Symbol;Acc:HGNC:756]"
1115,"Crlf1","ENSMUSG00000007888","1115.1.1","CRLF1","ENSG00000006016","cytokine receptor like factor 1 [Source:HGNC Symbol;Acc:HGNC:2364]"
1116,"Slc16a2","ENSMUSG00000033965","1116.1.1","SLC16A2","ENSG00000147100","solute carrier family 16 member 2 [Source:HGNC Symbol;Acc:HGNC:10923]"
1117,"Hcn1","ENSMUSG00000021730","1117.1.1","HCN1","ENSG00000164588","hyperpolarization activated cyclic nucleotide gated potassium channel 1 [Source:HGNC Symbol;Acc:HGNC:4845]"
1118,"Tbxas1","ENSMUSG00000029925","1118.1.1","TBXAS1","ENSG00000059377","thromboxane A synthase 1 [Source:HGNC Symbol;Acc:HGNC:11609]"
1119,"Cd276","ENSMUSG00000035914","1119.1.1","CD276","ENSG00000103855","CD276 molecule [Source:HGNC Symbol;Acc:HGNC:19137]"
1120,"Pla2g2e","ENSMUSG00000028751","1120.1.1","PLA2G2E","ENSG00000188784","phospholipase A2 group IIE [Source:HGNC Symbol;Acc:HGNC:13414]"
1121,"Inpp5d","ENSMUSG00000026288","1121.1.1","INPP5D","ENSG00000168918","inositol polyphosphate-5-phosphatase D [Source:HGNC Symbol;Acc:HGNC:6079]"
1122,"Gpcpd1","ENSMUSG00000027346","1122.1.1","GPCPD1","ENSG00000125772","glycerophosphocholine phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:26957]"
1123,"Acsl6","ENSMUSG00000020333","1123.1.1","ACSL6","ENSG00000164398","acyl-CoA synthetase long chain family member 6 [Source:HGNC Symbol;Acc:HGNC:16496]"
1124,"Pdgfrb","ENSMUSG00000024620","1124.1.1","PDGFRB","ENSG00000113721","platelet derived growth factor receptor beta [Source:HGNC Symbol;Acc:HGNC:8804]"
1125,"Pxylp1","ENSMUSG00000043587","1125.1.1","PXYLP1","ENSG00000155893","2-phosphoxylose phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:26303]"
1126,"Dbi","ENSMUSG00000026385","1126.1.1","DBI","ENSG00000155368","diazepam binding inhibitor, acyl-CoA binding protein [Source:HGNC Symbol;Acc:HGNC:2690]"
1127,"Pld5","ENSMUSG00000055214","1127.1.1","PLD5","ENSG00000180287","phospholipase D family member 5 [Source:HGNC Symbol;Acc:HGNC:26879]"
1128,"Syt17","ENSMUSG00000058420","1128.1.1","SYT17","ENSG00000103528","synaptotagmin 17 [Source:HGNC Symbol;Acc:HGNC:24119]"
1129,"Dcst2","ENSMUSG00000109293","1129.1.1","DCST2","ENSG00000163354","DC-STAMP domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26562]"
1130,"Garnl3","ENSMUSG00000038860","1130.1.1","GARNL3","ENSG00000136895","GTPase activating Rap/RanGAP domain like 3 [Source:HGNC Symbol;Acc:HGNC:25425]"
1131,"Sema4f","ENSMUSG00000000627","1131.1.1","SEMA4F","ENSG00000135622","ssemaphorin 4F [Source:HGNC Symbol;Acc:HGNC:10734]"
1132,"Tspan8","ENSMUSG00000034127","1132.1.1","TSPAN8","ENSG00000127324","tetraspanin 8 [Source:HGNC Symbol;Acc:HGNC:11855]"
1133,"Enox1","ENSMUSG00000022012","1133.1.1","ENOX1","ENSG00000120658","ecto-NOX disulfide-thiol exchanger 1 [Source:HGNC Symbol;Acc:HGNC:25474]"
1134,"Dusp26","ENSMUSG00000039661","1134.1.1","DUSP26","ENSG00000133878","dual specificity phosphatase 26 [Source:HGNC Symbol;Acc:HGNC:28161]"
1135,"Ikbke","ENSMUSG00000042349","1135.1.1","IKBKE","ENSG00000263528","inhibitor of nuclear factor kappa B kinase subunit epsilon [Source:HGNC Symbol;Acc:HGNC:14552]"
1136,"Pparg","ENSMUSG00000000440","1136.1.1","PPARG","ENSG00000132170","peroxisome proliferator activated receptor gamma [Source:HGNC Symbol;Acc:HGNC:9236]"
1137,"Pkd2l2","ENSMUSG00000014503","1137.1.1","PKD2L2","ENSG00000078795","polycystin 2 like 2, transient receptor potential cation channel [Source:HGNC Symbol;Acc:HGNC:9012]"
1138,"Ndc80","ENSMUSG00000024056","1138.1.1","NDC80","ENSG00000080986","NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:16909]"
1139,"Hpgds","ENSMUSG00000029919","1139.1.1","HPGDS","ENSG00000163106","hematopoietic prostaglandin D synthase [Source:HGNC Symbol;Acc:HGNC:17890]"
1140,"Erbb4","ENSMUSG00000062209","1140.1.1","ERBB4","ENSG00000178568","erb-b2 receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3432]"
1141,"Srpx2","ENSMUSG00000031253","1141.1.1","SRPX2","ENSG00000102359","sushi repeat containing protein X-linked 2 [Source:HGNC Symbol;Acc:HGNC:30668]"
1142,"Hif1a","ENSMUSG00000021109","1142.1.1","HIF1A","ENSG00000100644","hypoxia inducible factor 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:4910]"
1143,"Cpxm2","ENSMUSG00000030862","1143.1.1","CPXM2","ENSG00000121898","carboxypeptidase X, M14 family member 2 [Source:HGNC Symbol;Acc:HGNC:26977]"
1144,"Ephb2","ENSMUSG00000028664","1144.1.1","EPHB2","ENSG00000133216","EPH receptor B2 [Source:HGNC Symbol;Acc:HGNC:3393]"
1145,"Fbln7","ENSMUSG00000027386","1145.1.1","FBLN7","ENSG00000144152","fibulin 7 [Source:HGNC Symbol;Acc:HGNC:26740]"
1146,"Nt5c1a","ENSMUSG00000054958","1146.1.1","NT5C1A","ENSG00000116981","5'-nucleotidase, cytosolic IA [Source:HGNC Symbol;Acc:HGNC:17819]"
1147,"BC034090","ENSMUSG00000033722","1147.1.1","KIAA1614","ENSG00000135835","KIAA1614 [Source:HGNC Symbol;Acc:HGNC:29327]"
1148,"Kcnj15","ENSMUSG00000062609","1148.1.1","KCNJ15","ENSG00000157551","potassium inwardly rectifying channel subfamily J member 15 [Source:HGNC Symbol;Acc:HGNC:6261]"
1149,"Adora1","ENSMUSG00000042429","1149.1.1","ADORA1","ENSG00000163485","adenosine A1 receptor [Source:HGNC Symbol;Acc:HGNC:262]"
1150,"Cdh24","ENSMUSG00000059674","1150.1.1","CDH24","ENSG00000139880","cadherin 24 [Source:HGNC Symbol;Acc:HGNC:14265]"
1151,"Mxra7","ENSMUSG00000020814","1151.1.1","N/A","N/A","N/A"
1152,"Thbs3","ENSMUSG00000028047","1152.1.1","THBS3","ENSG00000169231","thrombospondin 3 [Source:HGNC Symbol;Acc:HGNC:11787]"
1153,"Hapln1","ENSMUSG00000021613","1153.1.1","HAPLN1","ENSG00000145681","hyaluronan and proteoglycan link protein 1 [Source:HGNC Symbol;Acc:HGNC:2380]"
1154,"Nnat","ENSMUSG00000067786","1154.1.1","N/A","N/A","N/A"
1155,"Vstm5","ENSMUSG00000031937","1155.1.1","VSTM5","ENSG00000214376","V-set and transmembrane domain containing 5 [Source:HGNC Symbol;Acc:HGNC:34443]"
1156,"Aqp4","ENSMUSG00000024411","1156.1.1","AQP4","ENSG00000171885","aquaporin 4 [Source:HGNC Symbol;Acc:HGNC:637]"
1157,"Aqp7","ENSMUSG00000028427","1157.1.1","AQP7","ENSG00000165269","aquaporin 7 [Source:HGNC Symbol;Acc:HGNC:640]"
1157,"Aqp7","ENSMUSG00000028427","1157.1.2","AQP7B","ENSG00000259916","aquaporin 7B [Source:HGNC Symbol;Acc:HGNC:53895]"
1158,"Adcy7","ENSMUSG00000031659","1158.1.1","ADCY7","ENSG00000121281","adenylate cyclase 7 [Source:HGNC Symbol;Acc:HGNC:238]"
1159,"Ybx2","ENSMUSG00000018554","1159.1.1","YBX2","ENSG00000006047","Y-box binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17948]"
1160,"Osbpl3","ENSMUSG00000029822","1160.1.1","OSBPL3","ENSG00000070882","oxysterol binding protein like 3 [Source:HGNC Symbol;Acc:HGNC:16370]"
1161,"Srd5a1","ENSMUSG00000021594","1161.1.1","SRD5A1","ENSG00000145545","steroid 5 alpha-reductase 1 [Source:HGNC Symbol;Acc:HGNC:11284]"
1162,"Dlg4","ENSMUSG00000020886","1162.1.1","DLG4","ENSG00000132535","discs large MAGUK scaffold protein 4 [Source:HGNC Symbol;Acc:HGNC:2903]"
1163,"Cd180","ENSMUSG00000021624","1163.1.1","CD180","ENSG00000134061","CD180 molecule [Source:HGNC Symbol;Acc:HGNC:6726]"
1164,"Lep","ENSMUSG00000059201","1164.1.1","LEP","ENSG00000174697","leptin [Source:HGNC Symbol;Acc:HGNC:6553]"
1165,"Lrrc39","ENSMUSG00000027961","1165.1.1","LRRC39","ENSG00000122477","leucine rich repeat containing 39 [Source:HGNC Symbol;Acc:HGNC:28228]"
1166,"Abi3bp","ENSMUSG00000035258","1166.1.1","ABI3BP","ENSG00000154175","ABI family member 3 binding protein [Source:HGNC Symbol;Acc:HGNC:17265]"
1167,"Arhgef19","ENSMUSG00000028919","1167.1.1","ARHGEF19","ENSG00000142632","Rho guanine nucleotide exchange factor 19 [Source:HGNC Symbol;Acc:HGNC:26604]"
1168,"Dbn1","ENSMUSG00000034675","1168.1.1","DBN1","ENSG00000113758","drebrin 1 [Source:HGNC Symbol;Acc:HGNC:2695]"
1169,"Stac2","ENSMUSG00000017400","1169.1.1","STAC2","ENSG00000141750","SH3 and cysteine rich domain 2 [Source:HGNC Symbol;Acc:HGNC:23990]"
1170,"Acsl1","ENSMUSG00000018796","1170.1.1","ACSL1","ENSG00000151726","acyl-CoA synthetase long chain family member 1 [Source:HGNC Symbol;Acc:HGNC:3569]"
1171,"Ces1f","ENSMUSG00000031725","1171.1.1","N/A","N/A","N/A"
1172,"Runx2","ENSMUSG00000039153","1172.1.1","RUNX2","ENSG00000124813","RUNX family transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10472]"
1173,"Cilp","ENSMUSG00000042254","1173.1.1","CILP","ENSG00000138615","cartilage intermediate layer protein [Source:HGNC Symbol;Acc:HGNC:1980]"
1174,"P2rx7","ENSMUSG00000029468","1174.1.1","P2RX7","ENSG00000089041","purinergic receptor P2X 7 [Source:HGNC Symbol;Acc:HGNC:8537]"
1175,"Glis2","ENSMUSG00000014303","1175.1.1","GLIS2","ENSG00000126603","GLIS family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:29450]"
1176,"Galnt6","ENSMUSG00000037280","1176.1.1","GALNT6","ENSG00000139629","polypeptide N-acetylgalactosaminyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:4128]"
1177,"Sbk2","ENSMUSG00000030433","1177.1.1","SBK2","ENSG00000187550","SH3 domain binding kinase family member 2 [Source:HGNC Symbol;Acc:HGNC:34416]"
1178,"Antxr1","ENSMUSG00000033420","1178.1.1","ANTXR1","ENSG00000169604","ANTXR cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:21014]"
1179,"Robo1","ENSMUSG00000022883","1179.1.1","ROBO1","ENSG00000169855","roundabout guidance receptor 1 [Source:HGNC Symbol;Acc:HGNC:10249]"
1180,"Rassf5","ENSMUSG00000026430","1180.1.1","RASSF5","ENSG00000266094","Ras association domain family member 5 [Source:HGNC Symbol;Acc:HGNC:17609]"
1181,"Hint3","ENSMUSG00000019791","1181.1.1","HINT3","ENSG00000111911","histidine triad nucleotide binding protein 3 [Source:HGNC Symbol;Acc:HGNC:18468]"
1182,"Wfikkn2","ENSMUSG00000044177","1182.1.1","WFIKKN2","ENSG00000173714","WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30916]"
1183,"Ctsk","ENSMUSG00000028111","1183.1.1","CTSK","ENSG00000143387","cathepsin K [Source:HGNC Symbol;Acc:HGNC:2536]"
1184,"Rab36","ENSMUSG00000020175","1184.1.1","RAB36","ENSG00000100228","RAB36, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9775]"
1185,"Pik3ap1","ENSMUSG00000025017","1185.1.1","PIK3AP1","ENSG00000155629","phosphoinositide-3-kinase adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30034]"
1186,"4930434J08Rik","ENSMUSG00000120343","1186.1.1","N/A","N/A","N/A"
1187,"Brinp1","ENSMUSG00000028351","1187.1.1","BRINP1","ENSG00000078725","BMP/retinoic acid inducible neural specific 1 [Source:HGNC Symbol;Acc:HGNC:2687]"
1188,"Tusc3","ENSMUSG00000118664","1188.1.1","TUSC3","ENSG00000104723","tumor suppressor candidate 3 [Source:HGNC Symbol;Acc:HGNC:30242]"
1189,"Grin2d","ENSMUSG00000002771","1189.1.1","GRIN2D","ENSG00000105464","glutamate ionotropic receptor NMDA type subunit 2D [Source:HGNC Symbol;Acc:HGNC:4588]"
1190,"Chl1","ENSMUSG00000030077","1190.1.1","CHL1","ENSG00000134121","cell adhesion molecule L1 like [Source:HGNC Symbol;Acc:HGNC:1939]"
1191,"Heph","ENSMUSG00000031209","1191.1.1","HEPH","ENSG00000089472","hephaestin [Source:HGNC Symbol;Acc:HGNC:4866]"
1192,"St3gal6","ENSMUSG00000022747","1192.1.1","ST3GAL6","ENSG00000064225","ST3 beta-galactoside alpha-2,3-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:18080]"
1193,"Mc2r","ENSMUSG00000045569","1193.1.1","MC2R","ENSG00000185231","melanocortin 2 receptor [Source:HGNC Symbol;Acc:HGNC:6930]"
1194,"Tagap","ENSMUSG00000033450","1194.1.1","TAGAP","ENSG00000164691","T cell activation RhoGTPase activating protein [Source:HGNC Symbol;Acc:HGNC:15669]"
1195,"Fgfbp1","ENSMUSG00000048373","1195.1.1","FGFBP1","ENSG00000137440","fibroblast growth factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19695]"
1196,"Cdh11","ENSMUSG00000031673","1196.1.1","CDH11","ENSG00000140937","cadherin 11 [Source:HGNC Symbol;Acc:HGNC:1750]"
1197,"Pde3b","ENSMUSG00000030671","1197.1.1","PDE3B","ENSG00000152270","phosphodiesterase 3B [Source:HGNC Symbol;Acc:HGNC:8779]"
1198,"Nfkbiz","ENSMUSG00000035356","1198.1.1","NFKBIZ","ENSG00000144802","NFKB inhibitor zeta [Source:HGNC Symbol;Acc:HGNC:29805]"
1199,"Nlrp3","ENSMUSG00000032691","1199.1.1","NLRP3","ENSG00000162711","NLR family pyrin domain containing 3 [Source:HGNC Symbol;Acc:HGNC:16400]"
1200,"Wasf1","ENSMUSG00000019831","1200.1.1","WASF1","ENSG00000112290","WASP family member 1 [Source:HGNC Symbol;Acc:HGNC:12732]"
1201,"Pheta2","ENSMUSG00000049687","1201.1.1","PHETA2","ENSG00000177096","PH domain containing endocytic trafficking adaptor 2 [Source:HGNC Symbol;Acc:HGNC:27161]"
1202,"Fbxl2","ENSMUSG00000032507","1202.1.1","FBXL2","ENSG00000153558","F-box and leucine rich repeat protein 2 [Source:HGNC Symbol;Acc:HGNC:13598]"
1203,"A630001G21Rik","ENSMUSG00000052760","1203.1.1","N/A","N/A","N/A"
1204,"Gpr176","ENSMUSG00000040133","1204.1.1","GPR176","ENSG00000166073","G protein-coupled receptor 176 [Source:HGNC Symbol;Acc:HGNC:32370]"
1205,"Asb12","ENSMUSG00000031204","1205.1.1","ASB12","ENSG00000198881","ankyrin repeat and SOCS box containing 12 [Source:HGNC Symbol;Acc:HGNC:19763]"
1206,"Gbgt1","ENSMUSG00000026829","1206.1.1","GBGT1","ENSG00000148288","globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group) [Source:HGNC Symbol;Acc:HGNC:20460]"
1207,"Cntn2","ENSMUSG00000053024","1207.1.1","CNTN2","ENSG00000184144","contactin 2 [Source:HGNC Symbol;Acc:HGNC:2172]"
1208,"Traip","ENSMUSG00000032586","1208.1.1","TRAIP","ENSG00000183763","TRAF interacting protein [Source:HGNC Symbol;Acc:HGNC:30764]"
1209,"Asb5","ENSMUSG00000031519","1209.1.1","ASB5","ENSG00000164122","ankyrin repeat and SOCS box containing 5 [Source:HGNC Symbol;Acc:HGNC:17180]"
1210,"Tmem116","ENSMUSG00000029452","1210.1.1","TMEM116","ENSG00000198270","transmembrane protein 116 [Source:HGNC Symbol;Acc:HGNC:25084]"
1211,"Dlgap5","ENSMUSG00000037544","1211.1.1","DLGAP5","ENSG00000126787","DLG associated protein 5 [Source:HGNC Symbol;Acc:HGNC:16864]"
1212,"Ckm","ENSMUSG00000030399","1212.1.1","CKM","ENSG00000104879","creatine kinase, M-type [Source:HGNC Symbol;Acc:HGNC:1994]"
1213,"Trf","ENSMUSG00000032554","1213.1.1","TF","ENSG00000091513","transferrin [Source:HGNC Symbol;Acc:HGNC:11740]"
1214,"Slc36a2","ENSMUSG00000020264","1214.1.1","SLC36A2","ENSG00000186335","solute carrier family 36 member 2 [Source:HGNC Symbol;Acc:HGNC:18762]"
1215,"Trim46","ENSMUSG00000042766","1215.1.1","TRIM46","ENSG00000163462","tripartite motif containing 46 [Source:HGNC Symbol;Acc:HGNC:19019]"
1216,"Bnc2","ENSMUSG00000028487","1216.1.1","BNC2","ENSG00000173068","basonuclin zinc finger protein 2 [Source:HGNC Symbol;Acc:HGNC:30988]"
1217,"Mcrip2","ENSMUSG00000025732","1217.1.1","MCRIP2","ENSG00000172366","MAPK regulated corepressor interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:14142]"
1218,"Rorc","ENSMUSG00000028150","1218.1.1","RORC","ENSG00000143365","RAR related orphan receptor C [Source:HGNC Symbol;Acc:HGNC:10260]"
1219,"Tlr13","ENSMUSG00000033777","1219.1.1","N/A","N/A","N/A"
1220,"Prr7","ENSMUSG00000034686","1220.1.1","PRR7","ENSG00000131188","proline rich 7, synaptic [Source:HGNC Symbol;Acc:HGNC:28130]"
1221,"Nphp4","ENSMUSG00000039577","1221.1.1","NPHP4","ENSG00000131697","nephrocystin 4 [Source:HGNC Symbol;Acc:HGNC:19104]"
1222,"Zmynd15","ENSMUSG00000040829","1222.1.1","ZMYND15","ENSG00000141497","zinc finger MYND-type containing 15 [Source:HGNC Symbol;Acc:HGNC:20997]"
1223,"Fcrl2","ENSMUSG00000015852","1223.1.1","FCRL6","ENSG00000181036","Fc receptor like 6 [Source:HGNC Symbol;Acc:HGNC:31910]"
1224,"Cfap52","ENSMUSG00000020904","1224.1.1","CFAP52","ENSG00000166596","cilia and flagella associated protein 52 [Source:HGNC Symbol;Acc:HGNC:16053]"
1225,"Begain","ENSMUSG00000040867","1225.1.1","BEGAIN","ENSG00000183092","brain enriched guanylate kinase associated [Source:HGNC Symbol;Acc:HGNC:24163]"
1226,"Tpd52l1","ENSMUSG00000000296","1226.1.1","TPD52L1","ENSG00000111907","TPD52 like 1 [Source:HGNC Symbol;Acc:HGNC:12006]"
1227,"Ccdc146","ENSMUSG00000064280","1227.1.1","CCDC146","ENSG00000135205","coiled-coil domain containing 146 [Source:HGNC Symbol;Acc:HGNC:29296]"
1228,"Ttll7","ENSMUSG00000036745","1228.1.1","TTLL7","ENSG00000137941","tubulin tyrosine ligase like 7 [Source:HGNC Symbol;Acc:HGNC:26242]"
1229,"Pld3","ENSMUSG00000003363","1229.1.1","PLD3","ENSG00000105223","phospholipase D family member 3 [Source:HGNC Symbol;Acc:HGNC:17158]"
1230,"Pitx1","ENSMUSG00000021506","1230.1.1","PITX1","ENSG00000069011","paired like homeodomain 1 [Source:HGNC Symbol;Acc:HGNC:9004]"
1231,"Glipr2","ENSMUSG00000028480","1231.1.1","GLIPR2","ENSG00000122694","GLI pathogenesis related 2 [Source:HGNC Symbol;Acc:HGNC:18007]"
1232,"Tekt1","ENSMUSG00000020799","1232.1.1","TEKT1","ENSG00000167858","tektin 1 [Source:HGNC Symbol;Acc:HGNC:15534]"
1233,"Tacr1","ENSMUSG00000030043","1233.1.1","TACR1","ENSG00000115353","tachykinin receptor 1 [Source:HGNC Symbol;Acc:HGNC:11526]"
1234,"A4galt","ENSMUSG00000047878","1234.1.1","A4GALT","ENSG00000128274","alpha 1,4-galactosyltransferase (P1PK blood group) [Source:HGNC Symbol;Acc:HGNC:18149]"
1235,"Foxp1","ENSMUSG00000030067","1235.1.1","FOXP1","ENSG00000114861","forkhead box P1 [Source:HGNC Symbol;Acc:HGNC:3823]"
1236,"C1qtnf5","ENSMUSG00000079592","1236.1.1","C1QTNF5","ENSG00000223953","C1q and TNF related 5 [Source:HGNC Symbol;Acc:HGNC:14344]"
1237,"Ifi27l2a","ENSMUSG00000079017","1237.1.1","N/A","N/A","N/A"
1238,"Flt3","ENSMUSG00000042817","1238.1.1","FLT3","ENSG00000122025","fms related receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3765]"
1239,"Adrb3","ENSMUSG00000031489","1239.1.1","ADRB3","ENSG00000188778","adrenoceptor beta 3 [Source:HGNC Symbol;Acc:HGNC:288]"
1240,"Runx1t1","ENSMUSG00000006586","1240.1.1","RUNX1T1","ENSG00000079102","RUNX1 partner transcriptional co-repressor 1 [Source:HGNC Symbol;Acc:HGNC:1535]"
1241,"Hsd17b14","ENSMUSG00000030825","1241.1.1","HSD17B14","ENSG00000087076","hydroxysteroid 17-beta dehydrogenase 14 [Source:HGNC Symbol;Acc:HGNC:23238]"
1242,"Dclk2","ENSMUSG00000028078","1242.1.1","DCLK2","ENSG00000170390","doublecortin like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19002]"
1243,"Cacnb3","ENSMUSG00000003352","1243.1.1","CACNB3","ENSG00000167535","calcium voltage-gated channel auxiliary subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:1403]"
1244,"Artn","ENSMUSG00000028539","1244.1.1","ARTN","ENSG00000117407","artemin [Source:HGNC Symbol;Acc:HGNC:727]"
1245,"Rnf112","ENSMUSG00000010086","1245.1.1","RNF112","ENSG00000128482","ring finger protein 112 [Source:HGNC Symbol;Acc:HGNC:12968]"
1246,"Tnfrsf25","ENSMUSG00000024793","1246.1.1","TNFRSF25","ENSG00000215788","TNF receptor superfamily member 25 [Source:HGNC Symbol;Acc:HGNC:11910]"
1247,"Fhl2","ENSMUSG00000008136","1247.1.1","FHL2","ENSG00000115641","four and a half LIM domains 2 [Source:HGNC Symbol;Acc:HGNC:3703]"
1248,"Chpt1","ENSMUSG00000060002","1248.1.1","CHPT1","ENSG00000111666","choline phosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:17852]"
1249,"Gtse1","ENSMUSG00000022385","1249.1.1","GTSE1","ENSG00000075218","G2 and S-phase expressed 1 [Source:HGNC Symbol;Acc:HGNC:13698]"
